Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L239_1m_june 8_22_EM_270.00,L239_1m_june 8_22_EM_272.00,L239_1m_june 8_22_EM_274.00,L239_1m_june 8_22_EM_276.00,L239_1m_june 8_22_EM_278.00,L239_1m_june 8_22_EM_280.00,L239_1m_june 8_22_EM_282.00,L239_1m_june 8_22_EM_284.00,L239_1m_june 8_22_EM_286.00,L239_1m_june 8_22_EM_288.00,L239_1m_june 8_22_EM_290.00,L239_1m_june 8_22_EM_292.00,L239_1m_june 8_22_EM_294.00,L239_1m_june 8_22_EM_296.00,L239_1m_june 8_22_EM_298.00,L239_1m_june 8_22_EM_300.00,L239_1m_june 8_22_EM_302.00,L239_1m_june 8_22_EM_304.00,L239_1m_june 8_22_EM_306.00,L239_1m_june 8_22_EM_308.00,L239_1m_june 8_22_EM_310.00,L239_1m_june 8_22_EM_312.00,L239_1m_june 8_22_EM_314.00,L239_1m_june 8_22_EM_316.00,L239_1m_june 8_22_EM_318.00,L239_1m_june 8_22_EM_320.00,L239_1m_june 8_22_EM_322.00,L239_1m_june 8_22_EM_324.00,L239_1m_june 8_22_EM_326.00,L239_1m_june 8_22_EM_328.00,L239_1m_june 8_22_EM_330.00,L239_1m_june 8_22_EM_332.00,L239_1m_june 8_22_EM_334.00,L239_1m_june 8_22_EM_336.00,L239_1m_june 8_22_EM_338.00,L239_1m_june 8_22_EM_340.00,L239_1m_june 8_22_EM_342.00,L239_1m_june 8_22_EM_344.00,L239_1m_june 8_22_EM_346.00,L239_1m_june 8_22_EM_348.00,L239_1m_june 8_22_EM_350.00,L239_1m_june 8_22_EM_352.00,L239_1m_june 8_22_EM_354.00,L239_1m_june 8_22_EM_356.00,L239_1m_june 8_22_EM_358.00,L239_1m_june 8_22_EM_360.00,L239_1m_june 8_22_EM_362.00,L239_1m_june 8_22_EM_364.00,L239_1m_june 8_22_EM_366.00,L239_1m_june 8_22_EM_368.00,L239_1m_june 8_22_EM_370.00,L239_1m_june 8_22_EM_372.00,L239_1m_june 8_22_EM_374.00,L239_1m_june 8_22_EM_376.00,L239_1m_june 8_22_EM_378.00,L239_1m_june 8_22_EM_380.00,L239_1m_june 8_22_EM_382.00,L239_1m_june 8_22_EM_384.00,L239_1m_june 8_22_EM_386.00,L239_1m_june 8_22_EM_388.00,L239_1m_june 8_22_EM_390.00,L239_1m_june 8_22_EM_392.00,L239_1m_june 8_22_EM_394.00,L239_1m_june 8_22_EM_396.00,L239_1m_june 8_22_EM_398.00,L239_1m_june 8_22_EM_400.00,L239_1m_june 8_22_EM_402.00,L239_1m_june 8_22_EM_404.00,L239_1m_june 8_22_EM_406.00,L239_1m_june 8_22_EM_408.00,L239_1m_june 8_22_EM_410.00,L239_1m_june 8_22_EM_412.00,L239_1m_june 8_22_EM_414.00,L239_1m_june 8_22_EM_416.00,L239_1m_june 8_22_EM_418.00,L239_1m_june 8_22_EM_420.00,L239_1m_june 8_22_EM_422.00,L239_1m_june 8_22_EM_424.00,L239_1m_june 8_22_EM_426.00,L239_1m_june 8_22_EM_428.00,L239_1m_june 8_22_EM_430.00,L239_1m_june 8_22_EM_432.00,L239_1m_june 8_22_EM_434.00,L239_1m_june 8_22_EM_436.00,L239_1m_june 8_22_EM_438.00,L239_1m_june 8_22_EM_440.00,L239_1m_june 8_22_EM_442.00,L239_1m_june 8_22_EM_444.00,L239_1m_june 8_22_EM_446.00,L239_1m_june 8_22_EM_448.00,L239_1m_june 8_22_EM_450.00,L239_1m_june 8_22_EM_452.00,L239_1m_june 8_22_EM_454.00,L239_1m_june 8_22_EM_456.00,L239_1m_june 8_22_EM_458.00,L239_1m_june 8_22_EM_460.00,L239_1m_june 8_22_EM_462.00,L239_1m_june 8_22_EM_464.00,L239_1m_june 8_22_EM_466.00,L239_1m_june 8_22_EM_468.00,L239_1m_june 8_22_EM_470.00,L239_1m_june 8_22_EM_472.00,L239_1m_june 8_22_EM_474.00,L239_1m_june 8_22_EM_476.00,L239_1m_june 8_22_EM_478.00,L239_1m_june 8_22_EM_480.00,L239_1m_june 8_22_EM_482.00,L239_1m_june 8_22_EM_484.00,L239_1m_june 8_22_EM_486.00,L239_1m_june 8_22_EM_488.00,L239_1m_june 8_22_EM_490.00,L239_1m_june 8_22_EM_492.00,L239_1m_june 8_22_EM_494.00,L239_1m_june 8_22_EM_496.00,L239_1m_june 8_22_EM_498.00,L239_1m_june 8_22_EM_500.00,L239_1m_june 8_22_EM_502.00,L239_1m_june 8_22_EM_504.00,L239_1m_june 8_22_EM_506.00,L239_1m_june 8_22_EM_508.00,L239_1m_june 8_22_EM_510.00,L239_1m_june 8_22_EM_512.00,L239_1m_june 8_22_EM_514.00,L239_1m_june 8_22_EM_516.00,L239_1m_june 8_22_EM_518.00,L239_1m_june 8_22_EM_520.00,L239_1m_june 8_22_EM_522.00,L239_1m_june 8_22_EM_524.00,L239_1m_june 8_22_EM_526.00,L239_1m_june 8_22_EM_528.00,L239_1m_june 8_22_EM_530.00,L239_1m_june 8_22_EM_532.00,L239_1m_june 8_22_EM_534.00,L239_1m_june 8_22_EM_536.00,L239_1m_june 8_22_EM_538.00,L239_1m_june 8_22_EM_540.00,L239_1m_june 8_22_EM_542.00,L239_1m_june 8_22_EM_544.00,L239_1m_june 8_22_EM_546.00,L239_1m_june 8_22_EM_548.00,L239_1m_june 8_22_EM_550.00,L239_1m_june 8_22_EM_552.00,L239_1m_june 8_22_EM_554.00,L239_1m_june 8_22_EM_556.00,L239_1m_june 8_22_EM_558.00,L239_1m_june 8_22_EM_560.00,L239_1m_june 8_22_EM_562.00,L239_1m_june 8_22_EM_564.00,L239_1m_june 8_22_EM_566.00,L239_1m_june 8_22_EM_568.00,L239_1m_june 8_22_EM_570.00,L239_1m_june 8_22_EM_572.00,L239_1m_june 8_22_EM_574.00,L239_1m_june 8_22_EM_576.00,L239_1m_june 8_22_EM_578.00,L239_1m_june 8_22_EM_580.00,L239_1m_june 8_22_EM_582.00,L239_1m_june 8_22_EM_584.00,L239_1m_june 8_22_EM_586.00,L239_1m_june 8_22_EM_588.00,L239_1m_june 8_22_EM_590.00,L239_1m_june 8_22_EM_592.00,L239_1m_june 8_22_EM_594.00,L239_1m_june 8_22_EM_596.00,L239_1m_june 8_22_EM_598.00,L239_1m_june 8_22_EM_600.00
325.0700073,0.269596517,0.122817419,0.146259248,0.179236352,0.16977945,0.152887583,0.245357126,0.151300788,0.297053963,0.385247052,0.334197581,0.404493749,0.562075317,0.595059812,0.526939034,0.758444548,0.552047133,0.683213532,0.835064828,1.143407583,0.832954288,1.489736319,1.592191339,2.039883375,5.038022518,29.38739395,110.9367447,244.3873291,281.1713257,204.8978119,72.27721405,19.18395233,9.042945862,9.079845428,8.950335503,9.65425396,10.54271126,11.221241,11.68884182,12.07992363,13.39167309,14.10087681,15.13458538,16.26458359,17.32305336,20.81533432,23.94738197,29.20368195,30.88365746,30.23250198,27.11886597,25.17067528,24.18328857,24.22455025,26.4675312,28.03727913,29.05146408,30.09417343,31.55978012,33.32174683,31.38143921,32.89297867,35.56151199,37.51354599,39.42456436,41.30667496,42.99612808,45.17457199,47.01301193,49.23262024,50.78359985,51.92525482,53.65294647,55.99718094,57.56209183,59.19859695,60.09405899,61.17077255,60.23241425,61.83929062,61.2334671,62.31584167,63.04925537,62.56319046,62.4854126,61.7365799,61.46470261,62.4823494,61.84104538,61.53899765,60.37859726,59.15495682,60.3181076,59.48142242,59.5927124,54.23682022,54.86976624,54.22661591,55.26578903,52.32554245,52.68377686,50.54417038,51.09898376,49.76185989,49.09371185,46.71712494,45.9512291,45.31666183,44.19003296,42.01723862,41.1432724,41.23952866,38.65493011,38.49302673,37.19070816,36.35284042,35.0116539,33.6782608,31.84819603,30.74261475,30.77789497,29.92968178,28.84486198,27.53398132,26.58897018,25.71371651,24.13733864,23.72200775,23.35362434,22.81723022,22.20604324,20.61662102,19.84559059,19.79797363,18.91427994,18.32902908,17.19527435,16.45826149,16.1443119,15.13484859,14.69842625,13.88921738,12.94874477,12.7144022,11.97603989,11.82230759,11.48824787,10.57156944,10.19002724,9.953853607,8.859192848,8.794886589,8.325264931,8.109940529,8.081250191,7.384140015,7.175776005,6.832000256,6.266557693,5.998978615,5.865273476,5.564436913,5.678870678,5.217264652,5.021672249,4.56052494
330,0.052182697,0.142536223,0.24028635,0.242884487,0.24349758,-0.002833724,0.29764092,0.25811559,0.202536494,0.192652822,0.235719442,0.286086261,0.461075187,0.577100933,0.495124638,0.499515653,0.478512824,0.577591956,0.740472734,0.751484215,0.666335046,1.02599287,0.936559498,1.138069749,1.558961987,1.84969759,3.60982585,16.88394737,73.7253418,191.2288818,270.1003723,223.4451447,126.334465,36.47698212,12.4741621,8.153107643,8.233085632,8.573456764,9.487985611,9.555781364,10.56564236,10.61298752,12.13773632,12.50399876,13.28732777,14.39482307,15.00363541,17.24637794,21.15144348,24.10924149,28.96713448,30.68775749,28.85714531,26.91453743,25.11896706,25.25197029,26.52867126,27.26678085,28.99563408,30.24843788,27.90912056,30.07652283,31.42873955,33.73522186,35.63399124,37.66377258,39.21511841,40.92821121,43.43937302,44.52503586,46.4553299,48.8704071,50.93422699,51.22982788,54.31243515,56.13446045,55.00193787,56.71467972,58.33536148,59.70044327,59.77498627,58.74128723,59.75450134,60.03939056,60.32053375,58.63831711,59.25403214,59.14788818,59.65332413,60.22169495,59.58102036,59.94140244,59.44578552,59.69400787,58.65684891,53.99784851,54.0159874,52.76327133,53.36355972,52.46505737,52.19136047,51.25337601,49.47865677,50.0875473,47.83488464,46.56588745,46.24770355,45.18730927,43.71598816,43.17286301,41.52276993,40.183815,39.02409363,37.77634811,36.69042587,35.89247513,35.14998245,34.04846191,32.646492,31.30279541,29.82754326,29.45368576,27.88834572,27.05740356,26.77327156,25.55550575,24.44981766,24.58220291,22.95321274,22.21646881,21.30968475,20.28107071,19.36888695,19.21743584,17.70510101,17.40720177,17.04891968,16.13724327,15.76552391,15.37763596,14.37327385,13.73085213,13.47249603,12.73192883,11.81443119,11.71995544,10.83602428,10.67135525,10.05556011,9.461279869,9.100741386,8.95233345,8.150594711,7.894031048,7.666459084,7.269007683,7.027974606,6.555249214,6.359877586,6.240611553,5.778400898,5.711809158,5.332663059,4.835301399,4.703570366,4.634355545
335.0700073,0.217730641,0.174002767,0.084319197,0.076103859,0.182623684,0.190863997,0.076176532,0.174677968,0.196714401,0.106259726,0.257533491,0.154987544,0.292488724,0.359625876,0.328120232,0.528369129,0.466614723,0.326444626,0.552489996,0.456585109,0.467502594,0.637174428,0.741522193,0.674906373,0.944909871,1.161198735,1.333645821,1.888625503,2.195276022,5.522791386,26.55499077,104.3121414,237.5814514,281.0157471,210.689209,77.70581818,21.82943535,8.108325005,6.824546337,5.972168922,6.899301529,7.340208054,7.566377163,8.616382599,9.089971542,9.972493172,10.82900524,11.88018703,12.54172993,14.01990795,15.35287571,17.37657166,21.8087368,27.03582001,30.22394753,30.16223335,28.40070724,26.18727112,26.34428596,26.76535034,24.52476692,25.63647652,28.57372475,29.92068481,31.19120789,32.86663437,35.00518417,36.93755341,38.9305954,41.39761734,43.01774597,44.66722107,45.91261292,47.51518631,49.30531311,51.88676453,51.50109863,53.08683395,54.40989304,54.87147522,56.55265808,56.24317169,57.35449982,57.99047089,57.98839569,58.10480118,57.97027206,58.68947983,57.68751144,58.42072296,57.35044861,58.94382858,57.94108963,56.68001556,57.33965683,53.53491592,52.82983017,53.79124069,52.50104904,53.62196732,51.0905838,51.11099625,49.77263641,50.36432266,49.1361618,47.42692184,46.42580414,44.50937653,44.61931992,42.64305496,41.61006927,40.21375275,39.80944061,38.05599213,36.79732132,35.30727386,34.65626526,33.81213379,33.55893707,31.97735214,30.5936718,29.85070801,28.89747047,27.80352974,26.6181221,25.8561039,24.83784866,24.35456467,23.26776314,22.42794609,22.00944138,19.99282074,19.86186409,19.02164078,18.7299118,18.0808506,17.16153336,16.75356674,15.39886093,14.89417648,14.98050785,14.51332569,13.24803829,12.9116869,12.32576942,11.58522415,11.32449722,10.49854469,10.28748608,10.40454674,9.064562798,8.25017643,8.460701942,7.751649857,7.506841183,7.277936459,7.005734921,6.990332127,6.324273586,6.142230034,5.982170582,5.493228912,5.210498333,5.304821491,4.56742239,4.652544975
340,0.194459558,0.226756573,0.186523914,0.119922318,0.166783124,0.066227518,-0.002377644,0.034043111,0.053090401,0.130269915,0.111494608,0.27033034,0.354537666,0.331610382,0.291170537,0.355104178,0.335686594,0.355861366,0.275899202,0.436709583,0.514130473,0.593131781,0.560636222,0.565257967,0.509705484,0.634437621,0.895054996,1.173100352,1.205334306,1.72640121,1.946952462,3.197871208,12.182127,67.15800476,190.5419159,293.1365662,277.7208557,142.82547,49.03519058,9.907155037,5.957677364,5.07698822,5.127082348,5.609673023,6.242845535,6.575657368,7.114107132,8.314083099,8.903811455,9.184000015,10.38669205,11.29284477,13.51808071,14.43099117,17.41928673,21.95214081,25.6808548,28.83251572,29.59596825,27.92885399,23.86771774,23.52808189,23.72057915,25.1133194,28.21692657,29.0351963,31.04006767,32.55550385,34.62837982,36.3930397,38.48556137,39.7820816,41.46847153,43.41559601,44.36227417,46.57293701,46.8693161,48.96649933,49.61805725,51.43319321,51.63891983,52.75595856,52.80555725,53.50069809,53.64445496,55.80862427,55.26831436,55.01993561,55.29701614,55.46017456,54.90185165,55.29835892,55.3722496,55.55712891,55.23865891,52.19130707,52.1768837,52.09775925,51.79774857,50.97645569,50.99992371,49.20184708,49.88657761,47.95398331,47.70193481,46.69671249,45.59196091,44.12375641,42.44166183,43.03061676,40.73604202,39.68849182,38.86365128,37.57852936,36.8666153,35.76661301,35.7247963,33.79166412,32.44142914,31.24941635,30.49293709,29.4955616,28.88343811,27.10601997,27.00455856,25.98931503,24.81645393,23.77044678,23.64569473,21.86907959,21.24946404,20.6143837,19.43770599,19.72913933,19.01689529,17.59613991,17.22917175,16.09578514,16.15429688,14.76966286,14.50845814,14.00242996,13.1549263,12.74587154,11.63658142,11.66871452,10.92161655,10.26305389,10.22264767,9.736572266,9.157230377,8.443063736,8.392116547,7.85901022,7.437469482,6.953426838,6.740873814,6.478713512,6.456809998,6.435356617,5.500228882,5.426438332,5.002883911,5.293439865,5.101305485,4.866742134
345.0700073,0.117864288,0.145570278,0.19624579,0.180221856,0.065402888,0.106158398,0.093374051,0.10440553,0.083069779,0.119428448,0.044901319,0.202290177,0.163207203,0.229996383,0.161501259,0.197621018,0.219600588,0.251040518,0.290751547,0.251048923,0.351326823,0.38437283,0.349158645,0.382523686,0.431959927,0.516456664,0.56208986,0.746186137,0.821075797,1.132865071,1.122214198,1.212972999,1.649241447,2.275532961,6.229578495,32.52440262,138.7831116,278.1208801,396.4633789,221.8789063,95.88685608,20.08926201,5.894399166,5.241621494,4.986237049,5.174985409,5.531828403,6.349529743,6.829644203,6.963438511,7.876143456,8.755351067,9.705575943,11.14416218,12.05409622,13.65626144,14.90930271,17.50701523,21.65789032,25.66256523,25.75554657,27.2959137,27.16280174,26.01669693,25.46416855,25.98484802,27.93542862,28.42094231,31.08001328,32.54781342,33.56330109,35.99652481,37.51173401,38.69768524,41.21196365,41.7697525,44.4994545,43.71549225,45.76784134,46.1231041,47.81485748,47.76578522,49.5688858,50.64390182,50.42473602,50.83815002,51.57607269,51.32331085,51.28927612,53.10177994,53.540905,53.32942581,53.08990479,52.28631973,53.34326172,49.43098068,49.56677628,50.11970139,50.15377426,49.78611755,49.15117645,47.92324066,47.76078033,47.00460434,47.75056839,45.73564148,44.30881119,43.75626373,43.27466583,41.6419487,40.9684639,39.77010727,38.97079086,37.8509903,36.77350616,35.55183792,34.43397903,33.47993851,32.01049423,31.476717,30.07645035,29.65537262,28.01537704,27.58275795,26.85460091,25.50574303,24.92149734,23.74795723,22.95366669,21.98788071,21.2845192,20.70357704,19.90850639,18.85007095,18.59581757,17.43237305,16.68401718,16.23307228,15.68209076,15.14273167,14.53842926,13.51979256,13.18967724,12.87467861,12.37897015,12.02401638,11.40662766,10.73151684,10.65047646,9.84217453,9.029659271,8.550349236,8.305407524,8.229746819,7.494266033,7.41037178,7.027660847,6.539847851,6.496452332,5.939972401,5.684565067,5.435560703,5.249363422,5.315132141,4.711414337,4.406282425
350,0.105618112,0.164877117,0.161009282,0.240111321,0.26982981,0.077301763,-0.0391737,0.103249796,-0.01888518,-0.00491105,-0.058576368,0.145973474,0.106469639,0.226325512,0.061182044,0.206331283,0.195419371,0.374684364,0.242051005,0.192499667,0.166417897,0.368391752,0.290588915,0.325785965,0.268740624,0.330792695,0.530177832,0.581105411,0.682612419,0.719717979,0.881617785,1.045338154,1.012382507,1.238266468,1.656805634,2.170422316,4.054831028,17.50621605,126.7464371,232.1188354,379.1974182,299.3009644,149.2962799,53.85081863,11.33806133,5.769948483,5.785842419,5.534894943,5.462104797,5.856033325,6.581087589,6.676222801,7.866509914,8.342993736,9.143630981,10.1191473,11.12392139,12.39004612,13.94851303,15.60605717,16.16877174,19.69931602,23.71430206,26.77392769,28.40328217,27.82806778,27.63186646,26.58029747,27.27466202,28.36903954,30.1887722,31.96831131,32.78556442,34.04646301,36.66921616,37.64822769,39.19854355,41.44644928,41.35767365,43.02396393,43.05695343,44.67936325,44.10280991,45.37553406,45.20507813,46.91922379,47.1525383,47.46817017,47.77207565,48.10843658,48.86460114,50.0929184,49.62477112,49.3731842,49.73248672,46.68556213,46.53485489,47.23660278,46.63333893,46.52312469,46.2486763,45.97402954,44.20033264,44.49047852,42.78590393,42.63425446,41.73522186,41.30561829,40.69427109,40.00600815,38.52550507,38.1235199,37.12184906,35.13747025,35.00079727,34.36080933,32.71999741,32.87749863,31.64894104,30.25131416,29.24263954,29.004879,27.82015038,27.14034653,25.07855034,24.75773239,23.98189545,23.25835991,22.68387032,21.07583618,20.72146034,20.31964684,19.28410912,18.66322899,16.861269,17.52941322,16.67492676,16.2861824,15.26040173,14.95315075,13.89877701,13.60118484,13.02162647,12.6013937,11.99876213,11.24891472,10.72396278,10.58575535,10.0033617,9.786179543,8.560651779,8.659226418,8.091127396,7.672503471,7.479406834,7.293299675,6.78722477,6.169951916,6.251213074,6.012861729,5.377479076,5.285148144,5.097036362,4.547922611,4.831120968,4.355413437
355.0700073,0.111135982,0.098857276,0.090805493,0.085034855,0.075191416,0.118183859,-0.011819303,0.151403666,0.126637369,0.019099228,-0.015190497,0.076369293,0.107716151,0.124975584,0.17280519,0.116810642,0.144023657,0.223078936,0.175908297,0.163832814,0.088415988,0.2529836,0.167060763,0.171135843,0.204476833,0.267939389,0.35937795,0.423690557,0.488708496,0.577190518,0.64285475,0.741625726,0.646922886,0.857483506,1.043184161,0.952169359,1.5438236,1.753104568,3.34066081,6.496010303,41.20049667,149.2419739,311.294342,412.854187,308.529541,123.8129807,29.62939835,8.547980309,5.397333145,4.789157867,5.068686485,4.810497284,5.589606762,6.031971455,6.961369514,7.848018646,8.540714264,9.432772636,10.33356857,11.27252865,11.24155903,12.29206562,14.30354404,16.4922142,19.13414001,23.15873146,27.13362312,29.4912281,29.46486664,29.147295,27.92691612,28.14978409,28.95430374,29.64346695,31.67775345,33.01492691,34.11283493,35.6759758,36.67073059,37.73479843,38.38342667,39.05024338,39.70007706,40.99722672,40.43764877,42.66885376,42.2881546,42.45856476,43.19768906,44.1686554,44.61264038,45.41518021,45.34542084,45.67144012,45.52911758,43.13318634,43.8518219,42.7283783,43.40021133,43.76641083,43.07390213,42.51914597,42.88755417,41.72000504,40.81381989,40.01225281,39.43061066,38.47080994,37.71447754,37.58474731,36.49227524,35.66369629,35.11481094,33.82453918,32.77749634,32.72013474,31.62707138,30.83679199,30.17071724,28.72595596,27.99353218,27.23674393,26.30078697,25.95259666,24.48640251,24.22364807,23.59371758,22.07443237,21.97415543,21.28753853,20.1304493,19.47412682,18.89266586,18.44503212,17.66337776,17.09587288,15.96252823,15.75032806,14.68449497,14.875741,13.56749058,13.07486916,13.03396797,12.06419277,11.18942833,11.00697517,10.29109383,10.17928696,9.690793037,9.04875946,8.269640923,8.03606987,7.616743565,7.58043623,7.298437119,6.758796692,6.777245998,6.462479115,6.334831715,5.691067696,5.610894203,5.412953377,4.868591785,4.788222313,4.631581783,4.226839066
360,0.065604262,0.034634002,0.108673565,0.034480534,0.013725489,0.007950328,0.062714256,0.088041596,0.056321658,0.011587292,0.016934283,0.027541764,0.062977217,0.061294682,0.066471048,0.096731462,0.06205938,0.105807535,0.094996698,0.14822185,0.132289499,0.155889839,0.125056505,0.091477357,0.170021981,0.16308704,0.273171842,0.30116269,0.345563889,0.379525661,0.316488475,0.396694422,0.561483443,0.530220985,0.714695156,0.701126337,0.847932994,1.139160395,1.675516486,1.429005265,2.103719234,3.250760794,15.022995,75.69868469,253.7924347,442.037384,361.1255798,223.7819061,64.51945496,12.31603813,4.942455292,4.334456444,4.412819862,4.764248848,5.356146812,5.875471115,6.350943565,7.039119244,7.869436264,9.052231789,8.104960442,9.685128212,10.87483215,11.92050934,13.23923874,14.88875198,16.80464172,20.21832466,23.53946114,27.01373672,29.95526314,30.09613609,29.79747391,28.84677315,28.24675369,29.18289185,30.03097534,31.83556366,32.02734756,33.01011276,34.56506729,34.7842865,36.18101501,36.06701279,37.72771454,37.88483429,38.33063126,39.11469269,39.38914108,39.69071579,40.76153183,40.30003357,41.08898926,41.94226074,41.45856857,39.76234055,39.21130753,40.52637863,40.12991333,39.53277206,40.19779587,39.80530167,39.05075836,39.10375214,38.30724716,38.78277588,37.71078491,36.68278122,37.51644897,35.44322205,34.23960495,34.26793289,33.49188995,33.01898193,31.5525341,30.73960876,30.4149437,29.07845306,28.02305603,27.84471893,27.49512672,26.36154175,25.62472534,25.00470161,24.00120544,23.25669861,22.36797333,21.73368073,20.6684227,20.08962631,19.484972,19.26711655,18.54457664,17.62818527,17.27824783,16.10562515,15.49289989,14.90224075,14.13981915,13.77795792,13.62347317,12.60996628,12.05717564,11.45601749,11.33127308,10.96418953,10.43500423,9.756368637,9.529693604,8.940070152,8.302811623,7.767004013,7.660111427,7.463675976,7.354212284,6.765510559,6.414987564,6.103724003,5.748695374,5.662776947,5.27413559,5.274216652,4.826449394,4.658637524,4.583531857,4.283115864
365.0700073,0.020607911,0.026286803,-0.019116066,-0.006017692,0.035769694,-0.020754017,-0.018760495,0.013076723,0.050765358,0.059870638,0.074338891,0.043111943,0.023359053,0.059931226,0.035991229,0.063565366,0.113341637,0.075859077,0.052149765,0.043584816,0.047555692,0.062398992,0.096113302,0.091997631,0.122124158,0.205565542,0.221697688,0.246316314,0.253310561,0.30422619,0.358858496,0.267972142,0.404956102,0.428103447,0.465261102,0.607152343,0.7095716,0.788872063,1.113152027,0.876654506,1.251573324,1.457984328,1.939119458,2.542568684,6.498161316,46.0051918,175.7745361,422.0302124,417.7401733,258.6686401,90.42401886,21.30500412,5.665821075,4.186472416,4.598792553,4.662993431,5.108520508,5.502515316,6.043121815,6.950239658,6.668675423,7.293725491,8.644980431,9.740854263,10.17346287,11.44504261,12.83455276,14.13553238,15.45728111,17.93692398,20.54558563,24.28844452,27.60648918,29.28845978,30.27143669,29.92090034,28.30084991,28.13990974,28.34545517,29.60741425,29.68196487,30.55895424,31.22718239,31.72649193,32.36254501,34.58899689,33.72838211,34.70512009,35.43276215,35.41072845,36.09358978,36.71372986,37.32965851,37.26928329,38.21916199,35.79511642,36.29832077,36.35634995,36.50076294,36.12505341,36.18198013,35.62084579,36.00851822,35.90259171,34.84998322,34.6483345,34.32836914,33.58811188,33.51198959,32.64354324,32.10922623,32.39331055,30.89387512,30.22910118,29.63965988,29.13629723,28.23885918,27.72985649,26.49276924,26.07228279,25.60747719,24.60802841,24.26752472,23.36228943,22.79969978,22.53779602,21.51879501,20.52434921,19.91864777,18.67416,18.22621727,17.78666496,17.26999092,16.39409447,16.05076408,15.72144794,14.9493103,14.30583954,13.84521866,13.46128368,12.72723198,12.17144299,11.99793625,11.56256962,10.81540298,10.33962822,10.01603317,9.489498138,8.876458168,8.849218369,7.758416176,7.625452042,7.09616375,6.966436863,6.715827465,6.438701153,6.118563175,5.798298836,5.586426735,5.518823624,5.291203499,4.99447155,4.851962566,4.329510689,4.311471939,4.076815605
370,-0.110931702,-0.020649455,0.007432841,-0.077145442,-0.015070103,-0.094088934,-0.072172873,-0.033749513,-0.028093554,0.015783079,-0.033325523,-0.05572731,-0.078204364,-0.066908166,-0.016777039,-0.007008322,-0.038574815,-0.033825606,0.010259718,-0.050550532,-0.03417521,0.101899289,0.032432728,0.014776088,-0.017704904,0.081748657,0.081700914,0.113885976,0.17686677,0.147907376,0.234510392,0.208782554,0.213082135,0.257181972,0.271761805,0.326930225,0.41583854,0.425745845,0.634139061,0.576894343,0.644607604,0.87582612,0.924321711,1.180294514,1.870407462,2.512221575,3.944346666,20.6151104,100.94207,273.4472961,390.31427,336.7556152,161.2152863,45.61240005,10.21864986,5.086922646,4.489699364,4.655423164,5.013483047,5.127369404,5.065028667,5.665651798,6.354431152,7.508778572,7.910768986,8.920017242,9.888014793,11.32893467,12.1464119,13.1166544,13.81309795,15.87980461,17.51582909,19.80800056,22.66929054,26.35897636,28.02652168,29.13605881,29.15035057,27.40396118,27.61022377,26.8406601,27.22706413,27.54425621,28.29812813,28.911129,29.35062981,29.67519188,30.44886208,31.4872036,31.87969398,32.82057953,32.95878601,32.69368744,32.56380081,31.06096077,32.66723251,32.24833298,32.33791733,32.54927444,32.1849556,33.49888229,32.84118652,31.48553085,32.11832809,31.44354057,30.71483612,30.92503357,30.38422585,29.85236931,29.37507057,29.13748169,28.1779232,27.778368,26.97685623,26.22846985,25.53545189,25.28578758,25.13985252,25.18000031,23.79101563,22.70518494,21.93136406,21.29114532,21.28281593,20.43358803,19.49333,18.95407104,18.87321472,17.67632675,17.74041176,16.64610863,16.40884399,15.97664452,15.27868557,14.7806406,14.19573307,13.55278492,12.8214407,12.76963043,12.22521687,11.29667091,10.89858818,10.6372757,10.25239372,8.974534988,9.265241623,9.133366585,8.530345917,8.23044014,7.348909378,7.602218628,6.997838974,6.680920124,6.390628338,6.135742664,5.690357685,5.482952118,5.39286232,5.148940086,4.992406845,4.549520969,4.214241505,4.066504478,4.255904675,3.785516977
