Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L239_1m_june 8_22_EM_270.00,L239_1m_june 8_22_EM_272.00,L239_1m_june 8_22_EM_274.00,L239_1m_june 8_22_EM_276.00,L239_1m_june 8_22_EM_278.00,L239_1m_june 8_22_EM_280.00,L239_1m_june 8_22_EM_282.00,L239_1m_june 8_22_EM_284.00,L239_1m_june 8_22_EM_286.00,L239_1m_june 8_22_EM_288.00,L239_1m_june 8_22_EM_290.00,L239_1m_june 8_22_EM_292.00,L239_1m_june 8_22_EM_294.00,L239_1m_june 8_22_EM_296.00,L239_1m_june 8_22_EM_298.00,L239_1m_june 8_22_EM_300.00,L239_1m_june 8_22_EM_302.00,L239_1m_june 8_22_EM_304.00,L239_1m_june 8_22_EM_306.00,L239_1m_june 8_22_EM_308.00,L239_1m_june 8_22_EM_310.00,L239_1m_june 8_22_EM_312.00,L239_1m_june 8_22_EM_314.00,L239_1m_june 8_22_EM_316.00,L239_1m_june 8_22_EM_318.00,L239_1m_june 8_22_EM_320.00,L239_1m_june 8_22_EM_322.00,L239_1m_june 8_22_EM_324.00,L239_1m_june 8_22_EM_326.00,L239_1m_june 8_22_EM_328.00,L239_1m_june 8_22_EM_330.00,L239_1m_june 8_22_EM_332.00,L239_1m_june 8_22_EM_334.00,L239_1m_june 8_22_EM_336.00,L239_1m_june 8_22_EM_338.00,L239_1m_june 8_22_EM_340.00,L239_1m_june 8_22_EM_342.00,L239_1m_june 8_22_EM_344.00,L239_1m_june 8_22_EM_346.00,L239_1m_june 8_22_EM_348.00,L239_1m_june 8_22_EM_350.00,L239_1m_june 8_22_EM_352.00,L239_1m_june 8_22_EM_354.00,L239_1m_june 8_22_EM_356.00,L239_1m_june 8_22_EM_358.00,L239_1m_june 8_22_EM_360.00,L239_1m_june 8_22_EM_362.00,L239_1m_june 8_22_EM_364.00,L239_1m_june 8_22_EM_366.00,L239_1m_june 8_22_EM_368.00,L239_1m_june 8_22_EM_370.00,L239_1m_june 8_22_EM_372.00,L239_1m_june 8_22_EM_374.00,L239_1m_june 8_22_EM_376.00,L239_1m_june 8_22_EM_378.00,L239_1m_june 8_22_EM_380.00,L239_1m_june 8_22_EM_382.00,L239_1m_june 8_22_EM_384.00,L239_1m_june 8_22_EM_386.00,L239_1m_june 8_22_EM_388.00,L239_1m_june 8_22_EM_390.00,L239_1m_june 8_22_EM_392.00,L239_1m_june 8_22_EM_394.00,L239_1m_june 8_22_EM_396.00,L239_1m_june 8_22_EM_398.00,L239_1m_june 8_22_EM_400.00,L239_1m_june 8_22_EM_402.00,L239_1m_june 8_22_EM_404.00,L239_1m_june 8_22_EM_406.00,L239_1m_june 8_22_EM_408.00,L239_1m_june 8_22_EM_410.00,L239_1m_june 8_22_EM_412.00,L239_1m_june 8_22_EM_414.00,L239_1m_june 8_22_EM_416.00,L239_1m_june 8_22_EM_418.00,L239_1m_june 8_22_EM_420.00,L239_1m_june 8_22_EM_422.00,L239_1m_june 8_22_EM_424.00,L239_1m_june 8_22_EM_426.00,L239_1m_june 8_22_EM_428.00,L239_1m_june 8_22_EM_430.00,L239_1m_june 8_22_EM_432.00,L239_1m_june 8_22_EM_434.00,L239_1m_june 8_22_EM_436.00,L239_1m_june 8_22_EM_438.00,L239_1m_june 8_22_EM_440.00,L239_1m_june 8_22_EM_442.00,L239_1m_june 8_22_EM_444.00,L239_1m_june 8_22_EM_446.00,L239_1m_june 8_22_EM_448.00,L239_1m_june 8_22_EM_450.00,L239_1m_june 8_22_EM_452.00,L239_1m_june 8_22_EM_454.00,L239_1m_june 8_22_EM_456.00,L239_1m_june 8_22_EM_458.00,L239_1m_june 8_22_EM_460.00,L239_1m_june 8_22_EM_462.00,L239_1m_june 8_22_EM_464.00,L239_1m_june 8_22_EM_466.00,L239_1m_june 8_22_EM_468.00,L239_1m_june 8_22_EM_470.00,L239_1m_june 8_22_EM_472.00,L239_1m_june 8_22_EM_474.00,L239_1m_june 8_22_EM_476.00,L239_1m_june 8_22_EM_478.00,L239_1m_june 8_22_EM_480.00,L239_1m_june 8_22_EM_482.00,L239_1m_june 8_22_EM_484.00,L239_1m_june 8_22_EM_486.00,L239_1m_june 8_22_EM_488.00,L239_1m_june 8_22_EM_490.00,L239_1m_june 8_22_EM_492.00,L239_1m_june 8_22_EM_494.00,L239_1m_june 8_22_EM_496.00,L239_1m_june 8_22_EM_498.00,L239_1m_june 8_22_EM_500.00,L239_1m_june 8_22_EM_502.00,L239_1m_june 8_22_EM_504.00,L239_1m_june 8_22_EM_506.00,L239_1m_june 8_22_EM_508.00,L239_1m_june 8_22_EM_510.00,L239_1m_june 8_22_EM_512.00,L239_1m_june 8_22_EM_514.00,L239_1m_june 8_22_EM_516.00,L239_1m_june 8_22_EM_518.00,L239_1m_june 8_22_EM_520.00,L239_1m_june 8_22_EM_522.00,L239_1m_june 8_22_EM_524.00,L239_1m_june 8_22_EM_526.00,L239_1m_june 8_22_EM_528.00,L239_1m_june 8_22_EM_530.00,L239_1m_june 8_22_EM_532.00,L239_1m_june 8_22_EM_534.00,L239_1m_june 8_22_EM_536.00,L239_1m_june 8_22_EM_538.00,L239_1m_june 8_22_EM_540.00,L239_1m_june 8_22_EM_542.00,L239_1m_june 8_22_EM_544.00,L239_1m_june 8_22_EM_546.00,L239_1m_june 8_22_EM_548.00,L239_1m_june 8_22_EM_550.00,L239_1m_june 8_22_EM_552.00,L239_1m_june 8_22_EM_554.00,L239_1m_june 8_22_EM_556.00,L239_1m_june 8_22_EM_558.00,L239_1m_june 8_22_EM_560.00,L239_1m_june 8_22_EM_562.00,L239_1m_june 8_22_EM_564.00,L239_1m_june 8_22_EM_566.00,L239_1m_june 8_22_EM_568.00,L239_1m_june 8_22_EM_570.00,L239_1m_june 8_22_EM_572.00,L239_1m_june 8_22_EM_574.00,L239_1m_june 8_22_EM_576.00,L239_1m_june 8_22_EM_578.00,L239_1m_june 8_22_EM_580.00,L239_1m_june 8_22_EM_582.00,L239_1m_june 8_22_EM_584.00,L239_1m_june 8_22_EM_586.00,L239_1m_june 8_22_EM_588.00,L239_1m_june 8_22_EM_590.00,L239_1m_june 8_22_EM_592.00,L239_1m_june 8_22_EM_594.00,L239_1m_june 8_22_EM_596.00,L239_1m_june 8_22_EM_598.00,L239_1m_june 8_22_EM_600.00
375.0700073,-0.013899803,-0.042134076,-0.008424036,0.010718293,-0.026192226,-0.063736409,-0.079763196,-0.032342128,-0.044434853,-0.017072685,-0.069834828,-0.033116341,-0.100640088,-0.054096784,-0.121255457,-0.069826379,-0.043587446,-0.059170261,-0.048383817,-0.060154818,0.011686184,-0.019339837,-0.110931702,-0.064562172,0.012538433,0.06019906,0.032364108,0.047741584,0.105081014,0.158628255,0.09561906,0.128689378,0.159035712,0.06064596,0.283228576,0.166159064,0.293901712,0.279558837,0.525514781,0.358142883,0.468316019,0.564564168,0.611685753,0.679071188,1.051388621,1.253644347,1.622348309,2.329471111,2.767973185,7.142663956,43.2191124,160.9583282,333.1929626,403.5740051,289.9804993,111.1388321,25.43073082,6.111872673,4.625344753,4.627014637,4.115990162,4.254306793,4.961513519,5.389487743,5.8307271,6.879645348,7.662287712,8.570493698,9.539336205,10.25543213,11.27470589,12.31904697,13.54490471,14.32467651,15.93909836,17.55524635,20.03368378,22.29743385,25.18623161,27.27679634,28.46331024,27.15962791,26.35454178,25.68100548,24.96648788,25.2826004,26.10382652,25.79275894,26.05581856,27.33041382,28.6404705,28.64442253,28.75875854,29.33918953,29.80880165,28.09560966,28.2956543,28.94823074,28.81173897,29.60876465,29.3617115,29.47846794,29.70711136,29.7763176,29.30537224,29.20966721,28.69590759,28.12548637,27.65729713,27.74067116,27.0599041,26.59449005,26.53808594,26.22781372,25.1229248,24.83730698,23.98261833,23.67994118,22.96069336,22.37251472,22.74503326,21.31818962,20.52041435,20.81654739,19.65440178,19.21570778,18.46692467,18.12129021,17.46753693,17.01712036,16.3603344,16.23397255,15.37527466,14.99942493,14.66325569,13.59843826,13.24912167,12.54283714,12.27397633,11.87369633,11.64097881,11.10986614,10.59056473,10.34703636,9.635156631,9.207499504,9.091074944,9.046842575,7.92650938,7.804416656,7.040759563,6.841463566,6.579274654,6.488391399,6.11425066,5.997522831,5.726586819,5.186861038,5.013669968,4.597747803,4.453448296,4.515016556,4.531396866,3.861227036,4.030992031,3.700538158
380,-0.012010396,-0.028339028,-0.042441368,-0.08418873,-0.061449241,-0.003110804,-0.043803193,-0.080128893,-0.037943393,-0.052893396,-0.085065618,-0.070934899,-0.053724721,-0.062122211,-0.032284774,-0.046077773,-0.076172367,-0.071527496,-0.07602495,-0.080544874,-0.019210227,-0.041460723,-0.026053436,-0.057864882,-0.001538314,0.02958373,0.024913453,0.045386143,0.038200907,0.096961297,0.040888406,0.103296466,0.085718416,0.063540839,0.117284425,0.157616854,0.198089123,0.219902962,0.242261887,0.242792457,0.310631454,0.416531205,0.27456829,0.48409915,0.654233396,0.797684371,0.899591744,1.368938088,1.424917936,1.715910077,1.853397489,3.328741312,16.96017838,119.0205688,318.861908,496.1724548,348.4884338,155.6603699,40.93164063,9.761532784,4.522956371,4.074362278,4.396851063,4.598135471,4.804162979,5.574109077,5.852934837,6.643555164,7.06607008,8.347611427,8.773849487,10.03328514,10.63390064,11.9648962,13.06958389,14.38302135,14.57875443,16.11328888,17.51472855,19.38972664,20.42237663,23.63828278,25.17475891,26.74884605,26.08623505,25.28415871,24.15471458,24.0113945,23.57240868,24.43745422,24.86673927,25.01011086,26.18631172,26.26739693,27.03648567,25.2557888,25.73118019,26.37623596,26.53936386,26.55092049,26.96586418,26.60215187,26.95484734,26.75233269,26.45851326,26.8266468,26.94468689,25.87931442,26.64602089,25.73020744,25.52250099,24.6000061,24.6188221,24.07371712,23.37101936,22.90803146,23.17698097,22.67821503,21.3107872,21.29892731,20.69328499,20.24939537,19.86642456,19.53712654,19.35370255,18.38225937,17.55346107,17.2574234,16.66565323,15.79571152,15.94032669,15.04611206,15.04131508,14.39183712,13.91131401,12.8297348,12.78284454,12.0649929,11.66057396,11.10672665,11.08836746,10.61071968,10.15924931,10.07827091,9.177571297,9.236885071,8.432195663,8.331373215,8.263409615,7.646865368,6.891813755,6.658063412,6.317174911,6.234512806,5.746501446,5.613749504,5.674785137,5.28644371,5.109007359,4.806163788,4.452693462,4.282946587,4.093882084,4.157647133,3.954931498,3.470698595
385.0700073,-0.070278913,-0.0459463,-0.069352813,-0.028228976,-0.083377674,-0.084699094,-0.137591138,-0.097545654,-0.075700745,-0.061738033,-0.089220703,-0.066264316,-0.137456074,-0.110931702,-0.097544521,-0.019462705,-0.075152561,-0.057928637,-0.084436841,-0.066349149,-0.057810146,-0.009086989,-0.048397087,-0.029789947,-0.04915864,0.012051158,0.037242912,0.038744517,0.033405669,0.015603073,0.10658633,0.104190521,0.066335551,0.126185983,0.115458257,0.135794759,0.123203434,0.170342475,0.182215661,0.285480112,0.267911226,0.281609148,0.381720304,0.26935026,0.463714898,0.543003857,0.565411627,0.907402694,0.832397997,0.962020099,1.076490402,1.308780432,1.573661327,2.369096518,7.050175667,48.17497253,164.1246338,375.1912231,431.9232483,306.5802612,107.2808685,22.57231712,5.723155499,4.837657928,4.585942745,4.227520943,4.660759449,5.166695118,5.426659107,6.196640491,7.086912632,7.758004189,8.509872437,9.362563133,9.935257912,10.80778885,12.11345959,12.35754776,13.92268276,14.4045496,14.95593643,15.82493877,17.0434494,18.74087524,20.75198936,22.46311378,23.86127281,23.9625473,24.00379372,22.99139214,22.04335976,22.0161972,22.54586411,23.26869011,23.55062485,21.74411964,22.69610977,22.82042122,23.59641838,23.40491676,23.42818069,23.42894745,23.96227646,24.18967819,24.1546917,23.76158142,23.75171471,23.63604355,22.91492844,23.55414963,22.72857094,22.26158714,22.1186657,22.07586288,21.78419113,21.18738174,20.93210983,20.26301575,19.7872715,20.00797844,19.13537407,18.42834473,18.40384865,17.81126022,17.16696739,17.16428185,16.67819786,16.31602669,15.53850079,15.40576839,14.73179817,14.00549316,13.36433125,13.6553812,12.7996769,12.24747562,12.58394623,11.6499033,10.97568035,10.76181698,10.06475735,9.908276558,9.812641144,9.323954582,8.69508934,8.22121048,8.038592339,7.884683132,7.406636715,6.810504913,6.427325249,6.369145393,6.037034035,5.631890774,5.704938412,5.416959286,5.168339729,4.668523788,4.652982712,4.611555099,4.310284615,4.173697948,3.837584019,3.987797499,3.528898954,3.385602713
390,-0.055719253,-0.024520837,-0.118971549,-0.006147072,-0.052849334,-0.091240853,-0.040166967,-0.126582563,-0.07581564,-0.130306438,-0.080020517,-0.063840196,-0.091407999,-0.017531224,-0.083264157,-0.087556019,-0.059394915,-0.087397218,-0.056742281,-0.075647682,-0.033053726,-0.087557115,-0.055064667,-0.02783414,-0.060252205,-0.060678892,0.01747147,-0.00444635,-0.017034985,0.064372934,0.016766407,0.113542147,0.103564329,0.071363203,0.03739398,0.131184876,0.133398443,0.060953371,0.174387276,0.140387744,0.159267634,0.202406049,0.284796029,0.238671958,0.356094331,0.425809622,0.410567403,0.577054739,0.473187327,0.516819596,0.587568939,0.739780188,0.934302986,1.252365351,1.624001622,2.151937008,3.509280443,18.01692009,97.79956818,267.5177917,427.7303162,353.6789856,182.8749237,57.58122253,11.71845722,4.551833153,4.249134064,4.549328327,4.617637634,5.174455643,5.502963066,6.151091576,6.930853367,7.832446098,8.581537247,8.902525902,9.410210609,9.846477509,10.64723778,11.19094276,11.6844635,12.68537903,13.06019402,13.88064289,14.83835411,15.28471756,16.77863884,18.66896057,20.94858551,22.29001999,22.24490356,22.13919449,22.14751434,21.20787811,20.97838783,19.59950638,19.56384659,19.83702469,20.19072533,20.86133003,20.81113434,21.21829414,20.98425293,21.29837799,21.28834724,21.18743134,21.14007568,21.29204559,21.05406189,21.37578392,20.78811836,20.77545166,19.8849678,20.15820122,19.86244392,19.94466782,19.40589523,18.57388496,18.46204567,17.88764763,17.47934532,17.07619667,16.51870346,16.76537323,15.80608463,15.8222971,15.62331486,14.8907547,14.74512482,14.1415596,13.86141014,13.18376923,12.65928364,12.07982826,11.80247784,11.46772575,11.05110931,10.76084614,10.52060509,9.8100214,10.04563808,9.538871765,8.99889946,8.693574905,8.12964344,8.064437866,7.509136677,7.106972218,7.207156181,6.560526371,5.823322773,5.745352745,5.687122822,5.626543045,5.350333214,5.170345783,4.723031998,4.933303356,4.412421703,4.238385677,4.093274593,3.77335,3.654480457,3.756832123,3.299852371,3.201252699
395.0700073,-0.05032013,-0.068732418,-0.076669291,-0.053942513,-0.036021858,-0.107493341,-0.077037536,-0.063519076,-0.036634237,-0.083907142,-0.121251687,-0.110931702,-0.059609648,-0.084259704,-0.093763731,-0.046413824,-0.097297922,-0.032672994,-0.07009621,-0.073566429,-0.121091619,-0.100575268,-0.073402874,-0.093893602,-0.037093312,-0.06696748,-0.031724326,0.048106216,-0.060217135,-0.005766742,0.060271852,-0.030995384,0.034838431,-0.002698176,0.004796825,0.062461607,0.081720017,0.072943158,0.092565052,0.145040125,0.147583336,0.12352135,0.187367976,0.172415584,0.262254536,0.262072325,0.333352983,0.390812397,0.317466736,0.336881131,0.395541251,0.451975822,0.548010707,0.665161848,0.847726166,1.16473341,1.277472615,1.670840621,2.434421301,6.42132473,48.24887466,174.8734436,369.0256958,467.6036377,273.0177917,96.07112122,22.25019073,5.703061104,4.37005949,4.44647646,4.610803127,5.29010725,5.773375511,6.588170052,7.561335564,7.626051426,7.507863998,7.879532814,8.296686172,8.829679489,9.240524292,9.955735207,10.63604259,10.87421036,11.55632401,12.17257786,12.8594017,13.77120113,14.56409264,15.81523228,17.16262436,19.04004097,20.5221653,21.28710556,20.86169243,19.10480881,18.38798904,17.61295509,17.71452904,18.55653381,18.742239,18.20022964,18.93566895,18.93151474,19.01464844,19.0284996,19.1431942,19.14029121,18.82950974,18.37535858,18.68235016,18.15779686,18.08310509,17.85988617,17.93151283,17.82712364,17.6262455,17.02900696,16.95034218,16.04156685,15.78359699,15.93774986,15.35681534,14.8937397,14.73143196,14.49108028,13.94915295,13.40148067,13.22693825,13.1135025,12.58348083,12.16701698,12.16975784,11.34828091,11.22406387,10.59546566,10.50008869,9.805018425,9.820700645,9.187458992,8.852450371,8.63595295,8.320691109,7.898120403,7.78986311,7.673062325,7.088043213,6.725354195,6.596252918,6.415947437,5.77004528,5.534035683,5.46329546,5.19907856,5.005850315,4.741125107,4.618811607,4.288220882,4.23363781,4.204195499,3.897016287,3.80109024,3.552556515,3.286855936,3.356151342,3.255465508
400,-0.072967201,-0.024198703,-0.050336886,-0.098888054,-0.095100775,-0.114761077,-0.129930615,-0.061935928,-0.099468105,-0.126027867,-0.065676346,-0.072568581,-0.133980349,-0.103417255,-0.080111265,-0.095835827,-0.080866575,-0.091964141,-0.077477187,-0.077023946,-0.06191431,-0.057537347,-0.041947156,-0.038235039,-0.017568342,-0.031913631,0.024833836,-0.02098275,0.008996643,-0.039960973,0.040365957,-0.039851584,0.028069369,-0.012816273,-0.011391126,0.100491963,0.111845158,0.075952061,0.079732619,0.128693283,0.145231068,0.090210341,0.152523339,0.130314648,0.200684845,0.203464627,0.233037263,0.417923272,0.33778286,0.269323915,0.306512207,0.380270123,0.423722208,0.504824877,0.639076829,0.770242691,0.806753457,0.886383474,1.253770471,1.438417912,2.22653079,4.187763214,24.23487282,130.2257385,283.3840027,424.5056458,370.5520935,157.7062378,36.96403122,8.040880203,4.732664585,4.87054348,5.294840336,5.872113228,6.277390003,6.087076187,6.043958664,6.249446869,6.612444401,6.99544239,7.517529011,7.745506763,8.627590179,9.119941711,9.38379097,9.898295403,10.47222424,10.81743145,11.58641911,11.95755959,12.411973,13.41113091,14.22044849,16.3567791,17.34013176,17.32036781,18.53580856,18.25751114,18.08164215,17.38602066,16.62817955,16.04903221,16.32584953,16.50080109,16.3339386,16.32046509,16.84377098,17.08112144,16.62602234,16.81354141,16.55304718,15.88954735,16.29598427,16.47320175,15.86581039,15.52390194,15.59853554,15.48260021,14.95231152,15.13968658,14.32517719,14.27901363,13.66163349,13.3829174,13.24854088,13.327878,12.92956257,12.69710445,12.15005493,11.85263729,11.29716682,11.29160309,10.47266388,10.11973667,10.34183502,9.765806198,9.555951118,9.111289024,8.869269371,8.642431259,8.278751373,8.202625275,7.865637302,7.595844269,7.188555241,6.995511055,6.648722172,6.381352901,6.287368774,5.729030609,5.299180984,5.06085062,5.053216934,4.794566631,4.33141613,4.766100883,4.04561615,4.220872402,4.118966579,3.743507147,3.706833601,3.35645628,3.437639236,3.40500474,3.053934097,2.801100254
405,-0.012203597,-0.093558341,-0.039073199,-0.078464404,-0.082392685,-0.093719646,-0.045972884,-0.117678724,-0.097411156,-0.06990508,-0.08725065,-0.121123582,-0.114359073,-0.117721051,-0.09362863,-0.107537799,-0.100751273,-0.121155746,-0.080414951,-0.117744409,-0.104158998,-0.079945832,-0.069899745,-0.07306765,-0.097422935,0.030323111,-0.032514498,-0.043489903,-0.046492152,-0.013193503,0.010088503,0.078903951,0.007791251,0.080864884,-0.00502447,0.061185338,0.066062458,0.061882295,0.08445514,0.008802965,0.062026449,0.044936575,0.097425111,0.118913136,0.192492217,0.153287888,0.095601521,0.273780137,0.191157192,0.201613367,0.203626186,0.175999612,0.301978409,0.272446126,0.414204955,0.487915754,0.496902585,0.60370481,0.702881098,0.824273467,1.20617795,1.290526271,1.689901471,2.811402082,6.993796349,48.12424469,188.1354675,389.2656555,402.7492676,278.9064941,87.38748169,17.9552784,6.06589222,5.437127113,5.784975529,5.13654089,4.772893429,4.919765472,5.11285162,5.214756966,5.845674515,5.902493954,6.692374706,7.04386282,7.322473526,7.817794323,8.480587959,8.74872303,9.331987381,9.828310013,10.00308228,10.65535259,11.16762257,12.19903755,12.57217026,12.37536049,13.29487324,14.70699215,16.16461945,16.68775177,17.47664833,17.07214928,16.48653793,15.3746624,14.67692852,14.7881813,14.49608231,14.75400257,14.86964417,14.68339348,14.73802662,14.4430275,14.47750378,14.32969952,14.30696774,14.23454189,14.53646183,13.8647213,13.73040295,13.87415695,12.79160118,13.31479549,12.86743069,12.20231628,12.49295807,12.14777184,11.93709946,11.48799515,11.29041195,10.96518993,10.45012474,10.65841866,10.16774368,9.749706268,9.369048119,9.137077332,8.877367973,8.788498878,8.559412003,8.246555328,8.055052757,7.436276436,7.457495213,7.069932461,6.473120689,6.42334938,6.35702467,6.034393311,5.66615963,5.358748913,5.009268284,4.683025837,4.715407848,4.588162899,4.410090446,4.298536301,4.007781029,3.947942495,3.772773981,3.48369503,3.530286074,3.123402119,3.072361469,3.063704014,2.813443184,2.669928312
410,-0.05699227,-0.097135887,-0.070812143,-0.008010514,-0.075592637,-0.08027681,-0.073474303,-0.077261329,-0.107578307,-0.080223255,-0.127452821,-0.051054649,-0.093924724,-0.134294555,-0.114320904,-0.110931702,-0.107558928,-0.097447708,-0.117604867,-0.087231331,-0.137818217,-0.097370632,-0.107583165,-0.087379493,-0.060706526,-0.043739595,0.072399192,0.022552021,0.054668494,0.012606286,0.062133379,0.059007116,0.038435481,0.046548612,0.038613714,0.045093708,0.107394464,0.088994332,0.080083869,0.1376791,0.075381584,0.174768358,0.109689705,0.074084662,0.225895524,0.19639793,0.112114646,0.183458656,0.190841734,0.192029268,0.160988063,0.150708795,0.21356985,0.233077139,0.348516166,0.434426785,0.432832956,0.494670093,0.544690192,0.590248227,0.78517735,0.825404227,0.983616173,1.5128088,1.731075287,2.150061131,4.297808647,23.28033829,112.4575806,319.9391174,400.8991089,347.7070313,168.5619659,47.50082016,10.40495872,5.801938534,5.017897129,4.82695055,4.687287331,4.989699364,5.177779675,5.046948433,5.431765556,5.801107883,5.995525837,6.156134605,6.756932735,7.509808064,7.362059116,7.974711895,8.052876472,8.618965149,8.991167068,9.914299965,10.18058968,9.7704916,10.28576756,11.1778574,11.88876057,12.17806149,13.53641415,14.30333328,15.23655987,15.57308483,15.76526451,14.87955379,13.80759144,13.35535145,13.30273056,13.2739439,13.08820629,12.86740303,12.89979839,12.62853813,12.74303341,12.46425152,12.86344147,12.14783669,12.11710835,12.14455986,11.65937328,11.87226582,11.49151516,11.61170673,11.22573376,11.10666752,10.50860214,10.46835041,10.08013058,10.06673622,10.06560516,9.679436684,9.355400085,8.991012573,8.732823372,8.3444767,7.934870243,7.795311451,7.874735355,7.537042618,7.313356876,6.497570992,6.94346571,6.600746155,6.076016903,5.825308323,5.766706467,5.534869671,5.457811356,5.04405117,4.497885227,4.264622688,4.171451092,4.203951836,4.031418324,3.930219412,3.655284405,3.534094334,3.365680218,3.495342016,3.210467577,2.862168312,2.902279854,2.743575811,2.573752403,2.63539052
415.0700073,-0.049347959,-0.072461531,-0.069982827,-0.067629397,-0.081519358,-0.079059094,-0.120466866,-0.117155194,-0.091884449,-0.110931702,-0.076697171,-0.098470874,-0.107809514,-0.13293542,-0.091958828,-0.123649329,-0.09197627,-0.098422982,-0.082609244,-0.066969171,-0.092034303,-0.069710284,-0.098313682,-0.11413195,-0.079533637,0.002771772,0.046164654,-0.020013772,0.109724171,0.012819178,0.116436593,0.037982158,0.060272925,0.070780523,0.098069929,0.020004474,0.051036827,0.154869407,0.114485316,0.171763599,0.181431413,0.161646903,0.142339736,0.124480583,0.134440035,0.209014118,0.240587741,0.317976713,0.272739053,0.164140165,0.23113212,0.194170743,0.219495565,0.221866846,0.213235974,0.248035491,0.336972624,0.287526339,0.529409766,0.726173401,0.998090208,1.111979246,1.468685746,2.04015851,2.057966232,2.382708073,2.693261385,3.206521034,3.904003859,9.459434509,45.42808151,179.9081421,368.1977234,432.3625793,310.0970764,109.7179642,24.69143867,8.002523422,6.164643764,5.686651707,5.713050842,5.417865753,5.567437172,5.240099907,5.103451252,5.228017807,5.799097061,5.698071003,6.11172533,6.435594559,6.548886299,7.011744499,7.650576591,8.184890747,8.391529083,7.802407265,8.188564301,8.526136398,9.141343117,9.314380646,9.596828461,10.25316238,10.57293034,11.8802433,12.68001175,13.76945782,14.00492096,14.10219669,13.60448837,13.21561241,12.63905334,11.89733219,11.20055485,11.32315445,11.39482403,11.23701859,11.57338238,11.11338329,10.96998215,10.76741886,10.42055321,10.61567688,10.17086506,10.29499912,10.30798244,10.01965714,9.634690285,9.382699966,9.455383301,9.135737419,9.130531311,8.570080757,8.224635124,7.986988544,8.122751236,7.722963333,7.47931242,7.310945511,7.079423904,6.73283577,6.640085697,6.301886082,6.249518871,6.138420105,5.712275028,5.656869888,5.349132538,5.100161076,4.969176292,4.884135723,4.277960777,4.0860672,4.006098747,3.966747046,3.680414915,3.547476053,3.399818182,3.495660782,3.198583126,3.303685665,3.020725489,2.804793119,2.72330904,2.605063677,2.567620277,2.423587084
420,-0.044606499,-0.037418351,-0.083763748,-0.062967353,-0.058767881,-0.087884963,-0.108837813,-0.108858258,-0.12145137,-0.123598643,-0.119260371,-0.10673587,-0.062763959,-0.108862758,-0.089766696,-0.121522568,-0.098296508,-0.113016672,-0.115105271,-0.10674151,-0.083683684,-0.115175948,-0.125737712,-0.089782454,-0.108859882,0.075142346,0.011616044,0.057072349,0.022736631,-0.008939527,0.053607069,0.111568056,0.115526594,0.069944493,0.071733944,0.106200881,0.082600571,0.131943434,0.112550654,0.103086941,0.139347255,0.136529207,0.104317121,0.085752703,0.122136511,0.129416734,0.132760644,0.186014801,0.19735235,0.141815096,0.170458555,0.206043482,0.16532889,0.172440737,0.162675917,0.211912394,0.197030514,0.1426346,0.215461195,0.234264672,0.360008955,0.470589519,0.666974127,0.849334419,1.046497464,1.128517628,1.349146366,1.44075346,1.507073522,2.126256704,2.496184587,3.908242464,14.55157948,87.41577911,300.2001953,440.6207886,402.4680786,214.1286469,55.20427322,8.705860138,4.625991344,3.924295664,4.019656181,3.721221447,3.74235487,3.84779048,4.419684887,4.259467125,4.820603848,4.878528118,5.423467636,5.629230976,5.936398983,6.485294342,6.864895821,6.657193661,6.912204742,7.249193192,7.585645199,7.980585575,8.525853157,8.62752533,8.785761833,9.007266998,9.614308357,10.06025982,10.45842648,11.49697781,12.13616371,12.89312458,13.52547073,12.85849094,12.27548504,11.52542686,11.06449509,10.56581783,10.0700264,10.32357311,10.11750698,9.761431694,9.803407669,9.67673111,9.696549416,9.559304237,9.394656181,9.232568741,8.806253433,8.686398506,8.814582825,8.383958817,8.1465168,8.276351929,7.931058407,7.513510704,7.515967369,7.272037029,7.051918507,6.968186378,6.692800522,6.411753178,6.186632156,5.931754589,5.710443974,5.541694164,5.628935814,5.144937038,4.956501961,4.800583363,4.814294338,4.359619617,4.191666603,3.890859842,3.993551493,3.77169013,3.65656805,3.42934823,3.291355133,3.178459883,3.168480635,2.968697786,2.829999685,2.762727499,2.713006735,2.512691259,2.47780323,2.285210848
