Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_CTL1L239_EM_270.00,ELA_CTL1L239_EM_272.00,ELA_CTL1L239_EM_274.00,ELA_CTL1L239_EM_276.00,ELA_CTL1L239_EM_278.00,ELA_CTL1L239_EM_280.00,ELA_CTL1L239_EM_282.00,ELA_CTL1L239_EM_284.00,ELA_CTL1L239_EM_286.00,ELA_CTL1L239_EM_288.00,ELA_CTL1L239_EM_290.00,ELA_CTL1L239_EM_292.00,ELA_CTL1L239_EM_294.00,ELA_CTL1L239_EM_296.00,ELA_CTL1L239_EM_298.00,ELA_CTL1L239_EM_300.00,ELA_CTL1L239_EM_302.00,ELA_CTL1L239_EM_304.00,ELA_CTL1L239_EM_306.00,ELA_CTL1L239_EM_308.00,ELA_CTL1L239_EM_310.00,ELA_CTL1L239_EM_312.00,ELA_CTL1L239_EM_314.00,ELA_CTL1L239_EM_316.00,ELA_CTL1L239_EM_318.00,ELA_CTL1L239_EM_320.00,ELA_CTL1L239_EM_322.00,ELA_CTL1L239_EM_324.00,ELA_CTL1L239_EM_326.00,ELA_CTL1L239_EM_328.00,ELA_CTL1L239_EM_330.00,ELA_CTL1L239_EM_332.00,ELA_CTL1L239_EM_334.00,ELA_CTL1L239_EM_336.00,ELA_CTL1L239_EM_338.00,ELA_CTL1L239_EM_340.00,ELA_CTL1L239_EM_342.00,ELA_CTL1L239_EM_344.00,ELA_CTL1L239_EM_346.00,ELA_CTL1L239_EM_348.00,ELA_CTL1L239_EM_350.00,ELA_CTL1L239_EM_352.00,ELA_CTL1L239_EM_354.00,ELA_CTL1L239_EM_356.00,ELA_CTL1L239_EM_358.00,ELA_CTL1L239_EM_360.00,ELA_CTL1L239_EM_362.00,ELA_CTL1L239_EM_364.00,ELA_CTL1L239_EM_366.00,ELA_CTL1L239_EM_368.00,ELA_CTL1L239_EM_370.00,ELA_CTL1L239_EM_372.00,ELA_CTL1L239_EM_374.00,ELA_CTL1L239_EM_376.00,ELA_CTL1L239_EM_378.00,ELA_CTL1L239_EM_380.00,ELA_CTL1L239_EM_382.00,ELA_CTL1L239_EM_384.00,ELA_CTL1L239_EM_386.00,ELA_CTL1L239_EM_388.00,ELA_CTL1L239_EM_390.00,ELA_CTL1L239_EM_392.00,ELA_CTL1L239_EM_394.00,ELA_CTL1L239_EM_396.00,ELA_CTL1L239_EM_398.00,ELA_CTL1L239_EM_400.00,ELA_CTL1L239_EM_402.00,ELA_CTL1L239_EM_404.00,ELA_CTL1L239_EM_406.00,ELA_CTL1L239_EM_408.00,ELA_CTL1L239_EM_410.00,ELA_CTL1L239_EM_412.00,ELA_CTL1L239_EM_414.00,ELA_CTL1L239_EM_416.00,ELA_CTL1L239_EM_418.00,ELA_CTL1L239_EM_420.00,ELA_CTL1L239_EM_422.00,ELA_CTL1L239_EM_424.00,ELA_CTL1L239_EM_426.00,ELA_CTL1L239_EM_428.00,ELA_CTL1L239_EM_430.00,ELA_CTL1L239_EM_432.00,ELA_CTL1L239_EM_434.00,ELA_CTL1L239_EM_436.00,ELA_CTL1L239_EM_438.00,ELA_CTL1L239_EM_440.00,ELA_CTL1L239_EM_442.00,ELA_CTL1L239_EM_444.00,ELA_CTL1L239_EM_446.00,ELA_CTL1L239_EM_448.00,ELA_CTL1L239_EM_450.00,ELA_CTL1L239_EM_452.00,ELA_CTL1L239_EM_454.00,ELA_CTL1L239_EM_456.00,ELA_CTL1L239_EM_458.00,ELA_CTL1L239_EM_460.00,ELA_CTL1L239_EM_462.00,ELA_CTL1L239_EM_464.00,ELA_CTL1L239_EM_466.00,ELA_CTL1L239_EM_468.00,ELA_CTL1L239_EM_470.00,ELA_CTL1L239_EM_472.00,ELA_CTL1L239_EM_474.00,ELA_CTL1L239_EM_476.00,ELA_CTL1L239_EM_478.00,ELA_CTL1L239_EM_480.00,ELA_CTL1L239_EM_482.00,ELA_CTL1L239_EM_484.00,ELA_CTL1L239_EM_486.00,ELA_CTL1L239_EM_488.00,ELA_CTL1L239_EM_490.00,ELA_CTL1L239_EM_492.00,ELA_CTL1L239_EM_494.00,ELA_CTL1L239_EM_496.00,ELA_CTL1L239_EM_498.00,ELA_CTL1L239_EM_500.00,ELA_CTL1L239_EM_502.00,ELA_CTL1L239_EM_504.00,ELA_CTL1L239_EM_506.00,ELA_CTL1L239_EM_508.00,ELA_CTL1L239_EM_510.00,ELA_CTL1L239_EM_512.00,ELA_CTL1L239_EM_514.00,ELA_CTL1L239_EM_516.00,ELA_CTL1L239_EM_518.00,ELA_CTL1L239_EM_520.00,ELA_CTL1L239_EM_522.00,ELA_CTL1L239_EM_524.00,ELA_CTL1L239_EM_526.00,ELA_CTL1L239_EM_528.00,ELA_CTL1L239_EM_530.00,ELA_CTL1L239_EM_532.00,ELA_CTL1L239_EM_534.00,ELA_CTL1L239_EM_536.00,ELA_CTL1L239_EM_538.00,ELA_CTL1L239_EM_540.00,ELA_CTL1L239_EM_542.00,ELA_CTL1L239_EM_544.00,ELA_CTL1L239_EM_546.00,ELA_CTL1L239_EM_548.00,ELA_CTL1L239_EM_550.00,ELA_CTL1L239_EM_552.00,ELA_CTL1L239_EM_554.00,ELA_CTL1L239_EM_556.00,ELA_CTL1L239_EM_558.00,ELA_CTL1L239_EM_560.00,ELA_CTL1L239_EM_562.00,ELA_CTL1L239_EM_564.00,ELA_CTL1L239_EM_566.00,ELA_CTL1L239_EM_568.00,ELA_CTL1L239_EM_570.00,ELA_CTL1L239_EM_572.00,ELA_CTL1L239_EM_574.00,ELA_CTL1L239_EM_576.00,ELA_CTL1L239_EM_578.00,ELA_CTL1L239_EM_580.00,ELA_CTL1L239_EM_582.00,ELA_CTL1L239_EM_584.00,ELA_CTL1L239_EM_586.00,ELA_CTL1L239_EM_588.00,ELA_CTL1L239_EM_590.00,ELA_CTL1L239_EM_592.00,ELA_CTL1L239_EM_594.00,ELA_CTL1L239_EM_596.00,ELA_CTL1L239_EM_598.00,ELA_CTL1L239_EM_600.00
375.0700073,-0.036983792,0.024913982,0.052512027,-0.036544416,-0.091161273,-0.025966536,-0.015231475,-0.042437099,-0.053161405,0.015556492,-0.069474354,0.037088878,-0.064080611,-0.058830112,-0.031952512,-0.037093382,-0.016258519,-0.01652452,0.020429924,-0.027237713,-0.016133908,0.04884211,-0.074851014,-0.074831635,0.005739465,-0.011099719,-0.069474354,-0.02171937,0.01623702,0.062863782,0.005802967,-0.010489643,0.098354489,0.015818037,0.039066158,0.198563233,0.123344228,0.082302794,0.097911343,0.133975729,0.197411522,0.195615456,0.220796719,0.291264355,0.386970103,0.422320127,0.61859411,0.855901837,0.946936369,2.43884635,15.10521793,64.00897217,132.4290619,158.1933136,110.2999802,42.12363434,11.69314003,2.767168283,2.092902422,2.264938116,1.857399702,1.982377648,2.378349543,2.779422522,2.678764343,3.107030153,3.51897192,3.959577322,4.367172718,4.715878963,5.208345413,5.720047474,5.809683323,6.947975159,7.298353195,8.513113022,9.772823334,11.79109478,13.8697443,15.66855335,16.11512947,15.76106834,13.90612221,12.57026863,11.44501686,11.1622982,11.43796921,11.18324661,11.87410069,11.96313095,12.487113,12.35146141,12.83509636,12.67006207,13.11208439,12.27764988,12.39686394,12.32215214,12.62026691,12.94129944,12.37996674,13.05835819,12.75269127,12.47493172,12.13128567,12.19041634,11.99466038,12.13294792,11.86010075,11.78049374,11.58827972,11.39399624,11.72059917,10.77381516,10.75461006,10.4098978,10.30540371,10.19237423,9.874272346,9.264939308,9.209821701,9.345028877,8.483530998,8.412417412,8.140334129,7.795907021,7.89871788,7.343698978,7.116005421,7.167883396,6.815743446,6.531856537,6.340713501,6.314941883,5.840500832,5.522309303,5.503334045,5.213010788,5.026234627,5.293954372,4.435803413,4.401918411,4.27414465,3.979567289,3.967110872,3.972777128,3.546519756,3.562192202,3.207164526,3.224618196,2.788621902,2.669666529,2.848221779,2.480579615,2.320912361,2.37989974,2.215263844,2.249529123,2.213433981,1.960618138,1.937560916,1.832882047,1.78336215,1.531686306,1.452080131,1.392914772
380,0.004139975,-0.041162584,-0.032143682,-0.083591402,-0.055614531,-0.09264224,-0.050905459,-0.106630772,-0.04206508,-0.101155587,-0.051245142,-0.083235063,-0.027871441,-0.060247049,-0.074040875,-0.027457349,-0.032197259,-0.055844311,-0.037775621,-0.046613134,-0.055818189,-0.014884979,-0.074044093,-0.037467625,-0.051336069,-0.005637191,-0.010042794,-0.04673209,0.018170491,-0.033398341,0.098990798,0.01224836,0.017719612,0.0399094,0.022276759,0.063695505,0.017099418,0.063327163,0.135155737,0.049837127,0.101925105,0.082957625,0.148881152,0.236688182,0.229304716,0.347140789,0.330601096,0.336282849,0.481088758,0.602605522,0.758461416,1.438807487,6.729436874,41.66255951,111.6262817,164.9330292,145.2543945,59.61590576,17.73333168,4.096653461,2.024867296,1.822496891,1.840026379,2.06243825,2.403039217,2.483320951,2.648961306,2.942669868,3.481489182,3.70229888,3.983799696,4.702036858,5.050388813,5.198064804,5.767590046,6.297785282,6.849376678,7.227152824,8.047646523,9.272046089,10.61339474,12.64560413,14.26619625,14.97825336,14.36784458,13.27412891,11.83627415,11.37357235,10.51742077,10.83804417,10.68768501,11.27155876,11.0015173,11.30326271,11.68939781,10.52316189,11.22876167,11.52372646,10.90687466,11.38986111,11.56512737,11.79607391,10.95023632,11.47103786,11.416646,10.84358692,11.20639706,10.95963764,10.83906937,10.59175873,10.31548023,10.51234436,10.30484867,9.904413223,10.211483,9.860266685,9.614670753,9.283151627,9.006570816,8.927660942,8.395201683,7.81924057,8.241266251,7.911157608,7.634601593,7.5642519,7.579271317,7.055017471,6.843148708,6.793422222,6.606014252,6.411437035,6.079148769,5.773547649,5.41541481,5.452096462,5.218659878,5.024689674,4.672273159,4.696778774,4.473434925,4.228775024,4.235073566,4.007074356,3.784427643,3.559072018,3.467303038,3.293135405,3.063932896,2.976328135,2.439813137,2.617575884,2.567344904,2.374369383,2.271366835,2.229923725,2.151021242,2.147912264,2.03957963,1.849832416,1.857085943,1.536709428,1.719857931,1.436819434,1.442875743,1.291208386
385.0700073,0.005517326,-0.050395571,-0.069474354,0.001262009,-0.069474354,-0.055383496,-0.06479387,-0.013264313,-0.037622005,-0.041739337,-0.046384465,-0.09719874,-0.060082655,-0.055641949,-0.078715257,-0.092985176,-0.078818619,0.017029256,-0.04232356,-0.037191447,0.012235008,-0.014206648,-0.046354465,-0.051173162,-0.037467916,-0.064858466,0.018555038,-0.064847037,-0.041700952,-0.023466881,-0.037502274,-0.032609012,-0.060320616,0.01374609,0.01772441,0.077410325,0.018045738,-0.019434094,0.106459707,-0.027642295,0.06045182,0.086705312,0.119253516,0.126636282,0.092251211,0.19207032,0.251302242,0.229454562,0.261569262,0.305378139,0.40155071,0.421236515,0.701971173,0.97308135,2.481771469,15.68902683,67.55822754,137.4065094,168.030777,119.6415024,37.7516098,9.263115883,2.554058075,2.301267385,1.967392802,2.078708887,2.063905716,2.239768982,2.460331202,2.781162977,3.079890966,3.52270627,3.765768051,3.87711072,4.602842808,4.932331562,5.452034473,5.546554089,5.950289249,5.997863293,6.760938168,6.936657906,7.961533546,9.40819931,11.0267992,12.05491638,13.76079082,13.56676388,12.89698505,11.41639614,10.25938892,9.655073166,9.505542755,9.767152786,9.958432198,9.218536377,9.117072105,9.622237206,9.96863842,9.813942909,9.873726845,9.658640862,9.952996254,9.943036079,9.957710266,9.842064857,9.656257629,9.854528427,9.820474625,9.338975906,9.36600399,9.489808083,9.182482719,9.227126122,9.124013901,8.964472771,8.760346413,8.547310829,7.966838837,8.339977264,7.995341301,7.632040501,7.846262932,7.631276131,7.260180473,7.221470356,6.690507412,6.501801968,6.159900188,6.201286316,5.820474148,5.845959663,5.680720806,5.396618843,4.94163847,5.001247883,4.817685604,4.642417431,4.600807667,4.204363346,4.104373455,4.16678524,3.792272329,3.513784647,3.618437767,3.270777702,3.339570045,3.148498297,3.259175777,2.779462814,2.568987846,2.378211975,2.187892914,2.176161528,2.405987978,2.09850049,2.001841307,1.799093962,1.86720264,1.745850921,1.671506405,1.555302143,1.43498385,1.41362071,1.53025353,1.284746528
390,-0.098330572,0.013563156,-0.05704999,-0.044481434,-0.036536682,-0.015865002,-0.019576024,-0.052813105,-0.089454211,-0.085771419,-0.057201806,-0.085788295,-0.061210062,-0.073524989,-0.045166224,-0.015913814,0.000629604,-0.061423115,-0.085883602,-0.061308123,-0.041205004,-0.025170431,-0.016419411,-0.057420403,-0.041013747,-0.003517278,0.028667092,-0.003802344,0.036750413,0.007961616,0.032240555,-0.012366228,-0.061302416,0.003848985,0.036783412,0.113193318,7.98E-05,0.057691574,0.07665801,0.077612117,0.073417202,0.069038823,0.036574513,0.138519973,0.102295652,0.135350496,0.138694853,0.180725589,0.193006828,0.200029984,0.21010907,0.325225174,0.325449467,0.42184633,0.68855083,0.860352278,1.472157836,6.641303539,34.82367325,96.64672852,140.9210968,128.556778,65.19598389,26.55606651,4.530386448,2.064362049,1.972577214,1.932335019,2.168354034,2.229320765,2.579644918,2.642622709,2.956195354,3.55776906,3.456280947,3.792311668,3.916606665,4.378525257,4.615096569,4.89900589,5.157732964,5.523376465,5.778216839,5.978831768,6.236252308,7.09527874,8.016188622,9.477231026,11.15269661,11.98566723,12.65016651,12.02545071,10.7979517,9.852936745,9.091078758,8.392519951,8.27726841,8.538352966,8.374789238,8.731601715,8.864219666,8.768269539,8.857318878,8.997788429,8.852220535,8.81064415,8.78222847,8.971312523,8.461503983,8.715818405,8.608426094,8.398180962,8.532799721,8.270567894,7.811673641,7.692001343,7.836732864,7.624346256,7.563058376,7.215709686,7.195583344,7.027112007,6.72557497,6.839821339,6.475182056,6.630807877,6.201870918,5.989079475,5.886946201,6.031365871,5.519459248,5.27028656,5.168104649,5.053607464,4.922012329,4.535780907,4.863170624,4.347013474,4.29728508,4.000396729,3.829601526,3.648164034,3.60384202,3.436611414,3.319480896,3.065448284,2.981178522,2.907512665,2.68038559,2.580425739,2.514432192,2.35777998,2.234728575,2.243833542,2.122279882,2.01999855,1.848102331,1.773928404,1.891869545,1.618001819,1.701570511,1.475514412,1.423990726,1.35417676,1.293943763,1.226804733
395.0700073,-0.026128802,-0.033584848,-0.069474354,-0.001974724,-0.076735862,-0.036828399,-0.076710925,-0.05866031,-0.087114647,-0.076573148,-0.026303604,-0.069474354,-0.037139103,-0.073013239,-0.037121434,-0.008089218,-0.044313863,-0.062442452,-0.055493131,-0.051621102,-0.041415501,-0.065903574,-0.069474354,-0.012411993,-0.033755861,-0.062274568,-0.008949209,-0.069474354,-0.019878909,-0.055182464,0.012118042,-0.051755421,-0.062367439,-0.016489357,-0.030363385,0.055681646,-0.004936248,-0.001373999,0.018659949,0.024023585,0.026957661,0.001679003,-0.008222587,0.031797692,0.084811196,-0.008616399,0.056305021,0.126715273,0.10408403,0.193961784,0.066878363,0.143711358,0.13358146,0.288295984,0.246084854,0.349130154,0.407749832,0.585236251,0.825416625,2.249542236,14.90094566,59.32530975,132.165802,179.2459869,98.07450104,35.87748718,8.428561211,2.303651094,1.892311215,2.042450666,1.932048202,2.032686472,2.646475315,2.742797375,3.192467213,3.172353983,3.263226032,3.398389101,3.538437605,3.70222497,3.980654478,4.218912601,4.579755783,5.003225327,4.853172302,5.207561493,5.384035587,5.732656956,6.389359474,7.379533768,8.521104813,10.47977638,10.96941376,11.72017288,11.59974861,9.788936615,8.946487427,8.18113327,7.86737299,7.579012394,7.558010101,7.459983826,7.63639164,7.521549702,7.554586887,7.933428764,7.505910873,7.699775696,7.813143253,7.852646351,7.419238567,7.804486752,7.436210155,7.225358486,7.528829098,7.271756172,6.851320267,7.076477051,6.964242935,6.731931686,6.352528095,6.338661671,6.339182377,5.974602222,5.776021481,5.746804237,5.661840439,5.422477722,5.220576763,5.136259079,5.025457859,5.11495924,4.827085495,4.494405746,4.460429192,4.230669498,4.188503742,3.97678256,3.712813616,3.759086132,3.652284622,3.394487143,3.239212751,3.245251179,2.937970161,2.929718733,2.965603828,2.656301022,2.653969288,2.603853226,2.160148382,2.06140852,2.138652086,2.020701647,2.117611647,1.797985435,1.834020972,1.570903778,1.790086508,1.663450122,1.55255425,1.484836698,1.278401017,1.433956742,1.267419338,1.201713562
400,-0.012504034,-0.029234525,-0.045164648,-0.085611328,-0.045409478,-0.105615452,-0.033146679,-0.093592823,-0.034117844,-0.065514378,-0.07745941,-0.049601935,-0.0132709,-0.065564059,-0.017633196,-0.021394737,-0.029818095,-0.042389289,-0.053801049,-0.077349052,-0.018300105,-0.013589479,-0.088978708,-0.022346407,-0.041514505,-0.045397501,-0.081247598,0.049453862,-0.026077054,-0.030380551,0.005718075,-0.061673097,0.004426271,-0.045710191,-0.021824297,0.025616951,-0.00616318,0.008461893,-0.026380192,-0.013665669,0.010058306,0.024881959,0.041993275,0.086530626,0.094882637,0.081080317,0.073505908,0.073638916,0.081246927,0.115382329,0.088828638,0.151848525,0.160518274,0.164395452,0.178182736,0.250456154,0.358988225,0.3079108,0.517640233,0.558557868,0.703626454,1.437785268,8.302494049,43.88378906,98.17298889,147.0557098,126.7264328,59.05312729,14.929245,3.458718061,2.00114584,2.035139322,2.219482899,2.536995411,2.477812767,2.584413767,2.21087575,2.591778278,2.688087463,2.946108103,3.118871689,3.286739588,3.576235533,3.344574928,3.6363132,4.177256107,4.400725365,4.715999603,4.79271841,4.985523701,5.280404091,5.523191452,6.624949455,7.640302658,9.489317894,9.337963104,10.1123209,10.02225018,9.102511406,8.200961113,7.285136223,6.984464645,6.630764961,6.679068089,6.737304688,6.790725231,6.853542328,6.907987595,6.890250206,6.377226353,6.618877411,6.679047585,6.465580463,6.658789635,6.47785759,5.889264107,6.262449265,6.129926682,5.795116901,5.737882137,5.765297413,5.668879986,5.495866776,5.242144585,5.333815098,5.082314014,5.010582924,5.10314846,4.787996292,4.567371368,4.7625947,4.49892807,4.187143326,4.176447868,3.96498847,4.124576569,3.668982506,3.621536493,3.615880489,3.369439602,3.165402889,3.209865332,3.089694738,3.102937937,2.650569439,2.639571428,2.610462904,2.55576992,2.547234058,2.334727049,1.999097466,2.221422434,1.929661512,1.781860709,1.745273352,1.820870042,1.539447308,1.582979083,1.45731461,1.384572387,1.467420936,1.272844076,1.307807207,1.222908854,1.171103597,1.031411409
405,-0.018256657,-0.058560185,-0.025795422,-0.094883442,-0.015494995,-0.069474354,-0.047924411,-0.076667435,-0.041231848,-0.03387082,-0.062362991,-0.08020585,-0.097829878,-0.055418551,-0.065832295,-0.090977035,-0.126501739,-0.065995492,-0.073016286,-0.038043849,-0.087302335,-0.090751097,-0.044657029,-0.037663355,-0.080229506,0.012020901,0.030933008,-0.062252678,0.005827926,-0.016793791,0.004756555,-0.034424882,0.001680024,0.007755212,-0.044558711,0.047041193,-0.041077569,0.025616832,-0.009492066,-0.006303601,0.015356481,0.001901194,0.04774978,-0.026788108,0.002239794,-0.012533229,0.058367014,0.090321109,0.079970032,0.054309912,0.033828855,0.104134917,0.120887682,0.146996275,0.159268409,0.102995262,0.162866831,0.189686462,0.191309407,0.255861163,0.338590443,0.433821678,0.715601504,0.893245637,2.421697378,15.24303246,63.52828598,132.7085724,144.1811981,108.0886688,33.69524765,7.144330502,2.427521467,2.209163427,2.094353199,2.17369318,1.866070628,2.053368807,2.265501976,2.295625448,2.360361576,2.494889021,2.527566433,3.009628296,3.002031088,3.356189489,3.61700964,3.622011423,3.747439861,3.946645975,4.37159729,4.272992134,4.58549881,4.872489452,5.077791214,5.526172638,6.245929718,7.471982479,8.491851807,8.959085464,9.188321114,8.833618164,8.109042168,7.266880512,6.373658657,6.160324574,6.227156639,6.009816647,6.033298969,6.05085659,5.803196907,5.886610031,5.925456047,5.712310791,5.825077534,5.63440609,5.620801449,5.489593029,5.3268857,5.205338955,5.185804844,5.242835045,5.387959957,4.943790913,4.720458508,4.701152325,4.474461555,4.573970795,4.468119144,4.321224213,4.189271927,3.981431246,3.906431913,3.834033012,3.658960104,3.628100634,3.522684813,3.432098627,3.383517981,3.247749805,3.158208609,2.914175034,3.000361681,2.628386021,2.550395966,2.45270443,2.467285872,2.23204565,2.33987546,2.215905666,2.035456896,1.741673946,1.757544518,1.88789773,1.79850769,1.622805715,1.593247533,1.378373146,1.359252572,1.432106614,1.307679653,1.190051317,1.187085629,1.119957685,1.218247414,1.003705263
410,-0.047797114,-0.037321739,-0.026875999,-0.008946624,-0.051592238,-0.062307745,-0.05890245,-0.044874366,-0.079971686,-0.048399024,-0.048266646,-0.065929979,-0.026839826,-0.065995224,-0.108528949,-0.058931317,-0.052104015,-0.034962438,-0.069474354,-0.093764052,-0.06242843,-0.052104376,-0.09383972,-0.100652471,-0.065963022,-0.013708904,-0.020847373,0.02260831,-0.003350139,-0.010898504,0.020529978,0.043115675,0.001234755,-0.037947733,0.021818742,0.10594824,-0.002171256,0.022292733,-0.023964912,0.02093558,-0.044881541,-0.009500321,-0.041319117,0.032998055,0.026008934,0.089693174,-0.002764389,0.018594444,0.000504158,0.031409599,0.010817491,0.071842939,0.047540657,0.089728788,0.051350296,0.120438173,0.135938093,0.147214845,0.248017743,0.24766095,0.218100354,0.361671031,0.38084501,0.446258962,0.564319551,0.754752398,1.432665706,7.061338902,37.53180313,115.2362289,147.0965729,126.1750107,60.23726654,17.94582939,3.626714468,2.54532671,2.023616314,2.002178431,1.895635366,1.893240929,2.06015873,1.895202994,2.114820719,2.224905014,2.353819609,2.670061588,2.52353406,2.692304611,3.045940876,3.179829836,3.375970364,3.568550587,3.72518611,3.822061062,3.90228653,3.90911746,4.247572899,4.503449917,4.720276356,5.78456974,6.564766407,7.406110764,8.374438286,8.761556625,7.895203114,7.519460201,6.480200291,5.918550014,5.39526844,5.251264095,5.115355015,5.237811565,5.310598373,5.306590557,5.264908314,4.981188297,4.93667984,4.911079884,4.738802433,4.771425724,4.768895149,4.610826015,4.589780807,4.247659206,4.422064781,4.303358555,4.144233227,4.188038826,4.017869949,3.876693964,3.883341312,3.695289612,3.889647722,3.56172061,3.565184593,3.32323432,3.170585394,3.205399513,2.923393965,2.739181757,2.766021967,2.81673336,2.682837963,2.616048574,2.320796013,2.314021111,2.14735198,2.071175098,2.14563489,2.068689585,1.857168317,1.802782297,1.609963417,1.596064687,1.40931201,1.498595119,1.441287279,1.323024035,1.23543191,1.271436691,1.165677786,1.165264845,1.10788846,1.019353271,1.012949467,0.960986972
415.0700073,-0.025702279,-0.056037061,-0.022705108,0.007607788,-0.066170022,-0.115903921,-0.066171028,-0.066191778,-0.05645458,-0.11221052,-0.082697712,-0.049772188,-0.085919723,-0.043565016,-0.069474354,-0.023412783,-0.033754501,-0.066264629,-0.072754472,-0.04343947,-0.069474354,-0.092130862,-0.079271138,-0.085784376,-0.069474354,-0.016559403,-0.059576042,0.026606224,0.022264555,0.005468868,0.035289451,-0.049968563,-0.010427762,0.015611425,0.025712475,0.131332815,-0.033222888,0.055218428,0.002210937,0.035462596,-0.000237346,0.006670974,0.025407583,0.01304125,0.019096993,0.048265815,0.038164057,0.052460387,0.018981211,0.027788348,0.033558019,0.064516515,0.06048438,0.037258551,0.046596639,0.069836155,0.044389367,0.084076509,0.215010449,0.235443249,0.289037704,0.433525801,0.582390904,0.62141341,0.841487229,0.796174407,1.038459897,1.219110608,1.263103724,3.333547592,15.88811016,67.57726288,122.8018723,144.0765839,96.62457275,44.93172455,9.267735481,3.164014816,2.520907402,2.337899923,2.175227165,2.147163153,1.980338931,2.064395428,2.021106482,2.117119074,2.180598497,2.462724447,2.370170832,2.533442974,2.701550245,2.848515749,3.146919489,3.022395372,3.385513544,3.10773468,3.196870327,3.379687786,3.543603659,3.705795765,3.940680265,4.319820404,4.611346722,5.849062443,6.358882904,7.025959969,7.526025772,7.513310432,6.887186527,6.45803833,5.464792728,5.025201321,4.910191059,4.471416473,4.627302647,4.738233566,4.406654358,4.31393671,4.400650024,4.358737946,4.182245731,4.256936073,4.110274315,4.100454807,3.882979393,3.757262707,3.665304661,3.990951777,3.542885065,3.62285924,3.516028166,3.353670835,3.501620531,3.196660519,3.209615469,3.043756008,2.971266985,2.766423225,2.722628832,2.538523912,2.497101068,2.452082157,2.388774395,2.317586184,2.288955212,2.132685661,2.157805204,2.005852461,1.963821292,1.98572886,1.711535454,1.610312939,1.566684127,1.662370324,1.368099928,1.324882865,1.248715043,1.179785609,1.369991183,1.207175016,1.236643314,1.18074894,0.989782453,1.088964939,0.893966794,0.816176534
420,-0.049605444,-0.022995565,-0.052085169,-0.049460478,-0.049741492,-0.060697421,-0.043316372,-0.028189663,-0.082330108,-0.067308724,-0.05636891,-0.091387361,-0.084840462,-0.045578662,-0.097943045,-0.067300476,-0.0630318,-0.063035466,-0.065161549,-0.054350045,-0.060806066,-0.073782489,-0.060846601,-0.067307562,-0.058531519,-0.004169367,0.000300646,-0.001908265,0.036983974,0.004355714,-0.007017024,-0.013006873,0.027490437,0.002092548,0.024245538,0.102743998,-0.008839421,0.034659095,-0.013129123,-0.021906171,0.004770368,0.019961134,0.049731947,0.032547198,0.017599903,0.021680973,0.035836764,0.031915113,0.060710818,0.024856165,0.033568859,0.038547568,0.04875055,0.059856325,-0.003139511,0.039188467,0.042493746,0.055588186,0.042445309,0.085306779,0.11935024,0.132038698,0.214270905,0.324802637,0.287394404,0.439107478,0.371118665,0.451320887,0.480726063,0.682176709,0.789265156,1.35160315,4.940710068,25.76868629,88.78588104,161.9308014,137.8382721,75.28381348,21.16541862,3.345039845,1.788446069,1.486378193,1.557575703,1.513853073,1.51805234,1.430692434,1.629390955,1.841161013,1.951960206,1.933083415,2.144236565,2.332787752,2.368448019,2.505957365,2.577055216,2.625210047,2.70876193,2.970371723,3.003137589,3.128437519,3.189994574,3.34828639,3.454164028,3.735520601,3.841058254,4.440503597,4.680121422,5.48486042,6.461215496,6.871547699,7.050185204,7.07511425,6.416652679,5.551392078,4.713291645,4.367022514,4.175011635,4.105007648,3.859633923,4.030466557,4.044606686,3.949866533,3.724163771,3.92124939,3.754453659,3.452505827,3.635537624,3.45126009,3.433420181,3.263292789,3.164118528,3.20605135,2.953979969,2.996291876,2.977033138,2.845024347,2.896498442,2.643526077,2.682386398,2.545604229,2.408710003,2.277407169,2.192459583,2.143229961,2.202074528,2.001588583,1.947861314,1.895423293,1.798704624,1.733006358,1.621047735,1.513660669,1.493089557,1.511751175,1.460087538,1.259211063,1.339820504,1.237294555,1.156920791,1.134384871,1.046838999,0.959526777,0.98723495,0.884214461,0.871273637,0.850589931
