Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L224_1m_june29_22_EM_270.00,L224_1m_june29_22_EM_272.00,L224_1m_june29_22_EM_274.00,L224_1m_june29_22_EM_276.00,L224_1m_june29_22_EM_278.00,L224_1m_june29_22_EM_280.00,L224_1m_june29_22_EM_282.00,L224_1m_june29_22_EM_284.00,L224_1m_june29_22_EM_286.00,L224_1m_june29_22_EM_288.00,L224_1m_june29_22_EM_290.00,L224_1m_june29_22_EM_292.00,L224_1m_june29_22_EM_294.00,L224_1m_june29_22_EM_296.00,L224_1m_june29_22_EM_298.00,L224_1m_june29_22_EM_300.00,L224_1m_june29_22_EM_302.00,L224_1m_june29_22_EM_304.00,L224_1m_june29_22_EM_306.00,L224_1m_june29_22_EM_308.00,L224_1m_june29_22_EM_310.00,L224_1m_june29_22_EM_312.00,L224_1m_june29_22_EM_314.00,L224_1m_june29_22_EM_316.00,L224_1m_june29_22_EM_318.00,L224_1m_june29_22_EM_320.00,L224_1m_june29_22_EM_322.00,L224_1m_june29_22_EM_324.00,L224_1m_june29_22_EM_326.00,L224_1m_june29_22_EM_328.00,L224_1m_june29_22_EM_330.00,L224_1m_june29_22_EM_332.00,L224_1m_june29_22_EM_334.00,L224_1m_june29_22_EM_336.00,L224_1m_june29_22_EM_338.00,L224_1m_june29_22_EM_340.00,L224_1m_june29_22_EM_342.00,L224_1m_june29_22_EM_344.00,L224_1m_june29_22_EM_346.00,L224_1m_june29_22_EM_348.00,L224_1m_june29_22_EM_350.00,L224_1m_june29_22_EM_352.00,L224_1m_june29_22_EM_354.00,L224_1m_june29_22_EM_356.00,L224_1m_june29_22_EM_358.00,L224_1m_june29_22_EM_360.00,L224_1m_june29_22_EM_362.00,L224_1m_june29_22_EM_364.00,L224_1m_june29_22_EM_366.00,L224_1m_june29_22_EM_368.00,L224_1m_june29_22_EM_370.00,L224_1m_june29_22_EM_372.00,L224_1m_june29_22_EM_374.00,L224_1m_june29_22_EM_376.00,L224_1m_june29_22_EM_378.00,L224_1m_june29_22_EM_380.00,L224_1m_june29_22_EM_382.00,L224_1m_june29_22_EM_384.00,L224_1m_june29_22_EM_386.00,L224_1m_june29_22_EM_388.00,L224_1m_june29_22_EM_390.00,L224_1m_june29_22_EM_392.00,L224_1m_june29_22_EM_394.00,L224_1m_june29_22_EM_396.00,L224_1m_june29_22_EM_398.00,L224_1m_june29_22_EM_400.00,L224_1m_june29_22_EM_402.00,L224_1m_june29_22_EM_404.00,L224_1m_june29_22_EM_406.00,L224_1m_june29_22_EM_408.00,L224_1m_june29_22_EM_410.00,L224_1m_june29_22_EM_412.00,L224_1m_june29_22_EM_414.00,L224_1m_june29_22_EM_416.00,L224_1m_june29_22_EM_418.00,L224_1m_june29_22_EM_420.00,L224_1m_june29_22_EM_422.00,L224_1m_june29_22_EM_424.00,L224_1m_june29_22_EM_426.00,L224_1m_june29_22_EM_428.00,L224_1m_june29_22_EM_430.00,L224_1m_june29_22_EM_432.00,L224_1m_june29_22_EM_434.00,L224_1m_june29_22_EM_436.00,L224_1m_june29_22_EM_438.00,L224_1m_june29_22_EM_440.00,L224_1m_june29_22_EM_442.00,L224_1m_june29_22_EM_444.00,L224_1m_june29_22_EM_446.00,L224_1m_june29_22_EM_448.00,L224_1m_june29_22_EM_450.00,L224_1m_june29_22_EM_452.00,L224_1m_june29_22_EM_454.00,L224_1m_june29_22_EM_456.00,L224_1m_june29_22_EM_458.00,L224_1m_june29_22_EM_460.00,L224_1m_june29_22_EM_462.00,L224_1m_june29_22_EM_464.00,L224_1m_june29_22_EM_466.00,L224_1m_june29_22_EM_468.00,L224_1m_june29_22_EM_470.00,L224_1m_june29_22_EM_472.00,L224_1m_june29_22_EM_474.00,L224_1m_june29_22_EM_476.00,L224_1m_june29_22_EM_478.00,L224_1m_june29_22_EM_480.00,L224_1m_june29_22_EM_482.00,L224_1m_june29_22_EM_484.00,L224_1m_june29_22_EM_486.00,L224_1m_june29_22_EM_488.00,L224_1m_june29_22_EM_490.00,L224_1m_june29_22_EM_492.00,L224_1m_june29_22_EM_494.00,L224_1m_june29_22_EM_496.00,L224_1m_june29_22_EM_498.00,L224_1m_june29_22_EM_500.00,L224_1m_june29_22_EM_502.00,L224_1m_june29_22_EM_504.00,L224_1m_june29_22_EM_506.00,L224_1m_june29_22_EM_508.00,L224_1m_june29_22_EM_510.00,L224_1m_june29_22_EM_512.00,L224_1m_june29_22_EM_514.00,L224_1m_june29_22_EM_516.00,L224_1m_june29_22_EM_518.00,L224_1m_june29_22_EM_520.00,L224_1m_june29_22_EM_522.00,L224_1m_june29_22_EM_524.00,L224_1m_june29_22_EM_526.00,L224_1m_june29_22_EM_528.00,L224_1m_june29_22_EM_530.00,L224_1m_june29_22_EM_532.00,L224_1m_june29_22_EM_534.00,L224_1m_june29_22_EM_536.00,L224_1m_june29_22_EM_538.00,L224_1m_june29_22_EM_540.00,L224_1m_june29_22_EM_542.00,L224_1m_june29_22_EM_544.00,L224_1m_june29_22_EM_546.00,L224_1m_june29_22_EM_548.00,L224_1m_june29_22_EM_550.00,L224_1m_june29_22_EM_552.00,L224_1m_june29_22_EM_554.00,L224_1m_june29_22_EM_556.00,L224_1m_june29_22_EM_558.00,L224_1m_june29_22_EM_560.00,L224_1m_june29_22_EM_562.00,L224_1m_june29_22_EM_564.00,L224_1m_june29_22_EM_566.00,L224_1m_june29_22_EM_568.00,L224_1m_june29_22_EM_570.00,L224_1m_june29_22_EM_572.00,L224_1m_june29_22_EM_574.00,L224_1m_june29_22_EM_576.00,L224_1m_june29_22_EM_578.00,L224_1m_june29_22_EM_580.00,L224_1m_june29_22_EM_582.00,L224_1m_june29_22_EM_584.00,L224_1m_june29_22_EM_586.00,L224_1m_june29_22_EM_588.00,L224_1m_june29_22_EM_590.00,L224_1m_june29_22_EM_592.00,L224_1m_june29_22_EM_594.00,L224_1m_june29_22_EM_596.00,L224_1m_june29_22_EM_598.00,L224_1m_june29_22_EM_600.00
325.0700073,0.130608186,0.029966608,0.055185735,0.047510698,0.040936738,-0.029958658,0.130951166,0.117089882,0.050700188,0.096300766,0.170648918,0.207570001,0.239182457,0.304804504,0.301304102,0.304559529,0.21828039,0.380079567,0.343862712,0.391533852,0.51006645,0.609994411,0.594139576,0.864010811,2.048472166,11.60667706,44.87457275,98.13832855,111.6365204,82.80883789,33.01527023,7.454524994,2.242174625,1.661492944,1.416676164,1.78493464,1.740857363,1.905282855,1.976832271,2.064805984,2.30602169,2.62492609,2.358870745,3.387784481,4.544861317,7.042998791,10.97464561,15.36286926,16.68966675,14.64303589,11.45775986,7.84649086,6.367884636,6.367489338,6.179700375,6.728517532,7.367360115,7.598496437,7.764632225,8.104740143,7.692834377,7.842839718,8.663304329,8.686403275,9.228106499,9.792894363,10.38399792,10.76870251,10.80787468,11.92151165,11.92352009,12.3681488,12.26491833,12.91156483,13.3256979,13.0389719,13.78956509,13.66764927,13.44795799,13.61034203,13.71650982,14.02500725,13.53717041,13.05979538,13.45745754,13.41832352,13.46100521,13.28008938,12.96638012,13.48912525,13.10651684,12.8393755,12.78230953,12.82650757,12.44748878,11.28541088,11.20361042,11.45414543,11.16062355,10.91367435,11.68493366,10.68947697,10.41953468,10.47816372,9.985901833,9.971176147,9.828996658,9.530934334,9.785453796,9.027300835,9.354393959,8.497626305,8.909910202,8.100408554,7.568774223,7.536601067,7.347951889,7.502676964,7.119336128,6.970329762,6.625969887,6.323580265,5.99290657,5.602068424,5.486985683,5.412630558,5.146531582,4.928373337,4.7104249,4.768253326,4.317699432,4.257616997,3.850621462,3.921265125,3.579639912,3.626539946,3.607896566,3.506903887,3.422415257,3.013787508,2.954609632,3.077979803,2.701555252,2.40100646,2.550379276,2.237005234,2.218997478,2.294412613,2.117192984,1.764993548,1.956885934,1.651598811,1.689808846,1.468630672,1.664377213,1.376229525,1.501769662,1.348092079,1.094094992,1.165026903,1.33749783,1.190372705,1.062165737,1.076184034,0.898565412,0.866586328
330,0.070819393,-0.000342883,-0.017507486,0.066922098,-0.01632797,-0.025068365,0.08297053,0.150559589,0.026893094,0.061224505,0.167713866,0.109564632,0.181332842,0.189558581,0.179669872,0.173095956,0.193740591,0.252386093,0.270289302,0.202576175,0.330053866,0.344493508,0.33869642,0.546337128,0.525742352,0.744241893,1.226410985,5.623340607,30.33833313,74.47258759,120.7338257,93.79176331,50.61019516,14.05895615,3.659854412,1.769597888,1.454516768,1.856727719,1.76467824,1.715540528,1.69686687,2.05089879,2.082715988,2.509811878,2.532442093,2.682427168,3.431251764,4.574819565,7.554860115,12.0944252,14.87261009,16.90262222,14.91439533,11.09398651,8.013419151,6.731543064,6.327681065,6.544346333,6.948642254,7.326809406,6.403109074,7.027542591,7.427597523,8.19068718,8.634104729,8.690097809,9.231216431,9.600667,10.54907799,10.23408031,10.4591732,11.13472652,11.09262466,12.34153461,11.89867973,12.82107449,12.66170025,12.73097706,13.02335644,12.61865997,12.65199947,13.28689671,12.80459213,12.8608942,13.03535175,13.23881054,13.30860519,12.95167923,13.20758152,12.84908676,12.90439224,12.61055851,12.72763443,12.39621449,12.56787491,11.04283524,11.69432354,11.75826073,11.38518143,10.63060856,10.52356243,10.37874317,10.3981142,10.23104858,10.30117607,9.663866997,9.736111641,9.740627289,9.596452713,8.713857651,8.993516922,7.923828602,8.568559647,7.924616337,7.920699596,7.34485817,7.263236046,6.926403522,6.884457588,6.885491371,6.441302299,5.79343605,6.164020538,5.835455894,5.517584801,5.310118675,4.763111115,4.753418446,4.826671124,4.656956673,4.477668285,4.284110069,4.004874229,4.062101364,3.603203297,3.889465094,3.234441757,3.454921722,3.270700216,2.891893387,2.571025848,3.003330231,2.687367916,2.496554375,2.324627161,2.206923962,2.407747746,2.235173941,2.039393902,1.961694837,1.788681388,1.783910394,1.718447447,1.626550913,1.487892389,1.520114541,1.469325066,1.518545508,1.220254421,1.186183691,1.2728374,1.027637124,1.202770591,1.092212677,0.923036814,0.980419517
335.0700073,0.21440734,0.121464327,0.064024583,0.059596002,0.165201083,-0.025896408,0.042420119,0.022267498,0.01028569,0.034016252,0.09630461,0.074924946,0.179023966,0.221708998,0.178844288,0.215951875,0.071439013,0.090015158,0.170589015,0.097208738,0.286462545,0.289415121,0.290266871,0.289547801,0.163101926,0.419574201,0.358269274,0.578260303,0.864338636,1.914863944,10.89865494,43.14287186,92.42952728,116.2050629,80.22676849,29.58429527,8.269368172,2.629912853,1.832633018,1.610785484,1.472777128,1.604106665,1.719412565,1.873309135,2.104308128,2.434911728,2.1553936,2.627570629,3.065185785,3.40457654,4.589178085,6.564394474,10.21155548,14.61936188,16.98675346,15.48612022,13.09214497,9.094682693,7.716788292,6.934786797,6.040016174,6.0155797,6.737989902,6.986442089,7.46001482,8.018846512,7.976912022,8.402159691,8.987953186,8.932800293,9.62146759,9.685480118,10.32322598,10.31743431,11.27300739,11.27404404,11.98189831,12.16889286,12.27393246,12.37105656,12.72134113,12.71046352,11.81242657,12.59183693,12.35910606,12.35104847,12.45611,12.37236023,12.37879562,12.60137081,12.29992676,12.20854759,12.31231499,11.9356699,11.96962357,11.35873222,11.53751945,11.25679302,10.73026657,11.23910236,10.61593151,10.57728004,10.57970619,10.98935509,9.508771896,10.22922325,8.954761505,9.053411484,9.238715172,9.060130119,8.633107185,8.330966949,8.110749245,8.077184677,7.656774044,7.492530823,7.213307381,6.717429638,6.709641933,6.820190907,6.097532272,6.381885529,5.734498978,5.850004673,5.439091206,5.410872936,5.025734901,4.920979023,4.661362171,4.517143726,4.471765995,4.186982155,3.811260462,4.166352749,3.63578105,3.638210297,3.77638793,3.224197149,3.180012941,3.125505924,3.040711403,2.671763182,2.76478076,2.461386681,2.554687738,2.085668802,2.066289902,1.980852723,2.081288576,1.997109056,1.828808308,1.59610343,1.641449928,1.545200467,1.475573421,1.463893175,1.378379226,1.311878204,1.234377742,1.254367471,1.341118574,1.172898173,1.132362366,1.116604447,0.930403113,0.907015443
340,0.038059741,0.079851434,0.089069128,-0.035300829,-0.041239828,-0.06349875,0.028024524,-0.063667372,-0.013597757,-0.022140898,-0.005792096,0.112403378,0.112547725,0.175665274,0.137582332,0.108692229,0.140943155,0.181012258,0.097474128,0.172500923,0.152335808,0.222231522,0.245254025,0.166880146,0.189821735,0.264867723,0.364220262,0.395433903,0.38246578,0.540424705,0.870932817,1.208068013,4.850658417,26.56988144,72.13136292,114.3731079,102.1305618,59.0282402,20.07253838,3.683452368,1.780112982,1.542845964,1.615689278,1.649247766,1.582323313,1.847301126,2.215857506,2.148942709,2.38362956,2.255054235,2.821759224,3.047810316,3.651147366,4.487574577,6.821900368,10.5537281,13.96530056,16.03142357,15.97232342,13.08141327,8.691194534,7.313416004,6.109863281,6.526350021,6.583883762,7.214327335,7.401094437,7.446886063,8.370093346,8.603450775,8.7557621,9.647081375,9.534759521,9.895406723,9.864819527,10.83062744,10.70479965,10.98360062,11.21186352,10.89571285,11.23035908,11.14065838,11.82793236,11.52642822,11.59968853,11.71186924,11.97854042,11.32821941,11.41357708,11.48368835,11.37440109,11.99819279,11.6023035,12.08036232,11.72844601,11.24079323,11.21406841,11.23386002,11.18340302,10.4069767,10.45102406,10.51926327,10.39495182,9.759159088,9.72637558,9.238676071,9.06029129,9.063218117,8.878516197,8.965776443,8.06818676,8.291751862,8.078345299,8.103672981,7.856145859,7.160390377,6.852242947,6.641396999,6.647903919,6.213447094,6.055598736,5.811161518,5.826828957,5.413192749,5.332682133,5.252038479,5.038207054,4.81814909,4.757604122,4.909035683,4.007716179,4.280998707,3.990390778,3.919675827,3.519337654,3.448919773,3.624985695,3.301669121,3.059839487,3.322699785,2.811259985,2.652568102,2.460007668,2.57474637,2.489053488,2.180459261,2.194701433,1.985885024,1.989447236,1.857317448,1.647840261,1.621856689,1.422249198,1.480480075,1.485404611,1.56581521,1.238602638,1.262089729,1.216837406,1.316050529,1.048151135,1.098829985,1.136644363,0.952989459,0.7542696,0.73978889
345.0700073,0.053039521,0.047015965,0.109932482,0.160634145,-0.027194932,-0.021021768,0.016399778,-0.034544304,-0.015523084,0.109439358,0.030993983,0.114423513,0.129213527,0.057119951,0.188459083,0.173109546,0.13486971,0.019599535,0.040172875,0.176397488,0.064643323,0.171040013,0.136544406,0.100367785,0.123913169,0.174603209,0.234776452,0.257393777,0.161917225,0.29600215,0.381889999,0.467447579,0.55184114,0.813726604,2.156087399,13.57614517,47.97783661,108.1076965,154.3935852,89.06626892,33.05530167,8.304927826,2.3641541,1.787058592,1.503163218,1.684476495,1.688740611,1.881275654,1.751079679,2.104257584,2.199337482,2.429246426,2.763620138,2.753617048,2.971744299,3.708944559,4.319708347,6.071866989,9.413345337,12.93645573,13.5928154,13.7841835,11.97974682,9.988602638,7.708321571,7.140259743,6.761977196,7.111196041,7.107475281,7.645907402,7.723583221,8.317744255,8.29983902,8.837320328,9.211676598,9.614253044,9.574872017,9.856893539,9.876234055,10.02504539,10.43953705,10.41555119,10.66216183,11.03249741,10.57477665,11.34579563,11.07381821,11.42896366,10.83407211,11.00838184,11.16239738,11.56214428,11.47711277,11.07691288,11.2072649,10.35168266,10.60702419,10.53195953,10.56313229,10.21156216,10.2741766,10.07707691,9.798246384,9.579016685,9.373396873,9.374047279,9.612531662,8.720807076,8.716143608,8.382302284,7.994204998,7.831347466,8.174751282,7.765654564,7.250839233,7.112788677,6.913001537,6.837718964,6.610991478,6.242764473,6.309453011,6.041789532,5.457259178,5.432508469,5.687722683,4.931257248,4.95098114,4.97581625,4.510102272,4.405181408,4.53223896,4.280772686,3.894834995,3.653717041,3.38181448,3.657521486,3.462781668,3.425567389,3.119956017,3.057801962,2.585110903,2.572074652,2.713389397,2.206218958,2.327882767,2.317348957,2.275284529,1.980216384,2.096590519,1.824893117,1.821626782,1.558732986,1.705675721,1.551889896,1.437481046,1.42314744,1.095033169,1.28382802,1.059933662,1.194051623,1.192508936,1.18031764,0.897657275,0.961813331,0.932440519,0.838096142
350,-0.053024642,0.11340566,-0.03328497,-0.027457364,0.114516258,-0.020022437,-0.048159562,0.050818458,-0.047767337,-0.029133566,0.006454006,0.033793718,0.024831064,0.092562973,-0.01685039,0.081487805,0.042628706,0.055048332,0.115237147,0.08423233,0.05269067,0.07160826,0.146612361,0.060152054,0.047467202,0.210265353,0.141570196,0.059477538,0.169739291,0.23594372,0.21586822,0.278330684,0.426781356,0.44994235,0.454128325,0.780656695,1.356941819,6.775017738,40.21866989,89.52301025,130.4515991,122.6208801,54.96659088,21.46635246,4.452663422,1.890339613,1.862177253,1.697269559,1.622918844,1.660929561,1.791819811,1.877829552,2.201328516,2.284111738,2.199980974,2.703158855,2.838726759,3.056967497,3.693927288,4.393112659,5.578044891,7.918903828,12.04100132,13.68971157,13.43303776,11.48225594,9.738220215,8.050217628,6.989973068,6.567059517,7.291013241,7.307212353,7.5554533,8.146437645,7.798666477,8.564552307,8.850214005,9.267929077,9.083615303,9.156452179,9.372563362,9.025192261,9.578747749,9.699537277,9.822779655,9.893371582,10.23172283,9.777388573,10.28762627,10.27637863,10.66102219,10.34163284,10.32562447,10.51701832,9.953133583,9.997454643,9.736287117,9.626056671,9.669154167,9.176123619,8.992409706,9.236455917,9.279909134,9.218016624,8.78100872,8.700677872,8.129520416,8.073162079,8.386090279,8.24883461,7.626863956,7.77059269,7.699856758,6.914140701,7.32280302,7.032388687,6.511484623,6.533518791,6.071904659,6.446759701,5.764594078,5.855244637,6.051393986,5.216424942,5.426832676,4.800539017,4.698472023,4.267979622,4.444153786,4.409871101,4.13410759,3.935549259,3.762807608,3.685129404,3.47717452,3.520509243,3.367872715,3.157401562,2.841307878,2.638850927,2.397261858,2.726807594,2.609235525,2.433964729,2.15637064,2.328202963,2.009488821,2.168812037,1.898923993,1.766182661,1.588317871,1.465230346,1.479064584,1.581242204,1.419616699,1.225483298,1.336663365,0.92650938,1.316027522,1.246446013,0.903528571,0.965927958,1.08610642,0.925119758,0.792125702,0.856392741
355.0700073,0.022664137,0.018123575,-0.083004929,0.023293957,-0.049278557,-0.02185756,-0.03359957,-0.005621135,-0.022019088,0.01050733,0.028921381,0.094242245,-0.012246154,-0.013476849,0.04232949,0.001434743,0.024376996,0.047308043,-0.029195756,-0.013442755,0.035342842,0.108574435,0.045843437,0.086952031,0.153489724,0.059664026,0.086789906,0.074762329,0.177005306,0.120269462,0.152257606,0.183337286,0.21015574,0.198208198,0.223404363,0.371525466,0.459509671,0.691338003,1.054341078,2.052576542,14.00773144,57.59121323,112.6886215,162.0038452,110.7105865,44.82081604,12.35575771,3.139786959,1.922477603,1.559315801,1.60621798,1.615609527,1.77197969,1.766581535,1.990693688,2.252645731,2.352186441,2.531325579,2.326285601,2.717257977,2.80265975,2.979941607,3.656667471,4.808544159,6.955672264,10.08081913,12.29135609,13.75486183,13.38221359,10.59313965,8.217774391,7.469470501,7.335079193,6.765262127,7.275308132,7.429952145,7.577744484,7.843952656,7.982676029,8.264813423,8.234542847,8.738539696,8.891031265,8.436433792,9.044499397,9.086632729,8.536078453,8.761576653,9.03200531,9.285778999,8.960548401,9.181081772,9.604962349,9.539452553,9.429759026,8.730792999,8.765752792,8.973014832,8.764369011,8.916432381,9.013451576,9.034832954,8.289625168,8.489744186,8.422444344,8.078864098,8.181118965,7.912001133,7.187441826,7.62467432,7.121895313,6.91322279,7.300704002,6.793132305,6.284415722,6.679938793,6.446684361,6.12867403,5.87835741,5.881790638,5.538394451,5.520986557,5.151935577,4.966913223,4.816049099,4.794690609,4.784452915,4.342289925,4.519258022,4.019966602,3.948540688,3.674880981,3.622891665,3.486738205,3.202059984,3.218080759,2.868269682,2.939425707,2.723012686,2.712020874,2.665070534,2.544794559,2.500268698,2.520516634,2.234472513,2.132885456,1.955614448,1.929896712,1.914037347,1.643101096,1.506133318,1.51032865,1.434483171,1.38607657,1.311026573,1.216817617,1.204771876,1.06221199,0.996325135,1.090097666,0.938611269,0.809937,0.920001149,0.885901272,0.862210333,0.70409286
360,-0.050283268,0.041667089,-0.043384988,-0.036491528,-0.060633823,-0.036155477,-0.033547007,-0.012721688,-0.017002009,-0.050894126,-0.023693554,0.026920646,0.020591505,0.00875809,0.040326446,-0.025064886,-0.041948989,-0.003636606,0.036492199,-0.045437355,0.029634729,0.008861937,-0.023160368,0.038008928,0.021112248,0.05692257,0.072084889,0.017244093,0.070201799,0.102896243,0.121032327,0.037055299,0.135202453,0.154112324,0.226730272,0.231296912,0.219298229,0.35741967,0.423982561,0.489943504,0.651227176,1.16877985,5.350589275,30.35315895,89.01584625,146.1459961,141.4850616,82.11351776,23.72123528,4.817737103,1.885796547,1.722081065,1.490502238,1.543472528,1.353844762,1.810214996,1.746063471,1.920775056,2.13344717,2.051155806,2.037100792,2.405317783,2.766593218,2.979779959,3.253364325,3.644259453,5.087077141,6.748791695,9.677893639,12.44026184,13.78177261,13.00361538,11.29533577,8.884539604,7.607422352,6.969301224,6.895234585,7.088482857,7.160717487,7.181396484,7.365339756,7.619609833,7.848161697,7.82989645,7.91847086,7.753078938,7.965692043,8.137553215,8.506469727,8.176383972,8.306822777,8.495167732,8.434090614,8.750066757,8.64388752,8.035948753,8.500822067,8.462276459,8.168010712,8.086838722,8.21081543,7.934125423,7.941977978,8.149310112,7.72795105,7.528587818,7.549218178,7.219104767,7.533471584,7.323574543,6.930992603,6.75632906,6.723351955,6.505608559,6.318898201,6.178787231,6.103411198,5.701071739,5.774862289,5.566792965,5.305645466,5.104642868,4.78809166,4.764517307,4.955385685,4.56269598,4.353783131,4.408400059,4.30152607,4.090499401,3.663735151,3.698008299,3.457862377,3.595160484,3.272476196,3.05115366,3.018131971,2.969643831,2.809314966,2.690155268,2.425573826,2.609173775,2.258187294,2.320574522,2.009973288,1.961152434,2.063615561,1.945389867,1.891992211,1.627665877,1.453009963,1.559541941,1.504683137,1.456280112,1.288665771,1.268481612,1.17409575,1.163083076,1.045814514,1.247855425,1.00705862,1.02394259,1.002094746,0.867058337,0.80274117,0.801821113
365.0700073,-0.06291528,-0.080085516,0.008516945,-0.064604059,0.016020857,-0.041333869,-0.080405712,-0.076089352,-0.024997614,0.031801045,0.038597807,-0.033744581,-0.026179485,-0.037676893,0.005103812,-0.045160245,-0.003589123,-0.041596167,-0.006167322,-0.030178361,-0.026725277,0.03889741,-0.049601413,0.019686885,0.029614121,0.052745104,-0.003167972,0.061855465,0.075639695,0.017850168,0.11170651,0.050825298,0.089722887,0.058616385,0.159803256,0.115509599,0.194783375,0.150663331,0.290677428,0.302295506,0.461584806,0.517797589,0.513349473,0.86868751,2.200494766,16.97813416,69.02532196,146.8019104,149.6341858,93.69595337,34.00743103,9.683720589,2.402377367,1.539444327,1.454844475,1.473694921,1.446467161,1.676452875,1.700170517,1.702116728,1.667746425,1.971171737,2.274897814,2.481832266,2.521939039,2.600053072,3.111612558,3.385934114,3.776903391,4.694783211,7.163754463,9.408891678,11.79584122,13.18431568,12.45309067,10.67811394,8.691590309,7.427698135,6.639698029,6.682353497,6.700387001,6.844429016,6.672262192,6.823719978,7.057526112,7.195065498,7.152105808,7.0773592,7.42111969,7.564220905,7.39307642,7.543898106,7.710715771,8.166294098,7.75454855,7.380662918,7.778617859,7.462920189,7.453467369,7.42619133,7.185085773,7.38561964,7.179509163,6.821325302,6.912477493,7.000782013,6.760863304,6.611763,6.754450321,6.356706142,6.494273663,6.247182369,5.941845417,6.109088421,5.801202297,5.686225891,5.620364666,5.328958035,5.481146336,5.346151829,5.026714802,4.537590504,4.712193489,4.580262661,4.461474895,4.158678532,4.111136436,3.975161552,3.722699881,3.84595871,3.523609877,3.380130529,3.493581295,3.126435995,3.083732367,2.889559746,2.840786219,2.673424244,2.72998023,2.485715628,2.525359392,2.243477345,2.218711615,2.091943979,2.097749233,1.994580865,1.853901625,1.560839415,1.702041507,1.585913897,1.601379275,1.515205503,1.17557919,1.300849557,1.241970062,1.188728571,1.073227763,1.075856805,0.999754786,0.925311685,1.010611296,0.851303577,0.808831036,0.792307258,0.793953598,0.647123039
370,-0.026831172,-0.008635283,-0.127665922,-0.083177589,-0.110928535,-0.012089305,-0.000552692,-0.138436049,-0.083329372,-0.09990634,-0.09438163,-0.077970259,-0.088848673,-0.127248615,-0.105383389,-0.083597735,-0.088890396,-0.012674376,-0.055612985,-0.094403759,-0.055930242,-0.072483987,-0.039745107,-0.006684653,-0.078024499,-0.006568983,-0.034207277,-0.04530092,0.003779985,-0.023283444,0.124895319,0.003917091,-0.012593925,0.03213954,-0.007397898,0.136553586,0.164178178,0.097619101,0.151762351,0.098036155,0.187172368,0.339229465,0.277789593,0.390927732,0.582567334,0.877292395,1.449808121,7.101745129,35.68741608,99.30982208,150.5924988,155.2219086,69.32772064,18.19284439,3.77732563,1.866634846,1.558203459,1.403679729,1.356833935,1.176519275,1.207658172,1.486009359,1.69174397,1.69048059,2.069135189,2.115653753,2.373578072,2.528119564,2.78525424,2.808055401,3.320051193,3.756803751,4.312838078,6.15494585,8.238393784,10.77145672,12.27408314,11.980093,10.87528419,8.655274391,6.763470173,5.896853924,5.930178642,5.845403194,6.064386845,5.936863422,6.060212612,6.091684818,6.284450531,6.369170189,6.455362797,6.807519913,6.467994213,6.705562592,6.869003773,6.351883888,6.654454231,6.450899124,6.450155258,6.370898247,6.43972826,6.550541401,6.380181789,6.129736423,6.180393219,6.173584938,6.195382118,6.149129391,5.619460583,6.097397327,5.736265659,5.438311577,5.40696764,5.604244232,5.233602047,5.108170986,5.250041485,5.271379471,4.463714123,4.816165924,4.422640324,4.310609818,4.416176796,4.440156937,3.930480003,4.077033043,3.623105764,3.670514345,3.499207497,3.34210372,3.219330311,3.102695227,3.028626919,3.10796833,2.733609438,2.927433014,2.578974962,2.659536362,2.538889885,2.278090239,2.233302355,2.25006938,2.202658176,2.161089897,1.85191226,1.679433584,1.709661365,1.65577507,1.561250567,1.36397171,1.381624222,1.230948687,1.154468894,1.243752122,1.093002558,0.941123486,1.088977575,0.96105206,1.020749092,1.038309574,0.91180861,0.934521437,0.807981789,0.796582043,0.641498387,0.72732389
