Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_PREFILTERED1_EM_270.00,ELA_PREFILTERED1_EM_272.00,ELA_PREFILTERED1_EM_274.00,ELA_PREFILTERED1_EM_276.00,ELA_PREFILTERED1_EM_278.00,ELA_PREFILTERED1_EM_280.00,ELA_PREFILTERED1_EM_282.00,ELA_PREFILTERED1_EM_284.00,ELA_PREFILTERED1_EM_286.00,ELA_PREFILTERED1_EM_288.00,ELA_PREFILTERED1_EM_290.00,ELA_PREFILTERED1_EM_292.00,ELA_PREFILTERED1_EM_294.00,ELA_PREFILTERED1_EM_296.00,ELA_PREFILTERED1_EM_298.00,ELA_PREFILTERED1_EM_300.00,ELA_PREFILTERED1_EM_302.00,ELA_PREFILTERED1_EM_304.00,ELA_PREFILTERED1_EM_306.00,ELA_PREFILTERED1_EM_308.00,ELA_PREFILTERED1_EM_310.00,ELA_PREFILTERED1_EM_312.00,ELA_PREFILTERED1_EM_314.00,ELA_PREFILTERED1_EM_316.00,ELA_PREFILTERED1_EM_318.00,ELA_PREFILTERED1_EM_320.00,ELA_PREFILTERED1_EM_322.00,ELA_PREFILTERED1_EM_324.00,ELA_PREFILTERED1_EM_326.00,ELA_PREFILTERED1_EM_328.00,ELA_PREFILTERED1_EM_330.00,ELA_PREFILTERED1_EM_332.00,ELA_PREFILTERED1_EM_334.00,ELA_PREFILTERED1_EM_336.00,ELA_PREFILTERED1_EM_338.00,ELA_PREFILTERED1_EM_340.00,ELA_PREFILTERED1_EM_342.00,ELA_PREFILTERED1_EM_344.00,ELA_PREFILTERED1_EM_346.00,ELA_PREFILTERED1_EM_348.00,ELA_PREFILTERED1_EM_350.00,ELA_PREFILTERED1_EM_352.00,ELA_PREFILTERED1_EM_354.00,ELA_PREFILTERED1_EM_356.00,ELA_PREFILTERED1_EM_358.00,ELA_PREFILTERED1_EM_360.00,ELA_PREFILTERED1_EM_362.00,ELA_PREFILTERED1_EM_364.00,ELA_PREFILTERED1_EM_366.00,ELA_PREFILTERED1_EM_368.00,ELA_PREFILTERED1_EM_370.00,ELA_PREFILTERED1_EM_372.00,ELA_PREFILTERED1_EM_374.00,ELA_PREFILTERED1_EM_376.00,ELA_PREFILTERED1_EM_378.00,ELA_PREFILTERED1_EM_380.00,ELA_PREFILTERED1_EM_382.00,ELA_PREFILTERED1_EM_384.00,ELA_PREFILTERED1_EM_386.00,ELA_PREFILTERED1_EM_388.00,ELA_PREFILTERED1_EM_390.00,ELA_PREFILTERED1_EM_392.00,ELA_PREFILTERED1_EM_394.00,ELA_PREFILTERED1_EM_396.00,ELA_PREFILTERED1_EM_398.00,ELA_PREFILTERED1_EM_400.00,ELA_PREFILTERED1_EM_402.00,ELA_PREFILTERED1_EM_404.00,ELA_PREFILTERED1_EM_406.00,ELA_PREFILTERED1_EM_408.00,ELA_PREFILTERED1_EM_410.00,ELA_PREFILTERED1_EM_412.00,ELA_PREFILTERED1_EM_414.00,ELA_PREFILTERED1_EM_416.00,ELA_PREFILTERED1_EM_418.00,ELA_PREFILTERED1_EM_420.00,ELA_PREFILTERED1_EM_422.00,ELA_PREFILTERED1_EM_424.00,ELA_PREFILTERED1_EM_426.00,ELA_PREFILTERED1_EM_428.00,ELA_PREFILTERED1_EM_430.00,ELA_PREFILTERED1_EM_432.00,ELA_PREFILTERED1_EM_434.00,ELA_PREFILTERED1_EM_436.00,ELA_PREFILTERED1_EM_438.00,ELA_PREFILTERED1_EM_440.00,ELA_PREFILTERED1_EM_442.00,ELA_PREFILTERED1_EM_444.00,ELA_PREFILTERED1_EM_446.00,ELA_PREFILTERED1_EM_448.00,ELA_PREFILTERED1_EM_450.00,ELA_PREFILTERED1_EM_452.00,ELA_PREFILTERED1_EM_454.00,ELA_PREFILTERED1_EM_456.00,ELA_PREFILTERED1_EM_458.00,ELA_PREFILTERED1_EM_460.00,ELA_PREFILTERED1_EM_462.00,ELA_PREFILTERED1_EM_464.00,ELA_PREFILTERED1_EM_466.00,ELA_PREFILTERED1_EM_468.00,ELA_PREFILTERED1_EM_470.00,ELA_PREFILTERED1_EM_472.00,ELA_PREFILTERED1_EM_474.00,ELA_PREFILTERED1_EM_476.00,ELA_PREFILTERED1_EM_478.00,ELA_PREFILTERED1_EM_480.00,ELA_PREFILTERED1_EM_482.00,ELA_PREFILTERED1_EM_484.00,ELA_PREFILTERED1_EM_486.00,ELA_PREFILTERED1_EM_488.00,ELA_PREFILTERED1_EM_490.00,ELA_PREFILTERED1_EM_492.00,ELA_PREFILTERED1_EM_494.00,ELA_PREFILTERED1_EM_496.00,ELA_PREFILTERED1_EM_498.00,ELA_PREFILTERED1_EM_500.00,ELA_PREFILTERED1_EM_502.00,ELA_PREFILTERED1_EM_504.00,ELA_PREFILTERED1_EM_506.00,ELA_PREFILTERED1_EM_508.00,ELA_PREFILTERED1_EM_510.00,ELA_PREFILTERED1_EM_512.00,ELA_PREFILTERED1_EM_514.00,ELA_PREFILTERED1_EM_516.00,ELA_PREFILTERED1_EM_518.00,ELA_PREFILTERED1_EM_520.00,ELA_PREFILTERED1_EM_522.00,ELA_PREFILTERED1_EM_524.00,ELA_PREFILTERED1_EM_526.00,ELA_PREFILTERED1_EM_528.00,ELA_PREFILTERED1_EM_530.00,ELA_PREFILTERED1_EM_532.00,ELA_PREFILTERED1_EM_534.00,ELA_PREFILTERED1_EM_536.00,ELA_PREFILTERED1_EM_538.00,ELA_PREFILTERED1_EM_540.00,ELA_PREFILTERED1_EM_542.00,ELA_PREFILTERED1_EM_544.00,ELA_PREFILTERED1_EM_546.00,ELA_PREFILTERED1_EM_548.00,ELA_PREFILTERED1_EM_550.00,ELA_PREFILTERED1_EM_552.00,ELA_PREFILTERED1_EM_554.00,ELA_PREFILTERED1_EM_556.00,ELA_PREFILTERED1_EM_558.00,ELA_PREFILTERED1_EM_560.00,ELA_PREFILTERED1_EM_562.00,ELA_PREFILTERED1_EM_564.00,ELA_PREFILTERED1_EM_566.00,ELA_PREFILTERED1_EM_568.00,ELA_PREFILTERED1_EM_570.00,ELA_PREFILTERED1_EM_572.00,ELA_PREFILTERED1_EM_574.00,ELA_PREFILTERED1_EM_576.00,ELA_PREFILTERED1_EM_578.00,ELA_PREFILTERED1_EM_580.00,ELA_PREFILTERED1_EM_582.00,ELA_PREFILTERED1_EM_584.00,ELA_PREFILTERED1_EM_586.00,ELA_PREFILTERED1_EM_588.00,ELA_PREFILTERED1_EM_590.00,ELA_PREFILTERED1_EM_592.00,ELA_PREFILTERED1_EM_594.00,ELA_PREFILTERED1_EM_596.00,ELA_PREFILTERED1_EM_598.00,ELA_PREFILTERED1_EM_600.00
325.0700073,0.284654021,0.26910001,0.404249549,0.38938725,0.375026941,0.264882654,0.422457606,0.273963988,0.408209443,0.357690275,0.408119977,0.519231081,0.462787479,0.553721666,0.539023757,0.621458173,0.585250854,0.546366036,0.419968784,0.749039888,0.650068402,0.834671021,0.943977952,1.254501343,2.273994684,10.57708931,39.71867371,87.88641357,109.4849701,86.71114349,29.52508545,7.923390388,2.53553915,2.070193768,2.026705742,2.003435135,2.119607449,2.097764492,2.556426525,2.885677338,2.979837894,3.438006639,4.290835857,4.999318123,6.298820019,9.020591736,13.02153397,17.7723217,19.62508392,18.90447807,15.96882057,12.60354996,11.71884727,11.81243706,12.23711205,12.40018272,13.74417496,14.99826241,15.75832176,16.30204201,15.78255463,16.76162529,16.66030121,18.52393723,19.6839962,20.38017654,21.66051483,23.15622902,23.9950676,24.39193726,25.70903397,25.75560951,26.8764801,27.70237732,27.45492554,28.95618057,30.11225891,29.3663559,30.52396774,30.44950485,28.86509323,30.5134964,30.54635239,30.92063904,29.95132256,29.99368286,29.94075394,28.92965698,30.10470009,29.55926895,29.75395584,28.65814781,28.91842842,29.31375885,28.36260796,26.69660378,26.10111237,26.42605209,25.8311348,24.72359848,24.9799099,24.03394127,23.90062904,23.59013939,22.71471405,22.28379631,22.12326622,21.4709301,20.65693855,20.40375328,20.07733536,18.60325623,18.46665573,17.84681129,17.45727539,16.90006828,16.7325058,16.18058968,15.41873169,14.49154472,15.04692841,13.62074471,13.2061348,12.60043907,12.55381584,11.93487358,11.09874344,10.97326851,10.61422539,10.32653046,9.690498352,9.522146225,9.229171753,8.586706161,8.499797821,8.117912292,7.848647594,7.511253834,7.77856636,6.818316936,6.798362255,6.515031815,6.374336243,6.073883533,5.814273357,5.551984787,5.312295914,4.944511414,4.578898907,4.646501064,4.143013954,3.824223042,3.952198505,4.090194225,3.570551157,3.291910887,3.162474394,3.156185389,3.076781034,2.926523209,2.847344875,2.798586845,2.672067165,2.446670294,2.416039944,2.036596537
330,0.268190444,0.370658427,0.367022574,0.349575341,0.348658323,0.305082649,0.225011259,0.341876864,0.2809425,0.416097522,0.368446678,0.354943633,0.512463927,0.372588962,0.489772052,0.532598853,0.527328968,0.476045191,0.477653563,0.48242119,0.659071922,0.583592296,0.778388023,0.844872653,0.819705427,1.157822609,1.47262001,4.930843353,28.05521774,74.85557556,107.8975449,92.55096436,49.37447357,14.75298691,4.302949429,2.164524555,1.857976675,1.821877241,2.132998228,2.394105434,2.624816179,3.04768014,3.233366251,3.733059645,4.122553825,4.797362804,5.644118786,7.317706585,10.02956581,14.48254585,17.79463768,20.26574898,18.63655281,15.85760689,13.38948059,12.52619934,13.07594109,13.4944725,13.79981995,15.33759689,13.57442093,14.87024689,16.14285088,17.21886826,17.58694839,19.24363136,19.41414642,19.96699524,22.17494774,22.96977043,24.14141083,24.71217346,25.21512413,25.82143593,27.41329575,27.38866806,28.41135025,28.14151764,28.8140564,28.99870682,28.90188789,28.93597412,29.13200569,28.79713058,29.33624268,28.31741714,29.11960602,28.50385094,29.03198624,28.3951683,28.07213211,28.43314362,28.37267494,27.94052505,27.58346176,25.15906525,25.1088829,25.72255707,25.27069664,25.09104538,24.88486671,24.07417679,23.36760712,23.04331207,22.87307167,22.67297554,22.06707954,20.68161011,20.88145828,19.44346046,19.22235489,18.12701225,18.99015617,17.7997551,16.8838768,16.74558067,15.93841743,15.37496567,15.12858009,14.22121048,14.29126549,14.24724579,12.92856979,12.61525536,12.25912476,11.38487053,11.2026844,10.77550507,10.26790428,10.23821068,9.67547226,9.387922287,8.732198715,9.127239227,8.547222137,7.667985439,7.83703661,7.585733891,7.25557518,6.642524719,6.440372467,6.230147362,5.860974312,5.795797348,5.127916336,5.531513214,5.415277481,4.758238792,4.68678236,4.298480034,3.762990713,3.918370485,3.713541508,3.696092129,3.408845663,3.478589773,3.512201548,3.252916098,3.159496307,2.993414402,2.53807807,2.904604197,2.555016994,2.303486824,2.136859894,1.769330382
335.0700073,0.216733336,0.343223482,0.31247133,0.224842757,0.358996272,0.332342863,0.231904656,0.285629451,0.475237191,0.3420192,0.393520713,0.380870104,0.346919656,0.396246284,0.324674249,0.402184695,0.3968153,0.38788569,0.622196078,0.474574298,0.467564195,0.597576618,0.648792267,0.534225345,0.675751805,0.626207471,0.755243778,0.893694818,1.085491061,1.907906771,10.09294701,38.03957748,87.65372467,115.146492,84.34763336,32.11055374,8.481412888,3.019436359,2.157910347,2.236003876,2.438834429,2.766064644,2.995850563,2.919223785,3.325352669,3.905726194,4.4521451,4.902546406,5.332626343,5.919822693,7.686635494,9.824481964,13.09102631,18.22621155,21.31424522,21.10920334,18.5351429,15.47106361,13.47612953,13.00329208,12.37486267,13.45033646,14.2889061,15.30673981,15.72574806,16.31929207,18.00422287,19.11370659,20.1744957,21.12272835,21.31579208,22.36575127,23.0214653,24.47836304,24.37072372,25.45447922,26.2757206,26.40701675,26.99422455,26.54284096,27.03759575,28.33180809,28.24870491,27.88339615,28.01196098,28.46604347,27.8815136,28.29945755,27.50986862,28.47800827,27.56555939,27.98370934,27.3112278,28.15816307,27.22199821,25.39914894,25.32898903,25.44320488,25.1261692,24.06826401,23.98448944,23.42489243,23.33183479,23.58375931,22.59793663,22.01713753,21.59230042,21.50885201,20.96503258,20.16653061,20.05000877,18.87946701,18.87810135,17.55765724,17.65480232,17.02376366,16.05495262,15.57205391,14.99131966,14.87880135,14.46877289,13.36881638,14.04375839,13.47665024,12.05534554,11.81937408,11.6896286,11.35581207,11.01564026,10.18121338,9.830562592,9.040241241,9.014148712,9.213214874,8.520605087,8.313482285,7.694805145,7.737328053,7.439811707,6.97061491,6.661956787,6.259208679,6.164093971,5.751904488,5.614696026,5.368988514,5.15350771,4.682971001,4.739799976,4.29531002,4.285345554,3.686877728,4.180285931,3.702483892,3.697121143,3.317758799,3.254740953,3.396708488,2.994578838,2.961611271,2.935272217,2.702890635,2.697474003,2.516166687,2.156339169,2.210232973
340,0.216569304,0.339771122,0.463475257,0.358229995,0.359569401,0.238492727,0.328971148,0.190998092,0.302636504,0.355588436,0.411541641,0.326350152,0.326142967,0.431968749,0.537301362,0.497082233,0.378981352,0.47397548,0.377402425,0.434854954,0.576622427,0.476079494,0.408566594,0.594614506,0.679085016,0.597851336,0.570829749,0.74094826,0.625213027,0.837785125,0.821064532,1.427818894,4.668327332,25.79206848,71.26483154,113.7024612,101.5014648,57.39276886,17.66007233,4.619760513,2.595630169,2.552094936,2.47131896,2.535427332,2.866849899,3.201115131,3.698758602,4.277441978,4.111021996,4.80636692,5.600557327,5.784899235,6.966003895,8.020994186,10.47325516,14.06245041,18.5162735,21.4032917,21.19418335,19.1253109,14.26377296,12.89030266,13.07461548,14.34764099,14.68887901,15.28507996,16.58462906,17.41891289,17.68257713,18.21417427,19.71390152,20.9828186,20.64816284,22.17160606,23.31464005,23.69008636,23.76053238,24.69333839,24.48472786,25.63319778,25.61932373,25.7856884,26.09708023,26.39343452,25.97697067,26.6786747,26.27337265,27.52511597,26.08412552,26.03637314,26.56803894,26.21257401,26.88630486,26.47104645,26.14699173,24.69778442,24.91236115,24.247715,24.74892426,24.07683372,23.4777298,23.25749779,22.93081474,22.86664772,22.53335762,21.65506554,21.43083954,20.59746742,20.62965012,20.22615051,19.43156052,18.84249878,18.09208107,17.90499687,17.07130241,16.82971954,16.54416275,15.20079994,15.1237278,14.82883453,13.63209152,13.65359116,13.03038216,12.68369865,12.59243393,11.93768692,11.21922684,11.22062111,10.41838264,10.32128334,9.344415665,9.104089737,8.743680954,8.955183029,8.503358841,7.930418491,7.648050308,7.679670334,7.23801136,7.32986021,6.376359463,6.253503323,5.772411823,5.962259293,5.762809753,5.428314686,5.105330944,4.8333745,4.653551579,4.955485821,4.220544815,3.78474164,3.642755747,3.428326845,3.406193972,3.390350103,3.218380213,3.40473485,3.168473244,2.913689613,2.690148354,2.554711342,2.349381208,2.363384485,2.177877188,2.273927689
345.0700073,0.315774977,0.332535505,0.33550477,0.384777069,0.331477702,0.274807066,0.247168586,0.360995919,0.287760586,0.396488905,0.308530211,0.389301598,0.374128878,0.302257538,0.414934337,0.419279844,0.435270309,0.309489131,0.451378822,0.37876448,0.394868791,0.457848817,0.393309057,0.451627851,0.330656976,0.471567184,0.538970828,0.574029267,0.586620092,0.691952586,0.788048148,0.613510787,0.800934732,1.167729378,2.197238684,12.69775391,46.19221497,98.42594147,122.4804382,90.51091003,32.79283905,9.190864563,2.755908489,2.811261177,2.676992655,2.703950644,2.877857924,3.190864325,3.47548008,3.897682428,4.062268734,5.023907661,5.269386292,6.060572147,6.481341362,7.105762482,8.499046326,10.50196457,13.76258469,18.2632885,18.45055008,19.60989189,18.48411179,15.8951683,14.73817635,13.67301941,14.39270592,14.56531906,16.08202362,16.45611954,17.91590118,19.02783394,18.23381424,19.9142704,20.90423203,21.14504051,22.3461113,22.10454369,22.55298805,23.46507645,23.99265099,24.10945511,24.30247879,24.69233131,25.05913162,25.42601776,25.4018898,25.26678658,24.82020187,24.73985291,25.39166069,24.85392189,25.56931305,25.58767891,25.31015968,24.32723999,24.1152401,23.52026558,23.24518013,23.78041077,22.58783913,22.2670269,22.32939911,21.53844261,21.06464386,21.43556213,21.066185,20.35804176,19.47743988,19.61581612,18.77683067,18.06671906,17.33660507,18.16643333,16.65118408,16.54769897,15.68707275,15.49024963,14.73095512,13.68354797,14.2556057,13.04641533,13.11075783,12.07105064,12.06131935,11.59395599,11.49177361,10.62708473,10.83466339,10.46409416,9.592447281,10.45726395,9.225769043,8.802663803,8.398002625,8.070388794,7.707856655,7.321957588,7.083690166,6.971116066,6.78626442,6.5299263,6.241496563,5.709816456,5.398521423,5.11956358,5.322277546,4.614001274,4.732095242,4.134624004,4.06622982,3.811026096,3.856779099,3.497577667,3.294520617,3.209113359,3.33049798,3.07768321,3.02982831,2.765784264,2.658979416,2.441066504,2.463060617,2.401752949,2.314838886,2.214282513
350,0.250678211,0.311948538,0.25004214,0.443670213,0.395644486,0.26093328,0.31322363,0.204265982,0.276219487,0.203813344,0.374291956,0.318247259,0.339349717,0.426532298,0.406569183,0.417444944,0.424324185,0.410797596,0.368411154,0.274404973,0.36149776,0.404532135,0.368092895,0.353989482,0.403790146,0.332286894,0.480241686,0.431528538,0.514709949,0.470101953,0.58902663,0.615315437,0.658873677,0.774571359,0.843010783,1.063626766,1.644902945,6.266915321,32.91415024,82.89562988,127.1890793,107.6058197,56.43774414,18.73459244,5.158342361,2.755228519,2.637268066,2.790483952,2.85749054,3.203377008,3.372316122,3.708584785,3.825170517,4.484854221,4.782184124,5.795722008,5.833828926,6.747365475,7.571248055,8.619703293,9.324930191,12.18929672,15.95633316,19.27690697,19.61604309,18.60444641,16.6354332,15.01878166,14.56748199,14.73587227,15.92528725,16.37603378,16.38562584,17.34246826,18.28670883,19.00375938,19.97128868,20.74530792,20.67908859,20.77438736,20.97754097,21.13896751,21.86690712,21.96764755,22.41290092,23.05356789,22.99508476,23.1096611,23.07886696,23.31259155,23.50761986,23.93045425,23.72541428,22.80178452,23.77886772,22.99889374,22.24038887,21.94275284,21.61009598,22.28195953,21.49949837,21.53949738,20.63228607,20.51941872,20.25043869,19.38686943,19.00321198,19.0189209,18.85598946,18.48931503,18.25015259,16.92437553,16.79811859,16.6564312,16.11316681,15.56813812,15.29897881,14.51712608,14.32197762,14.01577187,13.32920074,12.94518661,12.58288193,11.50407982,11.9585228,10.97206306,10.65037727,10.75690269,10.35745049,9.649513245,9.695028305,9.261526108,8.685781479,8.47823143,7.976010799,7.744316101,7.155497074,7.174466133,6.822279453,6.517712116,6.246356487,6.011852741,5.710394382,5.694493771,5.527472973,5.166738987,4.944241047,4.843617916,4.789091587,4.449009418,3.990332127,3.898878813,3.628248692,3.723677874,3.268143177,3.270059824,2.945946932,3.131795645,2.831794977,2.669480324,2.719919443,2.600063562,2.255288124,2.237873554,2.24138093,2.150751591
355.0700073,0.31010747,0.320795298,0.200300917,0.269306183,0.236364037,0.246746883,0.284909844,0.248508304,0.228834048,0.229506537,0.312609136,0.295989007,0.223365158,0.289868295,0.313194007,0.28703928,0.304618895,0.331683457,0.380294263,0.295511931,0.289737105,0.289103478,0.321532071,0.355066597,0.331759065,0.390134811,0.419274747,0.332666457,0.440746874,0.412259758,0.416235507,0.352940381,0.455748469,0.432997376,0.555943131,0.613517106,0.765996337,0.860237479,1.184376717,2.250223398,12.79543686,51.26173782,107.3281021,135.0670624,104.6645889,45.30241394,12.43729019,3.858635426,2.562242746,2.765357494,2.671386242,2.664506912,3.023095131,3.591985703,3.858206749,4.154590607,4.568459034,5.245486736,5.646446705,6.257502079,6.188434601,6.584075451,8.00967598,8.973894119,11.68001175,14.67997742,17.79616356,20.15025902,19.62611771,17.52679443,15.49534988,15.31117249,15.43434525,15.27928543,15.81677246,16.21865463,17.39363289,17.56895638,18.33979416,18.31382179,18.72606468,19.12922478,19.65353394,19.36766243,20.27827835,20.4074192,20.16889381,20.37049294,20.84574318,20.6815567,20.9802227,21.04623795,21.38729858,21.19366455,21.80205154,19.876688,19.97577286,19.7450676,20.2884388,19.98893738,19.60451508,19.81290054,19.91304588,18.95824814,18.58630562,18.2122879,18.00954819,18.13432121,18.1794796,17.60466003,16.72155952,16.28003502,16.47109413,15.59853745,14.89101219,15.19970322,14.18331146,14.11433411,13.60582733,13.17077255,12.77458763,12.29414368,12.02079201,11.47383308,11.20754051,11.13644218,10.57753372,9.987081528,9.705726624,9.538021088,9.202033997,8.722024918,8.235389709,8.242998123,7.901625633,7.428194046,7.381095409,6.547945976,6.742629528,6.591264725,6.002292633,5.878545761,5.814239502,5.550738335,5.208115578,4.872951984,4.808819771,4.738776207,4.419867992,3.928911686,3.764045,3.550224781,3.416609287,3.550644875,3.333606482,3.102410793,2.995381355,2.940566063,2.860111475,2.682312965,2.533273935,2.319509983,2.072008133,2.096543789,2.339785814,2.323205709
360,0.254344821,0.308875442,0.200555444,0.205821693,0.213892221,0.229401052,0.248810351,0.196525276,0.301170111,0.200546607,0.292847693,0.23077926,0.247132599,0.243268475,0.31403476,0.250166535,0.295675993,0.302392334,0.255458504,0.26859355,0.290004373,0.287250221,0.282866776,0.310848773,0.294952184,0.37143743,0.290873051,0.347862661,0.337434232,0.348376751,0.40444088,0.419643641,0.419510543,0.461071312,0.427893341,0.478204072,0.510597944,0.598632574,0.653381109,0.715683103,0.922692418,1.251410007,4.720571995,26.21598816,78.89598083,137.3992157,132.3296967,77.87625122,24.77567291,5.544768333,2.554286242,2.598021507,2.414966822,2.611180782,2.839505196,3.041261911,3.462843418,4.100971222,4.237193108,5.048695087,4.734274387,5.420174599,5.735394478,6.265399933,6.969221115,7.778017044,9.370023727,11.98471832,15.04071045,18.00653648,20.13288879,19.55537415,17.91884041,16.5265274,15.08382988,14.83465958,15.30487061,15.34784698,15.89334297,16.63856125,16.45004463,17.14149857,17.38005829,17.13620949,17.70852661,18.96315384,18.00387192,18.42827225,18.70513535,18.67823219,18.94582558,19.30395126,19.42499352,19.70199394,19.54417801,18.27483368,18.64871407,18.01355171,18.41265488,18.49082947,18.13644218,18.34369278,17.5368576,17.88371086,18.13178253,17.28077698,16.50693703,16.35066032,16.68327904,16.13641357,15.85814285,15.50324821,14.81106377,14.52985573,14.6520977,13.76660538,13.93428612,13.07686996,13.10717964,12.59280777,11.91786575,12.04208374,11.56752014,11.26182747,10.63683891,10.70950127,10.15053368,9.314495087,9.178920746,9.073112488,8.767192841,8.65918541,8.020210266,8.008842468,7.842603207,7.205084324,6.790119648,6.891614914,6.309651852,6.184150219,5.986427307,5.833759785,5.399774075,5.377822399,4.985783577,4.710875988,4.588616848,4.541613102,4.26813221,3.906512737,3.826152563,3.440460682,3.321083546,3.305648088,3.280322552,3.053307056,3.048746586,2.887572765,2.63776207,2.620128632,2.498998404,2.348751307,2.426411629,2.296387672,2.222306967,1.887804508
365.0700073,0.219620794,0.174965382,0.271981686,0.246928543,0.334508717,0.257591665,0.267345756,0.241038263,0.226850316,0.327076465,0.270040512,0.244537249,0.271074295,0.253198683,0.287758768,0.217938423,0.261089504,0.222657934,0.31332463,0.222892538,0.253603697,0.279666454,0.243596315,0.288954973,0.248460144,0.274546266,0.325935483,0.310651749,0.363898218,0.332970917,0.419748724,0.35510692,0.345941365,0.43868646,0.280087918,0.445425481,0.414131165,0.478459448,0.530579567,0.544186413,0.632766366,0.737339973,0.877065241,1.157359838,2.214067698,14.82726669,61.65325165,125.5424423,146.4608154,94.77003479,35.45209503,9.752731323,3.0140028,2.414287329,2.617806435,2.518255234,2.759639502,2.761748552,3.312848091,3.526083708,3.572610855,3.816411018,4.471975327,4.839112282,5.274689198,6.018532276,6.32689333,7.364019394,8.366317749,9.376220703,11.51596069,14.46282387,17.61256409,19.41462135,19.03487206,17.48434258,15.53080559,14.59427643,14.40181923,14.35769081,14.8462944,15.07477951,15.02193069,15.25251198,15.76636314,15.5154438,16.32572174,16.34528923,16.8422718,16.97844887,16.58093643,16.98125458,17.15779114,17.11392975,17.39097977,16.16059494,16.25210953,16.53692055,16.44923973,16.7815361,16.74027824,16.40668488,16.67638969,16.35305977,15.81297302,15.78802681,15.8869648,15.38047981,14.8247757,14.8619194,14.46499062,14.49552345,13.82165718,13.57246208,13.25098228,12.92506981,12.79777718,12.48202896,12.18374443,11.43920708,11.05982208,10.72597694,10.64643478,10.0056591,9.965574265,9.842540741,9.822397232,9.407201767,8.861505508,8.29875946,8.086364746,7.924355984,7.488834858,7.598272324,7.223408222,6.771483898,6.823209763,6.17690897,6.103497505,5.731473923,5.913730621,5.376471043,5.354593754,5.222286701,4.716630936,4.517314911,4.28727293,4.029551029,4.083284378,3.843272209,3.315698147,3.478327751,3.207623959,3.256740808,3.166189671,2.98638773,2.861515999,2.766648293,2.624484301,2.490763664,2.424112797,2.265039444,2.266435146,2.07152009,2.090657711,1.933672428
370,0.243435502,0.230220109,0.193349764,0.272940964,0.19351539,0.223468155,0.21747154,0.199108601,0.217754245,0.18099682,0.234740034,0.240800917,0.139042616,0.222805694,0.228888914,0.174965382,0.294807673,0.192682579,0.29933095,0.186896205,0.228281021,0.287589341,0.234553397,0.276051164,0.198925942,0.151138976,0.222711474,0.288062632,0.306365937,0.293653399,0.341686636,0.389771491,0.353457123,0.35348475,0.345634937,0.400491357,0.441229701,0.381868869,0.399442881,0.465091616,0.374519318,0.543607056,0.571647406,0.785712183,0.858528972,1.15679276,1.792858243,6.099072933,33.23744202,93.84954834,142.888031,127.8620148,68.1517334,20.13941383,4.425301552,2.64308548,2.311036587,2.104926825,2.626998425,2.764587879,2.625786066,2.734131336,3.554389,3.723733902,4.315017223,4.688267231,5.104484558,5.628876209,6.153765202,6.640175343,7.357845783,8.171085358,8.792732239,10.46322632,13.12720299,15.5046463,17.65534592,18.22771645,16.82734299,15.41745949,13.86791992,12.84225082,12.89907646,13.32857323,12.99304581,13.69705391,13.67232323,13.62986755,14.25847244,14.10199738,14.70029831,14.62135506,14.78400421,14.91230583,15.05292511,14.72117043,14.39492035,14.10942078,14.96624565,14.88476181,14.86307907,14.49910545,15.14696312,14.30644798,14.68770981,13.87859344,13.87015152,13.63378716,13.6047802,13.12697601,12.81694221,13.18440247,12.4008503,12.41947365,12.05567551,11.3384552,11.56751251,11.09329414,11.05908394,10.57818604,10.71864128,10.00549507,9.808521271,9.222784042,9.384868622,8.989416122,8.740251541,8.334680557,8.335062027,8.150075912,7.725828648,7.4363451,7.346858978,6.79815197,6.50468111,6.490966797,5.771671295,6.009055138,5.691171169,5.608979225,5.303200722,5.271986961,4.984143734,4.646272659,4.393826962,4.347642422,4.112929344,3.848734617,3.877165079,3.768083096,3.211846828,3.19559145,3.064103603,2.96950984,2.949238777,2.575440645,2.637990236,2.625494003,2.643468142,2.439309835,2.021320343,2.028330326,1.961469293,2.160621166,1.945507884,1.819075227
