Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_PREFILTERED1_EM_270.00,ELA_PREFILTERED1_EM_272.00,ELA_PREFILTERED1_EM_274.00,ELA_PREFILTERED1_EM_276.00,ELA_PREFILTERED1_EM_278.00,ELA_PREFILTERED1_EM_280.00,ELA_PREFILTERED1_EM_282.00,ELA_PREFILTERED1_EM_284.00,ELA_PREFILTERED1_EM_286.00,ELA_PREFILTERED1_EM_288.00,ELA_PREFILTERED1_EM_290.00,ELA_PREFILTERED1_EM_292.00,ELA_PREFILTERED1_EM_294.00,ELA_PREFILTERED1_EM_296.00,ELA_PREFILTERED1_EM_298.00,ELA_PREFILTERED1_EM_300.00,ELA_PREFILTERED1_EM_302.00,ELA_PREFILTERED1_EM_304.00,ELA_PREFILTERED1_EM_306.00,ELA_PREFILTERED1_EM_308.00,ELA_PREFILTERED1_EM_310.00,ELA_PREFILTERED1_EM_312.00,ELA_PREFILTERED1_EM_314.00,ELA_PREFILTERED1_EM_316.00,ELA_PREFILTERED1_EM_318.00,ELA_PREFILTERED1_EM_320.00,ELA_PREFILTERED1_EM_322.00,ELA_PREFILTERED1_EM_324.00,ELA_PREFILTERED1_EM_326.00,ELA_PREFILTERED1_EM_328.00,ELA_PREFILTERED1_EM_330.00,ELA_PREFILTERED1_EM_332.00,ELA_PREFILTERED1_EM_334.00,ELA_PREFILTERED1_EM_336.00,ELA_PREFILTERED1_EM_338.00,ELA_PREFILTERED1_EM_340.00,ELA_PREFILTERED1_EM_342.00,ELA_PREFILTERED1_EM_344.00,ELA_PREFILTERED1_EM_346.00,ELA_PREFILTERED1_EM_348.00,ELA_PREFILTERED1_EM_350.00,ELA_PREFILTERED1_EM_352.00,ELA_PREFILTERED1_EM_354.00,ELA_PREFILTERED1_EM_356.00,ELA_PREFILTERED1_EM_358.00,ELA_PREFILTERED1_EM_360.00,ELA_PREFILTERED1_EM_362.00,ELA_PREFILTERED1_EM_364.00,ELA_PREFILTERED1_EM_366.00,ELA_PREFILTERED1_EM_368.00,ELA_PREFILTERED1_EM_370.00,ELA_PREFILTERED1_EM_372.00,ELA_PREFILTERED1_EM_374.00,ELA_PREFILTERED1_EM_376.00,ELA_PREFILTERED1_EM_378.00,ELA_PREFILTERED1_EM_380.00,ELA_PREFILTERED1_EM_382.00,ELA_PREFILTERED1_EM_384.00,ELA_PREFILTERED1_EM_386.00,ELA_PREFILTERED1_EM_388.00,ELA_PREFILTERED1_EM_390.00,ELA_PREFILTERED1_EM_392.00,ELA_PREFILTERED1_EM_394.00,ELA_PREFILTERED1_EM_396.00,ELA_PREFILTERED1_EM_398.00,ELA_PREFILTERED1_EM_400.00,ELA_PREFILTERED1_EM_402.00,ELA_PREFILTERED1_EM_404.00,ELA_PREFILTERED1_EM_406.00,ELA_PREFILTERED1_EM_408.00,ELA_PREFILTERED1_EM_410.00,ELA_PREFILTERED1_EM_412.00,ELA_PREFILTERED1_EM_414.00,ELA_PREFILTERED1_EM_416.00,ELA_PREFILTERED1_EM_418.00,ELA_PREFILTERED1_EM_420.00,ELA_PREFILTERED1_EM_422.00,ELA_PREFILTERED1_EM_424.00,ELA_PREFILTERED1_EM_426.00,ELA_PREFILTERED1_EM_428.00,ELA_PREFILTERED1_EM_430.00,ELA_PREFILTERED1_EM_432.00,ELA_PREFILTERED1_EM_434.00,ELA_PREFILTERED1_EM_436.00,ELA_PREFILTERED1_EM_438.00,ELA_PREFILTERED1_EM_440.00,ELA_PREFILTERED1_EM_442.00,ELA_PREFILTERED1_EM_444.00,ELA_PREFILTERED1_EM_446.00,ELA_PREFILTERED1_EM_448.00,ELA_PREFILTERED1_EM_450.00,ELA_PREFILTERED1_EM_452.00,ELA_PREFILTERED1_EM_454.00,ELA_PREFILTERED1_EM_456.00,ELA_PREFILTERED1_EM_458.00,ELA_PREFILTERED1_EM_460.00,ELA_PREFILTERED1_EM_462.00,ELA_PREFILTERED1_EM_464.00,ELA_PREFILTERED1_EM_466.00,ELA_PREFILTERED1_EM_468.00,ELA_PREFILTERED1_EM_470.00,ELA_PREFILTERED1_EM_472.00,ELA_PREFILTERED1_EM_474.00,ELA_PREFILTERED1_EM_476.00,ELA_PREFILTERED1_EM_478.00,ELA_PREFILTERED1_EM_480.00,ELA_PREFILTERED1_EM_482.00,ELA_PREFILTERED1_EM_484.00,ELA_PREFILTERED1_EM_486.00,ELA_PREFILTERED1_EM_488.00,ELA_PREFILTERED1_EM_490.00,ELA_PREFILTERED1_EM_492.00,ELA_PREFILTERED1_EM_494.00,ELA_PREFILTERED1_EM_496.00,ELA_PREFILTERED1_EM_498.00,ELA_PREFILTERED1_EM_500.00,ELA_PREFILTERED1_EM_502.00,ELA_PREFILTERED1_EM_504.00,ELA_PREFILTERED1_EM_506.00,ELA_PREFILTERED1_EM_508.00,ELA_PREFILTERED1_EM_510.00,ELA_PREFILTERED1_EM_512.00,ELA_PREFILTERED1_EM_514.00,ELA_PREFILTERED1_EM_516.00,ELA_PREFILTERED1_EM_518.00,ELA_PREFILTERED1_EM_520.00,ELA_PREFILTERED1_EM_522.00,ELA_PREFILTERED1_EM_524.00,ELA_PREFILTERED1_EM_526.00,ELA_PREFILTERED1_EM_528.00,ELA_PREFILTERED1_EM_530.00,ELA_PREFILTERED1_EM_532.00,ELA_PREFILTERED1_EM_534.00,ELA_PREFILTERED1_EM_536.00,ELA_PREFILTERED1_EM_538.00,ELA_PREFILTERED1_EM_540.00,ELA_PREFILTERED1_EM_542.00,ELA_PREFILTERED1_EM_544.00,ELA_PREFILTERED1_EM_546.00,ELA_PREFILTERED1_EM_548.00,ELA_PREFILTERED1_EM_550.00,ELA_PREFILTERED1_EM_552.00,ELA_PREFILTERED1_EM_554.00,ELA_PREFILTERED1_EM_556.00,ELA_PREFILTERED1_EM_558.00,ELA_PREFILTERED1_EM_560.00,ELA_PREFILTERED1_EM_562.00,ELA_PREFILTERED1_EM_564.00,ELA_PREFILTERED1_EM_566.00,ELA_PREFILTERED1_EM_568.00,ELA_PREFILTERED1_EM_570.00,ELA_PREFILTERED1_EM_572.00,ELA_PREFILTERED1_EM_574.00,ELA_PREFILTERED1_EM_576.00,ELA_PREFILTERED1_EM_578.00,ELA_PREFILTERED1_EM_580.00,ELA_PREFILTERED1_EM_582.00,ELA_PREFILTERED1_EM_584.00,ELA_PREFILTERED1_EM_586.00,ELA_PREFILTERED1_EM_588.00,ELA_PREFILTERED1_EM_590.00,ELA_PREFILTERED1_EM_592.00,ELA_PREFILTERED1_EM_594.00,ELA_PREFILTERED1_EM_596.00,ELA_PREFILTERED1_EM_598.00,ELA_PREFILTERED1_EM_600.00
425,0.161808893,0.191875011,0.194180593,0.190277785,0.186212435,0.165654764,0.18429628,0.174965382,0.189852372,0.186001852,0.176827312,0.176814601,0.186069131,0.202710733,0.152878582,0.156661928,0.162031308,0.184062019,0.191480726,0.173100859,0.173119232,0.147156388,0.176811084,0.180511042,0.15281944,0.221220478,0.180397287,0.224458084,0.202426448,0.207909912,0.195178688,0.202505946,0.220619559,0.205948323,0.241384566,0.224600658,0.217490017,0.24118568,0.246835306,0.233463734,0.193185031,0.202195778,0.21174036,0.230213702,0.229961097,0.257642031,0.231776476,0.241588503,0.250554651,0.228214785,0.22645092,0.247968614,0.24496296,0.246269882,0.217496693,0.258108109,0.23059985,0.274661481,0.25832063,0.272993356,0.244660869,0.257696003,0.3187235,0.292326391,0.331586212,0.290825754,0.343917489,0.382002056,0.433175921,0.460437089,0.592003942,0.714672506,0.901302397,1.089032173,2.536006689,15.49007225,64.50772095,118.4702301,127.5146866,78.17789459,26.49758339,5.388820171,1.951384902,1.597345471,1.582661033,1.518314004,1.633744001,1.571240187,1.707971215,1.770805955,1.944799304,2.111535549,2.121130466,2.477036238,2.508558512,2.475673437,2.634341478,2.658220053,2.819141388,2.947062492,3.22703433,3.071439743,3.219216347,3.272073984,3.404510498,3.656342983,3.717490196,3.891654253,4.268318653,4.671312332,5.48690176,5.867941856,6.653460503,6.83510685,6.488881111,5.992673397,5.253559113,4.675281525,4.218835831,3.960896254,4.011175156,3.836731911,3.767255068,3.605596781,3.654266596,3.635495186,3.541864872,3.535408974,3.292971373,3.446708441,3.318418026,3.324376822,3.188928843,3.063690424,2.999237299,2.960957289,2.882540226,2.813569069,2.765733719,2.691455364,2.488774538,2.412560225,2.465026379,2.326160192,2.238351822,2.153487206,2.106615305,2.107432842,1.999157786,1.859354615,1.82697773,1.726502299,1.669292331,1.620395422,1.590720654,1.543305874,1.533584833,1.390532613,1.36934793,1.312727571,1.264987469,1.217477322,1.166289449,1.127091169,1.121426344,1.125246644
430,0.216615811,0.1674909,0.205352589,0.192522183,0.221596524,0.167618647,0.199285865,0.199458674,0.184735656,0.191982433,0.143287808,0.189466223,0.204078093,0.182244167,0.16048865,0.186847374,0.172541708,0.203771442,0.186978802,0.220842704,0.191772908,0.184611112,0.184562951,0.174965382,0.184534878,0.19175002,0.203178048,0.182100117,0.232281148,0.21269536,0.206102133,0.229475111,0.186868563,0.225655124,0.218202189,0.203645319,0.227341965,0.206003636,0.196542785,0.239761442,0.226986647,0.210434929,0.242336884,0.210890427,0.241606981,0.237208188,0.270923167,0.211006269,0.239586979,0.265382797,0.227781445,0.217733532,0.229758471,0.244409159,0.23729068,0.251670688,0.261175781,0.228281781,0.276054978,0.264278233,0.249540001,0.27846837,0.306592196,0.294145793,0.305257261,0.296296895,0.317621827,0.332671106,0.370133758,0.419902563,0.422371775,0.63361156,0.703561723,0.730530143,0.765678525,0.967393696,1.680950642,7.94294405,39.01537323,99.46669769,126.9160004,96.21930695,49.48858643,10.98093605,2.427589893,1.538880348,1.558088064,1.416821599,1.464799881,1.525119424,1.519607306,1.778129578,1.85351491,1.881131887,2.086820841,1.931675315,2.136427164,2.210666656,2.363072157,2.358062983,2.618529797,2.625813246,2.709269524,2.890997171,2.804082155,3.122057199,3.224423647,3.182619095,3.259438992,3.262660503,3.575332165,3.932659149,4.109820843,4.645799637,5.24898386,5.565731049,5.938458443,5.833451748,5.485489845,4.802650452,4.16408205,3.793075323,3.430782795,3.365091085,3.288531065,3.302121401,3.19684267,3.066033125,3.233931541,3.125434637,3.048070669,2.96211791,2.88850379,2.826154709,2.885208607,2.77677083,2.591764927,2.66045475,2.610197067,2.305342436,2.374027491,2.358793736,2.233222246,2.080601215,1.984174728,2.004611969,2.036025047,1.763555884,1.823526025,1.70145607,1.691907644,1.553682089,1.586128473,1.52809751,1.391423941,1.479365706,1.260173082,1.329376698,1.245177388,1.204313636,1.137024641,1.179812074,1.134748936,1.110628486,1.103573561,1.001751423
435.0700073,0.159513772,0.195805937,0.174965382,0.188090399,0.180190012,0.162029773,0.190293252,0.154329866,0.190309465,0.195404887,0.167297274,0.159747496,0.187670663,0.19002305,0.164847285,0.199926063,0.185114905,0.180008397,0.215573698,0.192695826,0.208095089,0.180011973,0.152217478,0.220436454,0.185056403,0.190181985,0.157531023,0.195026472,0.21730344,0.194770649,0.197600976,0.172464401,0.174965382,0.200092465,0.22303915,0.19774811,0.215194076,0.182487398,0.21551463,0.210080296,0.217398658,0.2321392,0.209962234,0.222862452,0.209812835,0.207689703,0.215219691,0.220173568,0.230151772,0.224979013,0.222383231,0.197356224,0.220575422,0.248101681,0.266591758,0.267594844,0.230501592,0.243364319,0.255442202,0.293737113,0.215168715,0.232745618,0.254814655,0.255334288,0.28556484,0.270411819,0.287579119,0.290628999,0.290330529,0.339572787,0.322094262,0.425427467,0.497852117,0.511428297,0.502811551,0.568596482,0.645416856,0.827438116,0.936568499,2.935124636,14.21943665,52.95896149,124.9814072,115.4742203,68.66825104,24.25321579,5.526966095,1.792083144,1.495420575,1.445506215,1.4129951,1.477298379,1.444220662,1.547260046,1.687839627,1.731822848,1.785426617,1.786025763,1.941631317,2.066452503,2.073861599,2.274770975,2.322781324,2.306828976,2.573130846,2.574500322,2.767764568,2.865948439,2.988381147,2.922735453,2.977651834,2.982170105,2.882319689,2.965959311,3.221234322,3.698665857,3.970473289,4.658921719,5.112609386,5.344432831,5.352095127,5.201423645,4.574147701,4.091824532,3.530620337,3.289960384,3.041353226,2.980004072,2.96929431,2.907666922,2.661266088,2.747691631,2.733454943,2.512301922,2.565467119,2.402114868,2.522260666,2.402390242,2.297495842,2.367658377,2.197087526,2.131902933,2.227194071,2.05981493,1.980171919,1.772037029,1.80836153,1.808740735,1.806573033,1.607651353,1.575588107,1.518490672,1.404610276,1.441873074,1.493715525,1.41958046,1.295963526,1.286538601,1.268687487,1.212530732,1.169923782,1.07833457,1.123149514,1.002064705,1.050780773,0.884950161
440,0.179730982,0.223289028,0.209582865,0.184655145,0.198897302,0.179780066,0.212917477,0.165471882,0.189145282,0.184395626,0.179718688,0.184364781,0.200701922,0.165638477,0.177287325,0.177288383,0.198415995,0.160982624,0.217145443,0.198291779,0.167917997,0.184319377,0.174965382,0.182009816,0.163249612,0.184291527,0.184137478,0.22335282,0.186580703,0.207399964,0.186562926,0.200562611,0.196092591,0.242817983,0.212721884,0.191325381,0.20300892,0.193782225,0.18898201,0.186537176,0.198231742,0.184280336,0.186625719,0.228374884,0.188992172,0.21468918,0.170274034,0.230884403,0.240462616,0.219338834,0.226361603,0.225801751,0.240408421,0.212416023,0.205391109,0.221709639,0.221874654,0.212513044,0.266467422,0.240211844,0.251918584,0.259265244,0.262628824,0.221551761,0.251860857,0.235395923,0.253572106,0.235184163,0.297843128,0.335175633,0.34064883,0.357587695,0.393542111,0.363248229,0.358409524,0.451925993,0.484117687,0.504112542,0.584567547,0.725703299,0.761368692,1.265608668,7.731397152,29.75719261,79.18400574,112.4531403,98.1699295,46.61183548,10.59919739,2.250811577,1.505285144,1.474712968,1.386521339,1.347593307,1.433018208,1.387553215,1.458694935,1.552290201,1.666851282,1.801422477,1.835368991,1.928305864,2.151072502,2.024282932,2.117721796,2.286929607,2.141667366,2.464725733,2.375679731,2.415472507,2.684346676,2.5382514,2.592722654,2.862319708,2.665226221,2.79243803,2.851942062,3.081222534,3.08434701,3.398350477,3.870393991,4.520849228,4.698276043,4.695896149,4.884038448,4.349410534,3.990156889,3.312818289,3.008782864,2.78584075,2.712117434,2.498668194,2.595513821,2.624947786,2.453830719,2.337469339,2.347653866,2.08152771,2.283583403,2.159192801,2.045403004,2.004232407,1.994417667,1.931704402,1.825210571,1.805693865,1.71594286,1.71545577,1.606562018,1.638945699,1.502670884,1.478875518,1.415654421,1.303427815,1.443083763,1.249478817,1.225197196,1.212119341,1.15354085,1.174795389,1.075506449,1.090302467,1.053796768,0.992175758,0.965836465,0.865090132
445,0.201567382,0.181770325,0.197948873,0.143390402,0.201614231,0.199471802,0.190455362,0.179425061,0.203651488,0.185999647,0.183833465,0.185996696,0.183781728,0.196901798,0.199197337,0.179299176,0.186001182,0.170607701,0.179346904,0.179334342,0.205844283,0.157422215,0.155231446,0.196876511,0.166197598,0.19235684,0.192206234,0.185753688,0.187893525,0.161931336,0.170557663,0.205451056,0.188097328,0.170546487,0.185956836,0.205759242,0.179345012,0.179344907,0.196683645,0.19890064,0.196688026,0.213986397,0.211864382,0.211844862,0.188072339,0.201283127,0.201312199,0.227439433,0.218849182,0.207187414,0.209859267,0.222580209,0.212251648,0.22957474,0.218950421,0.190381914,0.227214366,0.199202687,0.225307047,0.240732357,0.223012805,0.256309628,0.229512781,0.246895909,0.22303842,0.235675395,0.229307771,0.26184541,0.262067705,0.238265499,0.278969526,0.299583614,0.269595951,0.300272435,0.294338554,0.349458754,0.382979572,0.398550153,0.470434487,0.481408507,0.448988616,0.51043129,0.734463334,0.841700912,2.336139441,12.54409981,47.55549622,95.89906311,104.2626953,66.78736877,24.41246223,5.189962864,1.602873206,1.38538146,1.440601945,1.214381456,1.291230321,1.320768833,1.420983195,1.293330312,1.529140711,1.665233254,1.673030019,1.843385339,1.77989006,1.981789231,1.918268323,2.009899139,2.137557268,2.09307003,2.208609819,2.300670147,2.258383751,2.388741732,2.4103477,2.41348052,2.525920391,2.509388685,2.507243633,2.613149166,2.499462605,2.741130352,3.062319517,3.536284447,3.79347086,4.179112434,4.232243538,4.382884502,4.088313103,3.731266022,3.306167841,2.890479326,2.538010359,2.323741674,2.226854324,2.061911821,2.160187721,2.145704269,1.962376118,2.06656003,1.827850819,1.892227054,1.893234134,1.858813286,1.791917682,1.632814646,1.573389292,1.561383605,1.416172624,1.575738907,1.376022816,1.355528831,1.387365341,1.23023057,1.228260398,1.243258238,1.187588692,1.205968738,1.112930298,1.149353743,1.086729527,0.961304307,1.048560262,0.970786572,0.888962328,0.915927589
450,0.186338842,0.188866407,0.179649264,0.207325593,0.186402082,0.179547459,0.172691032,0.18866241,0.174965382,0.163589418,0.177254215,0.174965382,0.186254427,0.195264176,0.179461092,0.170514584,0.188514471,0.192992046,0.170476437,0.197344363,0.168211892,0.195269316,0.18619369,0.188490257,0.179464161,0.188370869,0.163910985,0.1838319,0.163814619,0.190531909,0.170484588,0.219339609,0.174965382,0.192892715,0.161431074,0.190593585,0.195135891,0.163698763,0.177177697,0.208387613,0.168313369,0.210941613,0.215312824,0.192962125,0.199594542,0.210518643,0.21070607,0.219860375,0.186162859,0.230434403,0.20156154,0.208437502,0.217477724,0.206474841,0.199682042,0.215314806,0.201935008,0.235830337,0.215539098,0.231255457,0.222102046,0.240512326,0.262201995,0.221946925,0.252753019,0.235002071,0.219241083,0.237293571,0.228782475,0.228463605,0.232538581,0.247946292,0.271794856,0.292402089,0.279277474,0.310178697,0.363766164,0.371784449,0.307961792,0.384929299,0.37016046,0.454148293,0.487793773,0.536830902,0.570751071,0.750937164,1.126433849,5.290724754,32.65956116,82.63864899,109.5840378,85.61368561,39.51470184,9.070352554,2.205518961,1.325566173,1.32749784,1.204581738,1.141558051,1.249143243,1.370549202,1.350131512,1.369489908,1.545993924,1.55733192,1.633184075,1.693214178,1.777554274,1.99779439,1.897348881,1.987723589,2.000996828,2.01098156,2.172616482,2.106888771,2.133105993,2.114111423,2.206606865,2.260747433,2.188897848,2.254268169,2.309808254,2.231991529,2.35749507,2.421725273,2.644770861,2.785156965,3.301208973,3.469432831,3.875896454,3.794404507,3.865778923,3.192008495,2.899352312,2.595159769,2.341216326,2.183267593,2.034841537,1.991727471,1.858142853,1.725263834,1.794871688,1.77607882,1.72834897,1.616384506,1.607218385,1.529487371,1.499158382,1.460468531,1.348886609,1.266278625,1.249867916,1.207102418,1.183361292,1.150929809,1.079160452,1.074359775,1.170871973,1.006086349,0.974875927,1.007326484,0.952688575,0.956061542,0.8726511,0.885507047,0.9481709
455,0.200342372,0.169204667,0.186302096,0.172139734,0.169384301,0.219779551,0.188817874,0.172171161,0.188882485,0.16396606,0.20275335,0.161203593,0.166671216,0.169495806,0.188543856,0.180371463,0.161209315,0.169498235,0.169486552,0.196803734,0.136577666,0.224130794,0.185847372,0.150385156,0.174965382,0.153135017,0.212383524,0.185790524,0.164276049,0.215626583,0.183162749,0.193790272,0.210226983,0.188631773,0.232547432,0.153076664,0.185882717,0.204775274,0.215352774,0.153361276,0.212607577,0.150535211,0.207381427,0.221249074,0.177675858,0.196631625,0.229433537,0.202051044,0.243114978,0.21837005,0.20749259,0.213029549,0.223708481,0.215938121,0.218278751,0.207759351,0.188616991,0.204932585,0.226911724,0.204751298,0.229788736,0.232258841,0.229234308,0.219062686,0.245321408,0.207158029,0.236372739,0.226161346,0.251246572,0.218065575,0.241388679,0.247405827,0.226041064,0.294810057,0.29078716,0.298593372,0.30558154,0.342477262,0.333945751,0.329362452,0.362570077,0.355540305,0.403340757,0.417580932,0.504219174,0.587469339,0.605366111,0.651055813,0.952557921,2.80826807,15.35281944,56.51869965,100.4871445,101.2350616,60.84775543,19.65627098,3.664002657,1.589057922,1.231445313,1.239217281,1.152950048,1.237164855,1.294307113,1.262521625,1.313746214,1.49928093,1.392766714,1.415995359,1.588581443,1.698399544,1.744904041,1.769456983,1.68123436,1.783104062,2.011871815,1.921208262,1.91812861,1.88582015,1.926302195,1.981411457,1.917009234,2.089707375,1.965466142,2.045910358,2.014593601,2.025913239,2.099410534,2.035198212,2.407042742,2.52213335,2.862400532,2.966073513,3.462376595,3.285456657,3.504732847,3.07891202,2.971633911,2.29907155,2.142174959,1.885582805,1.746671438,1.727714658,1.629832387,1.480434418,1.557740569,1.542595625,1.434967279,1.401084661,1.458150268,1.347838879,1.305828571,1.13118434,1.107253313,1.159418583,1.180658937,1.046881914,0.994773209,0.978411317,0.964082539,0.891753316,0.909209371,0.935258746,0.871144712,0.794341385,0.799628556,0.72337985
460,0.207535163,0.221231818,0.180132821,0.246755287,0.185093328,0.18000026,0.205119163,0.180040166,0.182516754,0.189974874,0.192587197,0.192314491,0.174965382,0.20970647,0.194759667,0.204561681,0.199823499,0.17989926,0.19470194,0.194817528,0.225067466,0.167478621,0.189878106,0.169999018,0.172488347,0.184673175,0.189671367,0.187134504,0.192131296,0.228618413,0.184802338,0.182316452,0.17743516,0.18977651,0.199768379,0.199726313,0.209552586,0.165168062,0.189690724,0.184723482,0.209177226,0.17987965,0.201887563,0.172498971,0.206916153,0.199550688,0.211822778,0.20973736,0.21208775,0.21187529,0.197022751,0.179945514,0.199604779,0.189775079,0.182352185,0.212187245,0.202081814,0.187291101,0.227119729,0.229185298,0.234297752,0.256783843,0.19972527,0.227259725,0.224041045,0.229242951,0.230869591,0.262366295,0.275893182,0.280607939,0.248207033,0.221311033,0.233636916,0.272461444,0.267637908,0.284322441,0.289173335,0.308245718,0.336381912,0.355380595,0.33592844,0.303644598,0.364428341,0.34177348,0.347752184,0.405547351,0.390348136,0.503013492,0.540645123,0.573026359,0.72434485,1.20534575,5.009601116,28.28923607,78.72380066,104.3488312,85.84940338,44.32762527,9.123374939,2.007173061,1.300741434,1.251268506,1.168708444,1.220792532,1.241380811,1.24695909,1.35466671,1.342998862,1.42498672,1.407033324,1.528089643,1.528718591,1.550370455,1.609051108,1.611719012,1.659886479,1.696472168,1.846668959,1.72988677,1.791271091,1.739442229,1.764245987,1.864060402,1.921162009,1.698860407,1.917511463,1.956969261,1.787012339,1.953116655,1.922729969,1.927270412,1.916436434,2.127617359,2.34684062,2.602711916,2.772361755,2.927135944,3.080028296,2.920106173,2.671990156,2.391712427,2.047496319,1.868125081,1.592209935,1.445052028,1.476084709,1.490503907,1.343446136,1.299678922,1.272932172,1.223910451,1.136693478,1.129610062,1.088298559,1.062710643,0.945810437,1.025771856,0.989808679,0.973693311,0.881355524,0.806137919,0.908217132,0.802833498,0.885970116,0.799517512,0.753035426
465,0.171897456,0.206481695,0.215681493,0.190536469,0.159469813,0.190412253,0.23937881,0.184175909,0.168825343,0.174965382,0.215000495,0.19616273,0.208501965,0.165820792,0.165886387,0.195950478,0.153776243,0.168915138,0.14168489,0.199091122,0.202073321,0.174965382,0.14792797,0.150807798,0.171960384,0.189699173,0.15708977,0.174965382,0.216770411,0.195797965,0.198869526,0.216916218,0.210729271,0.193080172,0.187056035,0.211047366,0.223215565,0.246552467,0.171967164,0.195880011,0.195910424,0.204800457,0.189870596,0.202080995,0.219896555,0.231861994,0.201638132,0.189903155,0.262135446,0.207963139,0.243569463,0.207631245,0.177982166,0.219815403,0.171959341,0.222622156,0.177965641,0.211112902,0.228609458,0.229287133,0.211300716,0.220158905,0.256197959,0.22350347,0.240968227,0.231372818,0.274874568,0.263190031,0.315055221,0.337857395,0.341027111,0.30244416,0.313718975,0.242701694,0.260965466,0.230982333,0.29608047,0.248964459,0.267094314,0.326311022,0.316083729,0.331183136,0.307771027,0.345710814,0.348885089,0.372714579,0.387633294,0.444307715,0.356256723,0.485356629,0.563393235,0.615452647,0.632293701,0.920469284,3.276260614,15.36376381,55.00492096,94.66375732,95.48013306,56.4355278,19.53258514,3.650619507,1.483443499,1.272088885,1.243205905,1.115189433,1.137273073,1.169687748,1.19143033,1.24653244,1.325301647,1.3554461,1.405709028,1.442257404,1.422637105,1.472097516,1.474217534,1.505822301,1.633517742,1.576649189,1.555607915,1.665401936,1.661976099,1.638420343,1.609715462,1.649607778,1.723246932,1.533717275,1.653523326,1.630259514,1.627419591,1.641888857,1.646718025,1.703766108,1.748153925,1.870040178,1.889775157,2.286110878,2.409421682,2.617377281,2.581221581,2.571043968,2.439248085,2.203861713,1.87507236,1.438138247,1.39905262,1.174818397,1.219998717,1.045266867,1.068567753,1.024366021,0.96499449,1.03668952,0.987811923,0.945608914,1.028451204,0.843126059,0.87620914,0.89487803,0.872674167,0.875025094,0.81861043,0.791422725,0.711705387,0.752657592
470,0.178676009,0.152251363,0.189960077,0.16744113,0.230844617,0.25640735,0.197202757,0.189699814,0.174965382,0.19320491,0.189657375,0.185970962,0.145790443,0.164072454,0.15316923,0.146109834,0.203988433,0.196747214,0.214551523,0.204087108,0.153331831,0.167784899,0.214872211,0.135416672,0.16056259,0.164325312,0.210421845,0.157243937,0.203453079,0.196228176,0.185623065,0.142784253,0.218628585,0.178546295,0.203957081,0.178556606,0.178573638,0.222054884,0.157110661,0.207027167,0.164236918,0.203783929,0.218033716,0.214417368,0.207238019,0.189327568,0.228487104,0.214238748,0.153390646,0.203488931,0.242315471,0.174965382,0.232509613,0.25725311,0.258052468,0.203820109,0.228870451,0.21819523,0.200135738,0.23995766,0.210987002,0.214761347,0.20022282,0.269107223,0.203625754,0.182072103,0.235054523,0.238869041,0.289082348,0.350311697,0.342049778,0.381266832,0.312102944,0.326741517,0.329623759,0.320815772,0.30952388,0.312546074,0.295219749,0.291667581,0.309853494,0.312564045,0.270147085,0.308550894,0.334629864,0.299491733,0.376327574,0.36567837,0.414419711,0.416433215,0.462181091,0.497681797,0.532660961,0.535927653,0.701232851,0.794197679,1.195786715,5.578355789,28.79295731,74.3875351,98.67824554,80.8369751,38.80140686,8.582263947,1.860542774,1.197576046,1.18718338,1.128598928,1.216487646,1.170995474,1.086265564,1.388140678,1.270313501,1.299651384,1.190366864,1.170938969,1.332401395,1.319122076,1.296899915,1.402779818,1.257815838,1.382856369,1.482020259,1.463413119,1.502874136,1.61070025,1.609996438,1.582382321,1.501516223,1.5508039,1.352805018,1.598495722,1.477991223,1.440743208,1.364138961,1.390309691,1.493895292,1.64286685,1.516588092,1.875338435,1.890503764,2.069825172,2.136707783,2.290099144,2.275908947,2.230677605,2.050632477,1.76704669,1.63199532,1.424109697,1.097839952,1.025290489,1.077787399,0.917180061,0.998196006,0.977933168,0.793040752,0.962686777,0.852971971,0.78900665,0.738947392,0.766996443,0.717314363,0.769274831,0.685072541,0.720832288
