Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MilliQBlank02_09_22_EM_270.00,MilliQBlank02_09_22_EM_272.00,MilliQBlank02_09_22_EM_274.00,MilliQBlank02_09_22_EM_276.00,MilliQBlank02_09_22_EM_278.00,MilliQBlank02_09_22_EM_280.00,MilliQBlank02_09_22_EM_282.00,MilliQBlank02_09_22_EM_284.00,MilliQBlank02_09_22_EM_286.00,MilliQBlank02_09_22_EM_288.00,MilliQBlank02_09_22_EM_290.00,MilliQBlank02_09_22_EM_292.00,MilliQBlank02_09_22_EM_294.00,MilliQBlank02_09_22_EM_296.00,MilliQBlank02_09_22_EM_298.00,MilliQBlank02_09_22_EM_300.00,MilliQBlank02_09_22_EM_302.00,MilliQBlank02_09_22_EM_304.00,MilliQBlank02_09_22_EM_306.00,MilliQBlank02_09_22_EM_308.00,MilliQBlank02_09_22_EM_310.00,MilliQBlank02_09_22_EM_312.00,MilliQBlank02_09_22_EM_314.00,MilliQBlank02_09_22_EM_316.00,MilliQBlank02_09_22_EM_318.00,MilliQBlank02_09_22_EM_320.00,MilliQBlank02_09_22_EM_322.00,MilliQBlank02_09_22_EM_324.00,MilliQBlank02_09_22_EM_326.00,MilliQBlank02_09_22_EM_328.00,MilliQBlank02_09_22_EM_330.00,MilliQBlank02_09_22_EM_332.00,MilliQBlank02_09_22_EM_334.00,MilliQBlank02_09_22_EM_336.00,MilliQBlank02_09_22_EM_338.00,MilliQBlank02_09_22_EM_340.00,MilliQBlank02_09_22_EM_342.00,MilliQBlank02_09_22_EM_344.00,MilliQBlank02_09_22_EM_346.00,MilliQBlank02_09_22_EM_348.00,MilliQBlank02_09_22_EM_350.00,MilliQBlank02_09_22_EM_352.00,MilliQBlank02_09_22_EM_354.00,MilliQBlank02_09_22_EM_356.00,MilliQBlank02_09_22_EM_358.00,MilliQBlank02_09_22_EM_360.00,MilliQBlank02_09_22_EM_362.00,MilliQBlank02_09_22_EM_364.00,MilliQBlank02_09_22_EM_366.00,MilliQBlank02_09_22_EM_368.00,MilliQBlank02_09_22_EM_370.00,MilliQBlank02_09_22_EM_372.00,MilliQBlank02_09_22_EM_374.00,MilliQBlank02_09_22_EM_376.00,MilliQBlank02_09_22_EM_378.00,MilliQBlank02_09_22_EM_380.00,MilliQBlank02_09_22_EM_382.00,MilliQBlank02_09_22_EM_384.00,MilliQBlank02_09_22_EM_386.00,MilliQBlank02_09_22_EM_388.00,MilliQBlank02_09_22_EM_390.00,MilliQBlank02_09_22_EM_392.00,MilliQBlank02_09_22_EM_394.00,MilliQBlank02_09_22_EM_396.00,MilliQBlank02_09_22_EM_398.00,MilliQBlank02_09_22_EM_400.00,MilliQBlank02_09_22_EM_402.00,MilliQBlank02_09_22_EM_404.00,MilliQBlank02_09_22_EM_406.00,MilliQBlank02_09_22_EM_408.00,MilliQBlank02_09_22_EM_410.00,MilliQBlank02_09_22_EM_412.00,MilliQBlank02_09_22_EM_414.00,MilliQBlank02_09_22_EM_416.00,MilliQBlank02_09_22_EM_418.00,MilliQBlank02_09_22_EM_420.00,MilliQBlank02_09_22_EM_422.00,MilliQBlank02_09_22_EM_424.00,MilliQBlank02_09_22_EM_426.00,MilliQBlank02_09_22_EM_428.00,MilliQBlank02_09_22_EM_430.00,MilliQBlank02_09_22_EM_432.00,MilliQBlank02_09_22_EM_434.00,MilliQBlank02_09_22_EM_436.00,MilliQBlank02_09_22_EM_438.00,MilliQBlank02_09_22_EM_440.00,MilliQBlank02_09_22_EM_442.00,MilliQBlank02_09_22_EM_444.00,MilliQBlank02_09_22_EM_446.00,MilliQBlank02_09_22_EM_448.00,MilliQBlank02_09_22_EM_450.00,MilliQBlank02_09_22_EM_452.00,MilliQBlank02_09_22_EM_454.00,MilliQBlank02_09_22_EM_456.00,MilliQBlank02_09_22_EM_458.00,MilliQBlank02_09_22_EM_460.00,MilliQBlank02_09_22_EM_462.00,MilliQBlank02_09_22_EM_464.00,MilliQBlank02_09_22_EM_466.00,MilliQBlank02_09_22_EM_468.00,MilliQBlank02_09_22_EM_470.00,MilliQBlank02_09_22_EM_472.00,MilliQBlank02_09_22_EM_474.00,MilliQBlank02_09_22_EM_476.00,MilliQBlank02_09_22_EM_478.00,MilliQBlank02_09_22_EM_480.00,MilliQBlank02_09_22_EM_482.00,MilliQBlank02_09_22_EM_484.00,MilliQBlank02_09_22_EM_486.00,MilliQBlank02_09_22_EM_488.00,MilliQBlank02_09_22_EM_490.00,MilliQBlank02_09_22_EM_492.00,MilliQBlank02_09_22_EM_494.00,MilliQBlank02_09_22_EM_496.00,MilliQBlank02_09_22_EM_498.00,MilliQBlank02_09_22_EM_500.00,MilliQBlank02_09_22_EM_502.00,MilliQBlank02_09_22_EM_504.00,MilliQBlank02_09_22_EM_506.00,MilliQBlank02_09_22_EM_508.00,MilliQBlank02_09_22_EM_510.00,MilliQBlank02_09_22_EM_512.00,MilliQBlank02_09_22_EM_514.00,MilliQBlank02_09_22_EM_516.00,MilliQBlank02_09_22_EM_518.00,MilliQBlank02_09_22_EM_520.00,MilliQBlank02_09_22_EM_522.00,MilliQBlank02_09_22_EM_524.00,MilliQBlank02_09_22_EM_526.00,MilliQBlank02_09_22_EM_528.00,MilliQBlank02_09_22_EM_530.00,MilliQBlank02_09_22_EM_532.00,MilliQBlank02_09_22_EM_534.00,MilliQBlank02_09_22_EM_536.00,MilliQBlank02_09_22_EM_538.00,MilliQBlank02_09_22_EM_540.00,MilliQBlank02_09_22_EM_542.00,MilliQBlank02_09_22_EM_544.00,MilliQBlank02_09_22_EM_546.00,MilliQBlank02_09_22_EM_548.00,MilliQBlank02_09_22_EM_550.00,MilliQBlank02_09_22_EM_552.00,MilliQBlank02_09_22_EM_554.00,MilliQBlank02_09_22_EM_556.00,MilliQBlank02_09_22_EM_558.00,MilliQBlank02_09_22_EM_560.00,MilliQBlank02_09_22_EM_562.00,MilliQBlank02_09_22_EM_564.00,MilliQBlank02_09_22_EM_566.00,MilliQBlank02_09_22_EM_568.00,MilliQBlank02_09_22_EM_570.00,MilliQBlank02_09_22_EM_572.00,MilliQBlank02_09_22_EM_574.00,MilliQBlank02_09_22_EM_576.00,MilliQBlank02_09_22_EM_578.00,MilliQBlank02_09_22_EM_580.00,MilliQBlank02_09_22_EM_582.00,MilliQBlank02_09_22_EM_584.00,MilliQBlank02_09_22_EM_586.00,MilliQBlank02_09_22_EM_588.00,MilliQBlank02_09_22_EM_590.00,MilliQBlank02_09_22_EM_592.00,MilliQBlank02_09_22_EM_594.00,MilliQBlank02_09_22_EM_596.00,MilliQBlank02_09_22_EM_598.00,MilliQBlank02_09_22_EM_600.00
375.0700073,0.021496015,-0.021745512,0,0.04299365,0.021122223,-0.03718242,0.0322158,0.048010755,0.025963912,0.005261967,-0.015939472,0.005237055,-0.010472137,0.036865778,0.063699,0.015804114,0.020858102,0.010463096,0.005278382,0.015530121,0.031506646,0.036292937,0.036293313,-0.01028849,0.051936451,0.051848393,0.0253623,0.06732019,0.025951648,-0.0103221,0.10389664,0.103350624,0.041744936,0.078620881,0.021235481,0.103016317,-0.005227091,0.079559557,0.188389957,0.200057909,0.139852896,0.202535331,0.292249262,0.231660232,0.350084186,0.283144653,0.493583441,0.582628489,1.010247469,2.327801943,12.34845829,48.45381927,97.75967407,128.3910065,77.17328644,33.20613098,8.704203606,1.515348077,1.139511824,0.836443841,0.694451749,0.524136245,0.487183928,0.415038019,0.561170161,0.402134955,0.463582993,0.361318976,0.268511504,0.371412724,0.349884063,0.311994642,0.355592757,0.286501586,0.501161575,0.885167718,1.887109876,3.532832384,5.155961514,6.445351601,6.790113449,5.812111855,4.167105198,2.397565603,1.0009588,0.517377019,0.428653091,0.275588691,0.308190972,0.26864019,0.231471747,0.180006564,0.164998949,0.106500812,0.183954924,0.111608326,0.13838841,0.126597628,0.169136763,0.12632975,0.095486663,0.157557234,0.11190749,0.042519718,0.057898086,0.068679139,0.063491054,0.085095972,0.068363488,0.058084276,0.047678333,0.110773519,0.068986744,0.063324869,0.15378578,0.0859605,0.021236157,0.057724904,0.101542376,0.152846366,0.105768062,0.116572969,0.073386028,0.085150771,0.015916808,0.126807675,0.096673362,-0.037110668,0.047945533,0.074498199,0.031523697,0.026746979,0.058154289,0.021302544,0.03192712,-0.010613965,0.058476426,0.069767192,0.031825174,0.016039692,0,-0.026499473,0.031825174,0.021054959,0.052614134,0.0423164,0.036945164,0.010560276,0.021007853,0.047674034,0.010661322,0.047815621,0.026550129,0.005303577,0,-0.037005711,-0.032020662,0.080147043,-0.042171407,0.068912141,0.042603955,0.095540389,-0.010629477,0.021082036,0.021127356,0.05287005
380,0.046167839,0.022970445,0.036257174,0.040569417,0.018071011,0.004494362,0.049712569,0.063429065,-0.008966961,0.070966333,0.067044206,0.035163287,-0.009007711,0.013250181,0.035928413,-0.030591866,0.008819236,0.03524648,-0.022391502,0.031442728,0.03093075,0.080492973,0.017528176,0.004372254,0.035409667,0.082967259,0.060804795,0.083295338,0.035231736,-0.017777383,0.035696913,0.039775312,0.008820287,0.102813058,0.054245133,0.031240793,0.07919503,0.071761101,0.13193889,0.1305608,0.088402867,0.162623063,0.230482161,0.140658721,0.32701537,0.334467053,0.342414618,0.279076248,0.449650317,0.641845763,0.617670715,1.0645895,5.33281374,35.46460724,80.20124817,152.0697174,111.4768066,41.87059402,12.97744179,2.463130236,0.990716517,0.756252348,0.679189026,0.53817749,0.602422953,0.340322465,0.366395772,0.375924885,0.432000071,0.390328735,0.27609548,0.303399414,0.242270872,0.283468395,0.202630594,0.245023787,0.289815009,0.488550454,0.888131142,1.698877335,3.205586195,4.431406975,5.939170361,6.317931175,5.286516666,3.836844444,2.016400099,0.999324977,0.496186942,0.375365317,0.246429026,0.278137922,0.200824723,0.18227002,0.160668373,0.089272961,0.124184489,0.053713385,0.155839533,0.147073895,0.138827935,0.067254022,0.080535471,0.125319451,0.089363106,0.125132397,0.102719389,0.102125086,0.094108373,0.139019683,0.133966848,0.129675016,0.071663395,0.04943176,0.094133675,-0.00449709,0.103477284,0.040437445,0.09997955,0.085120872,0.103606872,0.054288324,0.062323604,0.062658042,0.090418778,0.089291692,0.054007832,0.040841334,0.027252166,-0.009124795,0.049154978,0.018070439,0.04921348,0.054025583,0.054294467,0.044575002,-0.004497697,0.026894854,0.017698333,0.004495837,0.044484977,0.049671713,0.022474334,0.013431833,0.04476596,0,0.008896599,0.057967395,0.049342841,0.066935301,0.040157776,0.004490507,-0.004440695,-0.026800312,0.053419992,0.071128815,0.066847898,0.00455855,0.022053635,0,0.022586824,0.017853796,-0.013527712,-0.031333506,-0.031400412,0.049817033
385.0700073,0.018811844,0.014003903,0.055561729,0.04085394,0.027769549,0.032261334,-0.004615314,0.063408382,-0.009155539,0.040427636,0,0.008882889,0,0.009071982,0.00895949,0.031360742,0.106839031,0.035882004,0.059360459,0.008974445,0.049297951,0.004446994,-0.026917538,0.061848927,0.053284783,0.035575479,0.026669392,0.030800777,0.026919592,0.053729258,0.053820349,0.008999078,0.027026419,0.085716479,0.10809058,0.084595591,0.112771101,0.013448753,0.093296431,0.079278387,0.058047634,0.137503982,0.109776713,0.169152021,0.240833819,0.241323516,0.182138845,0.205200493,0.262657642,0.373177946,0.277787745,0.389129698,0.454404354,0.869189262,2.114725113,14.82693768,50.96582031,100.3484726,127.4141388,89.04379272,27.30258369,6.68847084,1.317777872,1.013070464,0.977631092,0.575689614,0.529537678,0.485517651,0.567731202,0.426362664,0.450364381,0.457570553,0.321385533,0.338625103,0.204021484,0.298389137,0.324003249,0.343074858,0.354455233,0.351650715,0.34780097,0.528386116,1.030984044,2.192251921,3.589805365,4.634516239,5.534955978,5.320524216,4.416546345,2.72031641,1.596464872,0.796135604,0.431386769,0.324663609,0.259334922,0.22974214,0.194224745,0.131849349,0.0860328,0.139451817,0.082261272,0.13124904,0.054710329,0.06841661,0.12796548,0.063456953,0.054605272,0.10086561,0.091053538,0.054670949,0.045245182,0.03612978,0.068597458,0.013682012,0.090306096,0.027330494,0.041151322,0.109642111,0.073162928,0.004555539,0,0.050701991,0.05004527,-0.031997807,0.082628317,0.067525595,0.068513803,0.073170282,0.032057445,0.049896803,0.068179958,0.036605399,0.058633305,-0.004553548,0.077079326,0.077200443,0.031411406,0.009073751,0.027146988,0.022695087,0.053911503,0.040903699,0.018182149,-0.054925941,0.045334615,-0.031898506,0.045322698,-0.018076563,0.004520101,0.049961846,0.022475041,0.054405484,0.018197948,0.02724907,0.072872356,0.031802572,0.081787698,-0.009143693,0.009095995,-0.02262638,0.018161593,0.013580991,-0.022750853,0.059419066,-0.018181322,-0.018264173
390,0.020139933,0.068747699,0.045044493,0.016056068,0.036234654,0.056526601,-0.02392335,0.016336866,0,0.027744858,0.051714946,0.054982387,0.019865233,0.015887517,0.007881028,0.035559349,-0.015691875,0.035514586,0.01180461,0.007969525,0.027707629,0,0.015738118,0.007805031,0.051431779,0.069877677,0.003927498,0.031342436,0.015836379,0.071043752,-0.011869671,0.047456902,0.067013562,0.047773175,0.055873279,0.072808169,0.108121529,0.098599106,0.107587613,0.082866065,0.055514801,0.135302305,0.129623726,0.136690989,0.182687446,0.11119362,0.225153163,0.154785857,0.195853397,0.274648726,0.206766024,0.228647113,0.263861597,0.376668721,0.409797311,0.745402992,1.101321578,5.238515377,27.08517456,76.23788452,105.5772629,97.11473846,45.16913223,13.91449261,4.688108444,1.058285952,0.982037067,0.784279168,0.58927995,0.499716669,0.538409233,0.635186076,0.465669781,0.450993389,0.484600902,0.406538069,0.282239944,0.393383145,0.260920525,0.219185501,0.2401191,0.202502295,0.207550853,0.264383882,0.474858433,0.749230862,1.590504885,2.845290422,4.146120548,5.074384689,5.116472721,4.367245674,2.911993504,1.721918225,0.817071974,0.419476628,0.252303779,0.243421629,0.127407804,0.140989184,0.092018403,0.121050231,0.080610707,0.068799734,0.096493661,0.072173215,0.04843729,0.140772,0.088880628,0.121529326,0.048495233,0.105184376,0.092429608,0.036304083,0.104644187,0.068530977,0.076975748,0.10080076,0.068462811,0.059946049,0.052540112,0.084788188,0.053057328,0.012166782,0.060761217,0.040446855,0.052472673,0.040678352,0.072672658,0.056261275,0.068419546,0.047935192,0.028022306,0.076145589,0.020182205,0.059924737,-0.071804978,0.11123205,0.100922428,0.056255396,0.028059375,0.05661919,0,0.052089594,0.027996527,0.063811116,0,0.048484456,0.020051975,0.040413346,0.036189925,0.0239348,0.044101961,-0.020249145,0.060807772,0.020217786,0.047953773,0.012121898,0.004061079,0.024133118,-0.00809615,0.032357749,-0.004069259,0.020262603,-0.008069755,0.032533284
395.0700073,0.031481631,0.010489437,-0.003588513,0.048787285,-0.003482549,0.0034978,-0.003474587,0.014052591,-0.006996236,0.017132733,0.010345469,0.027551815,0.031062977,-0.003455126,0.006898003,0.013708114,0.020547383,-0.020819237,0.037852719,0.017302595,0.013710885,0,-0.0170327,0.051230736,0.040939286,0.057819001,0.041458797,0.061351158,0.044685673,0.027624404,0.020756865,0.035003588,0.027242018,0.024259059,0.045066908,0.08667013,0.024483142,0.044940405,0.051234409,0.054763574,0.09115462,0.061502505,0.119157046,0.08284232,0.146024078,0.161491498,0.068277568,0.107134469,0.185271591,0.107363395,0.18738158,0.158212066,0.181623772,0.270914435,0.259193718,0.425165653,0.474944115,0.460477442,0.668657482,2.121016264,11.81710815,45.82729721,96.97110748,104.5270691,124.1925964,24.57060814,7.394869804,1.404827356,1.106662035,0.831530571,0.883656561,0.628093004,0.544367731,0.655393898,0.541822791,0.622338116,0.447182566,0.366609871,0.400807232,0.275028467,0.266604781,0.164775744,0.249738276,0.161881968,0.116629206,0.209010437,0.212994024,0.354406625,0.713632464,1.356089711,2.379293919,3.81366539,4.606796741,5.009681225,4.407567978,3.086462498,1.713677168,1.036840796,0.467730075,0.227250472,0.202056795,0.181030765,0.087474979,0.111806408,0.090287499,0.063402385,0.073877849,0.070411868,0.108766966,0.020846073,0.048912399,0.045458201,0.062814288,0.076669745,0.080864049,0.084269956,0.04230924,0.063833863,0.066762947,0.073277205,0.069375068,0.0562157,0.031371236,0.027828505,0.042377818,0.098647125,0.007025654,0.010464593,0.080931775,0,0.0494483,0.052241873,0.062952474,0.084128171,0.003481361,0.042008422,0.055883288,0.01403238,-0.010591126,0.003509424,0.006985752,0.049184244,0.07401716,-0.003539472,-0.010532007,0,0.010483462,-0.028046165,0.048949681,0.034885749,-0.017549524,0.020792976,0.056253649,0.006937363,-0.031629778,0.013974044,0.013973116,0.021029389,-0.014217318,0.014050469,-0.007048806,0.021118654,-0.049091112,0.024673691,0.010553904,-0.013991885
400,0.047087442,-0.01164316,0.040399633,0.011885284,-0.031694215,0.027272053,0.007799034,0,-0.02742721,0.038585901,0,0.046464082,0.011584175,0.057787657,0.053880554,0.022816552,0.011560337,0,0.003816896,-0.019214805,0.003791929,0.064772516,0.019082148,0.045560852,0.04233798,0.041821118,0.057897173,0.05752416,-0.015410516,0.023187779,0.069250211,0.050423559,0.01127222,0.027040809,0.095745452,0.046122801,0.011536509,0.084637515,0.053437356,-0.003774682,0.082879692,0.056539979,0.076117985,0.015170651,0.140828982,0.159397632,0.121543609,0.09564472,0.105563581,0.096218236,0.099620298,0.152771458,0.148528427,0.132718533,0.234312579,0.314149767,0.310808063,0.345470876,0.369219393,0.488792658,0.64024663,1.13633728,8.228719711,29.53769875,123.1611328,97.1440506,117.7926025,50.9055481,16.07074165,2.545763969,1.287287235,0.997322381,0.949511886,0.800121367,0.651123941,0.710920513,0.446454138,0.435372263,0.330211222,0.354626149,0.270157605,0.300793648,0.207426637,0.283945948,0.181115434,0.162231699,0.187883437,0.103367485,0.154526666,0.212464318,0.366564661,0.625405371,1.224962831,2.220836639,3.260680914,3.86104846,4.156709671,4.083393574,2.846369028,1.876898646,1.040063858,0.466454148,0.32676053,0.147796094,0.1819942,0.206240132,0.123989202,0.143554971,0.128321782,0.058327407,0.084901437,0.101177946,0.073900916,0.061711013,0.097393364,0.019406021,-0.027340014,0.038595434,0.038700588,-0.003845887,0.085260414,0.043048121,0.034782205,0.027047914,0.019523166,0.019380897,0.030951006,0.057713173,0.066836774,0.08222042,0.007784736,0.077225737,0.061695311,0.057792999,0.07443887,0.015536636,0.096730508,0.023106784,0.046483882,0.082363918,0.04672024,0.050191499,0.038710479,0.035107836,0.081122421,0.02688585,0.038679779,0.046359256,-0.003868966,0.019492645,0.058220997,0.007733922,0.01546886,0.046109512,-0.035071313,-0.011592007,0.042620461,0.011668475,0.031278227,0.054144368,0.011665208,0.015702777,0,0.035050411,0.042935543,0.015426742
405,0.007060103,0.02424931,0.046709832,0.010542777,0,0.010638864,0.017513013,0.00350464,0.01057966,0.027443314,0.038502332,0.020871816,0.038389593,0.024163345,0.010381377,0.017187564,-0.010433767,0.017437156,0.01732886,0.023981636,0.003428356,0.055143699,0.062543869,0.010353038,-0.003432215,0.034194581,0.031202653,0.010363804,0.0275962,0.020661585,0.017406501,0.059288193,0.058121048,0.097129479,0.044593699,0.031121731,0.096922703,0.048323352,0.051552236,0.065059803,0.064357474,0.106022052,0.068477198,0.034364849,0.089746155,0.06817539,0.061879911,0.093440481,0.066167742,0.051976312,0.068765149,0.079141967,0.145305589,0.124519214,0.123766631,0.174154133,0.121517651,0.180884674,0.255731493,0.270793855,0.31970197,0.34570539,0.543390632,0.659253299,2.687683582,11.2481184,60.56853485,111.6623459,162.3257751,83.82531738,34.15707016,6.027849197,1.38296771,1.164327025,0.816749513,0.726170778,0.575138807,0.516820967,0.419573069,0.308152556,0.315461785,0.366557389,0.285891443,0.242110655,0.23290737,0.169727534,0.235808164,0.174088046,0.125481009,0.135818467,0.188129053,0.201346233,0.204907358,0.273984939,0.478848517,0.771985948,1.475183964,2.265388966,3.597084761,4.019520283,4.018906116,3.32222414,2.372098684,1.371374607,0.606819391,0.280281812,0.188968435,0.19711785,0.087759636,0.16590187,0.102427535,0.07730148,0.112515204,0.045183603,0.042274661,0.045695003,0.024397897,0.041949093,0.031742897,0.010504974,0.03854591,0.045882408,0.069844596,0.056124993,0.028073426,0.062871329,0.0530129,0.053037643,0.073635377,0.021254061,0.007073987,0.035357177,0.003504247,0.014087682,0.049378708,0.031446539,0.007053107,0.017430106,0.007060751,0.052551188,0.084534131,0.027933255,0.014029181,0.007087122,0.052305635,0.045779485,0.00347571,0.017499773,0.073551305,-0.010514216,0.017494079,-0.020967511,0.045120873,-0.007050372,0.038733896,0.031848826,0.021153575,0.049362864,-0.024541168,0.024699636,0.042338196,0.010559364,0.055820704,0.028433224,0.010595316,0.003533956
410,0.037991557,0.031218998,-0.007103635,0.028006596,0.020738283,0.031202439,-0.006835644,0.041492052,0,0.027648751,-0.003450703,0.010306551,0.017144483,0,0.010348325,0.02718915,-0.006841466,0,0.013599152,0.016938012,0,0.010207936,0.0203893,0.064366855,0,0.034093853,0.030768286,0.034095135,0,0.047690257,0.054639027,0.064800642,0.043645106,0.023784364,0.0690386,0.044447329,0.094963863,0.081838086,0.030446034,0.029878099,0.063355297,0.03009188,0.083916552,0.053874049,0.068116173,0.08095172,0.057970025,0.074393943,0.132691428,0.040790383,0.08036378,0.043839533,0.095269851,0.125589326,0.119332969,0.122837968,0.15912354,0.105847925,0.206552535,0.200011045,0.222744629,0.248678267,0.305857688,0.36301744,0.662033558,0.478472173,1.26205349,6.604040146,45.83285904,86.9388504,173.1430206,108.8979797,43.0983429,12.436656,1.93728137,1.220544577,0.912277341,0.897114933,0.771716058,0.573530734,0.502267063,0.369109631,0.360876888,0.330846876,0.429380536,0.288054556,0.334794462,0.258183748,0.207459003,0.180125058,0.306284964,0.16667971,0.189057365,0.119973533,0.191621348,0.088442288,0.154905871,0.30331859,0.673943877,1.218064189,1.913484454,2.772408009,3.273667574,3.775438786,3.116525412,2.340227842,1.494931936,0.804463744,0.417520821,0.211959302,0.192502707,0.144193634,0.134566292,0.068304375,0.068882622,0.078916043,0.058440931,0.037668396,0.051646311,0.08532948,0.02387465,-0.003472596,0.075948492,0.020514645,0.07599283,0.051780917,0.031174663,0.017278677,0.048557833,0.024322193,0.006898717,0.027689997,0.003418137,0.051644359,0.048528377,0.072710656,0.05834366,0.061452746,0.013680171,0.024327012,0.068966709,-0.034532771,-0.034348916,0.055349916,0.05528852,0.006863112,0.01376202,0.038032409,0.020752484,0.017138548,0.013718268,0.006840109,0.023911024,0.04815365,0.003467286,0,0.006909847,0.058538333,0.027837222,-0.003424235,-0.044900201,0.031114308,0.013838101,-0.020719521,0.024286751,0.045133088
415.0700073,-0.006447245,0.03893942,0.044195589,-0.009937033,-0.009716568,0.01961156,-0.029155558,0,0.029368192,0.01292453,0.022507604,0.035560384,0.003232219,0.019261761,-0.012830094,0.038538862,-0.003208007,-0.012823924,0.022606753,0.022195376,-0.028466599,0.009532071,0.019173985,0.009463723,0,0.044765763,0.035247035,0.089743592,0,0.038273852,0.055171698,0.057978481,0.04425282,0.044911239,0.070480511,0.086500198,0.086404152,0.064394608,0.101980001,0.07488744,0.056580465,0.062697098,0.075517297,0.092354633,0.056690592,0.038386244,0.063818656,0.080034062,0.072970234,0.073381379,0.059874013,0.069839939,0.063987099,0.080467619,0.121167675,0.112336472,0.128249109,0.135223448,0.202792093,0.22932595,0.279276729,0.39370203,0.404301763,0.499132156,0.997254252,0.581582129,0.782171607,0.978803158,1.451667905,2.491581917,24.14328766,57.92385483,92.37106323,105.2939606,60.7988739,29.51784134,6.300954342,1.914234638,1.469196677,0.988239646,0.823435128,0.809079707,0.667681634,0.545073748,0.511965573,0.401623189,0.429411799,0.300977707,0.275659859,0.234808236,0.219664499,0.206952974,0.177395329,0.172006428,0.112979397,0.11572028,0.087694228,0.112839162,0.106329165,0.1925354,0.219558105,0.466040552,0.804790914,1.637635827,2.260370016,2.874437571,3.414649963,3.158533335,2.471945524,1.82942903,1.10767436,0.618856013,0.276183844,0.179910436,0.123466425,0.097874492,0.109762043,0.058032691,0.061732206,0.067879885,0.025509227,0.039084509,0.071019515,0.045374554,0.078041166,0.048491117,0.058416903,0.006488156,0.058079131,0.022708694,0.071621113,0.022630578,0.051520169,0.038983062,0.035384566,0.012919771,0.022768671,0.035670392,0.0228815,0.022650789,0.054863665,0.02931959,0.006446913,0.003212624,-0.045658376,0.02250037,0.012856403,0.02931405,0.016250281,-0.01295769,0.003235691,0.029101726,0.028916219,0.045673721,0.052071128,0.016301088,0.032130785,0.01303199,0.029357079,0,-0.003270892,-0.009738078,0.009646892,-0.016319284,0.009723371,0.012959537
420,0.014938559,0,0.015365906,0.017253986,0.006430248,-0.004303908,-0.002151954,0.002145021,-0.00429869,0.012854599,0.002117922,-0.004287916,0.019164104,0.006378704,0,0.00636844,0.014942419,-0.010670058,0.004294887,0.021238908,0.008455141,0.012726721,0.012750954,-0.002123066,0.006404345,0.023216987,0.046463888,0.055691212,0.063753419,0.065982439,0.087770186,0.083656162,0.044548057,0.059495352,0.047083598,0.038412537,0.068321466,0.046677515,0.082934253,0.038004108,0.057045549,0.071840145,0.055500057,0.089142635,0.084586084,0.065649316,0.069817632,0.048950337,0.06390103,0.088999264,0.078497268,0.097377785,0.074038506,0.071015999,0.027872235,0.07886637,0.079316586,0.06450323,0.072615907,0.086186647,0.130564243,0.120697983,0.215040341,0.231890038,0.421481818,0.315955758,0.494212329,0.439349502,0.580435455,0.57018286,1.117611647,1.443683624,3.97491312,20.61215973,57.58120346,112.1239929,94.07870483,65.58090973,15.90055561,2.292473555,1.005203128,0.711199582,0.516706467,0.454811394,0.37615478,0.270325214,0.289014846,0.214060068,0.252084553,0.237519935,0.255548984,0.254042625,0.196429729,0.171687812,0.11863292,0.092172615,0.120992653,0.131271452,0.097015381,0.060565028,0.062693484,0.088358261,0.095072232,0.146832094,0.321214855,0.586692989,1.118781686,1.780037284,2.454837799,2.897171974,3.20235467,2.811275721,2.172327995,1.324870706,0.715982199,0.385430723,0.151377216,0.114043243,0.088488512,0.071193419,0.081893727,0.066847377,0.036818933,0.060279742,0.030364022,0.034568287,0.004336316,-0.004350805,0.015064681,0.013031636,0.00866908,0.049709525,0.025855269,0.069564462,0.051552258,0.032435589,0.010781392,0.026068652,0.021651864,0.036780216,0.034869555,0.008673535,-0.006493788,0.00868672,0.021675283,0.028078543,0.012960531,0.008735207,0.008638208,0.019418815,0.02363609,0.034717251,0.008647266,0.041010585,0.010770895,0,0.01738099,-0.002162527,0.017269889,0.013014818,0.01084072,0.017334741,0.008677863,-0.026266426,-0.002160994,0.006492424
