Baseline 100%T,,BLANK,,ELA_109,,ELA_930,,ELA_903,,ELA_1010,,ELA_105,,ELA_913,,ELA_909,,ELA_CTL2_L222_224,,ELA_948,,ELA_944,,ELA_CTL1_L239,,ELA_CTL2_L239,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
494.0132446,0.03183333576,494.0132446,-0.004152283538,494.0132446,-0.002111193491,494.0132446,-0.001676551998,494.0132446,-0.0003874436079,494.0132446,-0.001603725599,494.0132446,-0.00026990677,494.0132446,-0.0008600633591,494.0132446,-0.001619251212,494.0132446,-0.001735289115,494.0132446,-0.000889720628,494.0132446,-0.001747303642,494.0132446,-0.001842738246,494.0132446,-0.001025529229,
492.9485168,0.03158741817,492.9485168,-0.003989800345,492.9485168,-0.001812011702,492.9485168,-0.001365716686,492.9485168,-0.000151044238,492.9485168,-0.001454269397,492.9485168,-5.099236296E-5,492.9485168,-0.0007508719573,492.9485168,-0.001502872794,492.9485168,-0.001455095015,492.9485168,-0.000693655631,492.9485168,-0.001451844233,492.9485168,-0.001601713942,492.9485168,-0.0008293188876,
492.0357361,0.03207548708,492.0357361,-0.004419776611,492.0357361,-0.002394208452,492.0357361,-0.001913875225,492.0357361,-0.0006151325069,492.0357361,-0.001966395648,492.0357361,-0.0004930548021,492.0357361,-0.001204200904,492.0357361,-0.00205250713,492.0357361,-0.002039419021,492.0357361,-0.001034826157,492.0357361,-0.002022722969,492.0357361,-0.002152614295,492.0357361,-0.001261608093,
490.9705811,0.03234401345,490.9705811,-0.004717014264,490.9705811,-0.002657383215,490.9705811,-0.002273299266,490.9705811,-0.000846009003,490.9705811,-0.002192073734,490.9705811,-0.0006006049225,490.9705811,-0.00132912409,490.9705811,-0.002157250652,490.9705811,-0.002195370384,490.9705811,-0.001241010497,490.9705811,-0.002312490251,490.9705811,-0.00235651806,490.9705811,-0.001428211224,
490.0574341,0.03199519962,490.0574341,-0.004417982884,490.0574341,-0.002254912863,490.0574341,-0.001765453839,490.0574341,-0.0005842155661,490.0574341,-0.001870369655,490.0574341,-0.0002635427227,490.0574341,-0.001048564445,490.0574341,-0.001855059178,490.0574341,-0.001881761942,490.0574341,-0.0009049618384,490.0574341,-0.001816857955,490.0574341,-0.001890318817,490.0574341,-0.001155254315,
488.9918518,0.03162157908,488.9918518,-0.004284974188,488.9918518,-0.001968147932,488.9918518,-0.001572466339,488.9918518,-0.0003495787096,488.9918518,-0.00164313172,488.9918518,-9.96495437E-5,488.9918518,-0.0009123497293,488.9918518,-0.001636839355,488.9918518,-0.001714868704,488.9918518,-0.0007153129554,488.9918518,-0.00168923859,488.9918518,-0.001736114151,488.9918518,-0.0009892695816,
487.9260559,0.03173231706,487.9260559,-0.004575849045,487.9260559,-0.002282517962,487.9260559,-0.001863513491,487.9260559,-0.0005314243026,487.9260559,-0.001849594759,487.9260559,-0.0002519009577,487.9260559,-0.00100130483,487.9260559,-0.001915318426,487.9260559,-0.001923204632,487.9260559,-0.0008949388866,487.9260559,-0.00194557372,487.9260559,-0.001957840286,487.9260559,-0.001175029785,
487.0123291,0.03192743659,487.0123291,-0.004739188589,487.0123291,-0.002570619574,487.0123291,-0.002108772052,487.0123291,-0.000714227499,487.0123291,-0.002063585445,487.0123291,-0.0004903657245,487.0123291,-0.001224851818,487.0123291,-0.002101146849,487.0123291,-0.002208196325,487.0123291,-0.001092823804,487.0123291,-0.002143444261,487.0123291,-0.002222412731,487.0123291,-0.001314826892,
485.9460754,0.03143572435,485.9460754,-0.004503404722,485.9460754,-0.002163690049,485.9460754,-0.001749778748,485.9460754,-0.000387650507,485.9460754,-0.001722810091,485.9460754,-0.0001897027105,485.9460754,-0.0009706736892,485.9460754,-0.001774425502,485.9460754,-0.001809691661,485.9460754,-0.0008834690088,485.9460754,-0.001713579404,485.9460754,-0.001861142227,485.9460754,-0.001020777505,
485.0319824,0.03069532104,485.0319824,-0.004105052445,485.0319824,-0.001757461694,485.0319824,-0.0012953158,485.0319824,-2.272728489E-5,485.0319824,-0.001429759199,485.0319824,0.0001745582704,485.0319824,-0.0006571097765,485.0319824,-0.001377844717,485.0319824,-0.001477901009,485.0319824,-0.0004584573035,485.0319824,-0.001314517227,485.0319824,-0.001475991914,485.0319824,-0.0006929836818,
483.965332,0.03130316734,483.965332,-0.004885215312,483.965332,-0.002468961524,483.965332,-0.002101919614,483.965332,-0.000626144174,483.965332,-0.002101507504,483.965332,-0.0004016679595,483.965332,-0.00120750512,483.965332,-0.002045550849,483.965332,-0.002101043705,483.965332,-0.001088950667,483.965332,-0.002059205668,483.965332,-0.002169304993,483.965332,-0.001186337089,
483.0508728,0.03129064664,483.0508728,-0.004861409776,483.0508728,-0.002402137266,483.0508728,-0.002061421517,483.0508728,-0.0006770630716,483.0508728,-0.00199448294,483.0508728,-0.0004209089093,483.0508728,-0.00115809415,483.0508728,-0.002015611622,483.0508728,-0.002136695432,483.0508728,-0.001029351377,483.0508728,-0.002014065627,483.0508728,-0.002168326406,483.0508728,-0.001119315275,
481.9837952,0.03089217097,481.9837952,-0.004689819179,481.9837952,-0.002302963287,481.9837952,-0.001923204632,481.9837952,-0.0005314243026,481.9837952,-0.001791594899,481.9837952,-0.0003609592095,481.9837952,-0.001050630352,481.9837952,-0.001870266511,481.9837952,-0.001998193562,481.9837952,-0.0009674709872,481.9837952,-0.001893050852,481.9837952,-0.001969281817,481.9837952,-0.00109411485,
481.0689697,0.03065095469,481.0689697,-0.004564834759,481.0689697,-0.00210665958,481.0689697,-0.001665051212,481.0689697,-0.0003803571162,481.0689697,-0.001783706364,481.0689697,-0.0002764776582,481.0689697,-0.0009731015307,481.0689697,-0.001798039768,481.0689697,-0.001887071296,481.0689697,-0.0008645585622,481.0689697,-0.001687072683,481.0689697,-0.001869390137,481.0689697,-0.001022172044,
480.0014648,0.03043688834,480.0014648,-0.0046335808,480.0014648,-0.002040140331,480.0014648,-0.001689909026,480.0014648,-0.0003366976744,480.0014648,-0.001639985596,480.0014648,-0.0002432599576,480.0014648,-0.0008779923082,480.0014648,-0.001744622365,480.0014648,-0.001780509599,480.0014648,-0.0008024997078,480.0014648,-0.001694086241,480.0014648,-0.00191433914,480.0014648,-0.001024496276,
478.9337463,0.03009173647,478.9337463,-0.004378161393,478.9337463,-0.001704348717,478.9337463,-0.001456952537,478.9337463,-0.0001585485006,478.9337463,-0.001473463723,478.9337463,8.877205983E-5,478.9337463,-0.0007792963879,478.9337463,-0.001594956731,478.9337463,-0.001589127933,478.9337463,-0.0006276433705,478.9337463,-0.001418097061,478.9337463,-0.00161151425,478.9337463,-0.000755058194,
478.0183716,0.03028068133,478.0183716,-0.00446179742,478.0183716,-0.001929905149,478.0183716,-0.00164818624,478.0183716,-0.0002599208674,478.0183716,-0.001679388457,478.0183716,-0.0001378985471,478.0183716,-0.0008941122214,478.0183716,-0.00167325139,478.0183716,-0.001759369508,478.0183716,-0.0007972803432,478.0183716,-0.001592325978,478.0183716,-0.001680677757,478.0183716,-0.0009203574737,
476.9502258,0.03039529733,476.9502258,-0.004714658484,476.9502258,-0.001869080937,476.9502258,-0.001712083933,476.9502258,-0.0004622843699,476.9502258,-0.001625595381,476.9502258,-0.0001395547151,476.9502258,-0.0009781637928,476.9502258,-0.001669589663,476.9502258,-0.001802009647,476.9502258,-0.0007818803424,476.9502258,-0.001726986957,476.9502258,-0.001787676476,476.9502258,-0.0008686920628,
476.0344849,0.03054204769,476.0344849,-0.004638395272,476.0344849,-0.001958974171,476.0344849,-0.001546673127,476.0344849,-0.000401512807,476.0344849,-0.001629515318,476.0344849,-7.169821038E-5,476.0344849,-0.0008520545089,476.0344849,-0.001627400634,476.0344849,-0.001764010056,476.0344849,-0.0008384133107,476.0344849,-0.001626884914,476.0344849,-0.001774477074,476.0344849,-0.0008567564655,
474.9659119,0.03066842817,474.9659119,-0.004406144377,474.9659119,-0.001853873488,474.9659119,-0.001454217825,474.9659119,-0.0002010356693,474.9659119,-0.001495030592,474.9659119,9.024786414E-5,474.9659119,-0.0006508030929,474.9659119,-0.001557506504,474.9659119,-0.001561375451,474.9659119,-0.000676856318,474.9659119,-0.001415155712,474.9659119,-0.001561736572,474.9659119,-0.0007863246719,
474.0498352,0.03103161044,474.0498352,-0.004539423622,474.0498352,-0.001775972312,474.0498352,-0.001335885492,474.0498352,-0.0002398449142,474.0498352,-0.001584175858,474.0498352,5.061001866E-5,474.0498352,-0.0007702008006,474.0498352,-0.001582370489,474.0498352,-0.001553998562,474.0498352,-0.0005905232392,474.0498352,-0.001465569367,474.0498352,-0.001679594745,474.0498352,-0.000929294969,
472.980835,0.03160328791,472.980835,-0.004552026745,472.980835,-0.001820466947,472.980835,-0.001411956269,472.980835,-0.0001451442513,472.980835,-0.001478520222,472.980835,3.727739386E-5,472.980835,-0.0007203264977,472.980835,-0.001569938613,472.980835,-0.001606923644,472.980835,-0.0006578334724,472.980835,-0.001440234249,472.980835,-0.001618477516,472.980835,-0.000830249046,
472.0643921,0.03209482878,472.0643921,-0.004500842653,472.0643921,-0.001649475656,472.0643921,-0.001561272307,472.0643921,-0.0002497795213,472.0643921,-0.00148981961,472.0643921,2.782830779E-5,472.0643921,-0.0007437397144,472.0643921,-0.00150994095,472.0643921,-0.001656489796,472.0643921,-0.0005435239291,472.0643921,-0.001507361419,472.0643921,-0.00160166237,472.0643921,-0.0006899340078,
470.9949951,0.03265635297,470.9949951,-0.004651303403,470.9949951,-0.001677016146,470.9949951,-0.001224696985,470.9949951,-7.268171612E-5,470.9949951,-0.001158816973,470.9949951,0.000218895133,470.9949951,-0.0005420761299,470.9949951,-0.001393688144,470.9949951,-0.001439202228,470.9949951,-0.0004439244804,470.9949951,-0.00137206458,470.9949951,-0.001461493201,470.9949951,-0.0004042024375,
469.9253845,0.03343667835,469.9253845,-0.004630712327,469.9253845,-0.001631681691,469.9253845,-0.001473205746,469.9253845,-0.0001566853898,469.9253845,-0.001251025475,469.9253845,0.000215631866,469.9253845,-0.0005756329047,469.9253845,-0.001434403355,469.9253845,-0.001536097494,469.9253845,-0.0003858918499,469.9253845,-0.001380580012,469.9253845,-0.001581699937,469.9253845,-0.0005506594898,
469.0083923,0.03396553919,469.0083923,-0.004578052089,469.0083923,-0.001558435033,469.0083923,-0.001283804886,469.0083923,0.0001502940431,469.0083923,-0.001132224686,469.0083923,0.000380405545,469.0083923,-0.0004742825113,469.0083923,-0.001290257205,469.0083923,-0.001553431037,469.0083923,-0.0002653019037,469.0083923,-0.00130987179,469.0083923,-0.001518350444,469.0083923,-0.0005296661984,
467.9383545,0.03477023542,467.9383545,-0.004462156445,467.9383545,-0.001542339684,467.9383545,-0.001227329951,467.9383545,0.0001244516752,467.9383545,-0.001152414363,467.9383545,0.0004039571504,467.9383545,-0.0005117745604,467.9383545,-0.001092513907,467.9383545,-0.00133428548,467.9383545,-0.0003873401729,467.9383545,-0.001200328697,467.9383545,-0.001409530872,467.9383545,-0.0004810571554,
467.0210266,0.03557735309,467.0210266,-0.004672098439,467.0210266,-0.001707597519,467.0210266,-0.001377173816,467.0210266,0.0001877138275,467.0210266,-0.001216591569,467.0210266,0.0004060558567,467.0210266,-0.0005239264574,467.0210266,-0.00141949032,467.0210266,-0.001526089036,467.0210266,-0.0003968058736,467.0210266,-0.001280294731,467.0210266,-0.001445755479,467.0210266,-0.0006197853363,
465.9505615,0.03630429506,465.9505615,-0.004633222241,465.9505615,-0.001500086742,465.9505615,-0.001128868316,465.9505615,0.0002825854754,465.9505615,-0.001166303875,465.9505615,0.0004300493456,465.9505615,-0.0003808743786,465.9505615,-0.00130068406,465.9505615,-0.001364271622,465.9505615,-0.0002366885601,465.9505615,-0.00116800773,465.9505615,-0.001324065961,465.9505615,-0.0003364389995,
465.0328674,0.03702602908,465.0328674,-0.004693455528,465.0328674,-0.001727554132,465.0328674,-0.001282824087,465.0328674,0.0001511226874,465.0328674,-0.001357923611,465.0328674,0.0003875563852,465.0328674,-0.0003710462479,465.0328674,-0.001186233829,465.0328674,-0.001526501845,465.0328674,-0.000351027149,465.0328674,-0.001344298245,465.0328674,-0.00148734299,465.0328674,-0.0003801502171,
463.9620361,0.03803851083,463.9620361,-0.004880095832,463.9620361,-0.002038182225,463.9620361,-0.0013284015,463.9620361,-3.116558582E-5,463.9620361,-0.001629721723,463.9620361,0.0002040811523,463.9620361,-0.0007360388408,463.9620361,-0.001480119652,463.9620361,-0.001649269368,463.9620361,-0.0006127026281,463.9620361,-0.001548788277,463.9620361,-0.001616878551,463.9620361,-0.0007012021961,
463.0439758,0.03824844584,463.0439758,-0.004531431012,463.0439758,-0.001440647058,463.0439758,-0.001122620073,463.0439758,0.0002633401309,463.0439758,-0.001165632624,463.0439758,0.0006024217,463.0439758,-0.0004003748763,463.0439758,-0.001096851774,463.0439758,-0.001258304343,463.0439758,-0.0001318431023,463.0439758,-0.0009366308223,463.0439758,-0.001225161599,463.0439758,-0.0001959643268,
461.9727173,0.03897548467,461.9727173,-0.004575336818,461.9727173,-0.001410563011,461.9727173,-0.00101106707,461.9727173,0.0002856161154,461.9727173,-0.00136736827,461.9727173,0.0006197637995,461.9727173,-0.000400633493,461.9727173,-0.001005075406,461.9727173,-0.001195837045,461.9727173,-8.365539543E-5,461.9727173,-0.001047686441,461.9727173,-0.001285508275,461.9727173,-0.0002024846035,
461.0543518,0.03924757987,461.0543518,-0.004534197506,461.0543518,-0.001018349896,461.0543518,-0.0007739734137,461.0543518,0.0006130238762,461.0543518,-0.0009329112363,461.0543518,0.0007550248411,461.0543518,-0.0001295140682,461.0543518,-0.0007907173131,461.0543518,-0.0010756267,461.0543518,0.0001010187989,461.0543518,-0.0008026030264,461.0543518,-0.0010572928,461.0543518,-4.27097475E-5,
459.982666,0.04002273083,459.982666,-0.004788091406,459.982666,-0.001571847242,459.982666,-0.00105114677,459.982666,0.0003592905123,459.982666,-0.001374180545,459.982666,0.000635266013,459.982666,-0.000302967208,459.982666,-0.001111156191,459.982666,-0.0013065167,459.982666,7.406606892E-5,459.982666,-0.001128403586,459.982666,-0.001266202424,459.982666,-0.0001980342786,
459.0639343,0.04051787406,459.0639343,-0.004955650773,459.0639343,-0.001573498012,459.0639343,-0.001166923437,459.0639343,0.0003426323819,459.0639343,-0.001454166253,459.0639343,0.0005549612688,459.0639343,-0.0004542164388,459.0639343,-0.001119831577,459.0639343,-0.001505142893,459.0639343,-0.0001358800801,459.0639343,-0.001193875098,459.0639343,-0.001440492226,459.0639343,-0.0003211261064,
457.9918823,0.04104354233,457.9918823,-0.004872826394,457.9918823,-0.001576644601,457.9918823,-0.001282772515,457.9918823,0.0003474768891,457.9918823,-0.001417581108,457.9918823,0.0006971766124,457.9918823,-0.0003310588654,457.9918823,-0.001265015104,457.9918823,-0.001359730028,457.9918823,6.32699157E-5,457.9918823,-0.001066124183,457.9918823,-0.001345588593,457.9918823,-0.0002955171803,
457.0727844,0.04139731452,457.0727844,-0.004784097429,457.0727844,-0.001463041059,457.0727844,-0.001005333732,457.0727844,0.0004950664588,457.0727844,-0.001291341265,457.0727844,0.0008236436988,457.0727844,-0.0003156423045,457.0727844,-0.001105217612,457.0727844,-0.001179934829,457.0727844,7.471333083E-5,457.0727844,-0.001086936565,457.0727844,-0.001018711482,457.0727844,-0.0002270641126,
456.0003357,0.04169873893,456.0003357,-0.004653095733,456.0003357,-0.001214061864,456.0003357,-0.0008168138447,456.0003357,0.0006766683655,456.0003357,-0.001131191966,456.0003357,0.001037609181,456.0003357,-5.932658678E-5,456.0003357,-0.0009632350993,456.0003357,-0.001089983503,456.0003357,0.0002887503942,456.0003357,-0.0009414868546,456.0003357,-0.001025064383,456.0003357,3.782104613E-5,
454.9276428,0.04206017405,454.9276428,-0.004721418489,454.9276428,-0.001126699499,454.9276428,-0.0008477658266,454.9276428,0.0008727675886,454.9276428,-0.001045775483,454.9276428,0.0009693196625,454.9276428,-8.008380246E-5,454.9276428,-0.0008902372792,454.9276428,-0.001037873444,454.9276428,0.0004149172455,454.9276428,-0.0009419518174,454.9276428,-0.001031468972,454.9276428,0.0001375021384,
454.0080566,0.04238306358,454.0080566,-0.004815382417,454.0080566,-0.00122361281,454.0080566,-0.0009738247027,454.0080566,0.0007808269584,454.0080566,-0.001086420147,454.0080566,0.0008561156574,454.0080566,-5.63759786E-5,454.0080566,-0.0008850190206,454.0080566,-0.001040972304,454.0080566,0.0003435650142,454.0080566,-0.0006878664135,454.0080566,-0.0009085266502,454.0080566,-2.241667062E-5,
452.934967,0.04277231917,452.934967,-0.004841750022,452.934967,-0.001353743137,452.934967,-0.000960858888,452.934967,0.0006378584076,452.934967,-0.001235538279,452.934967,0.0008994067321,452.934967,-6.729830056E-5,452.934967,-0.0009879266145,452.934967,-0.001164393499,452.934967,0.0001818352175,452.934967,-0.000923922169,452.934967,-0.001058377326,452.934967,-0.0001270297507,
452.0150146,0.04304920137,452.0150146,-0.004911015742,452.0150146,-0.001178540755,452.0150146,-0.000942416722,452.0150146,0.0006777054514,452.0150146,-0.001120915986,452.0150146,0.0009193547885,452.0150146,3.02099761E-5,452.0150146,-0.000938645564,452.0150146,-0.001114306273,452.0150146,0.0003682027454,452.0150146,-0.0007934562163,452.0150146,-0.001019434538,452.0150146,-1.734325269E-5,
450.9415588,0.04333335906,450.9415588,-0.004841596819,450.9415588,-0.001187111484,450.9415588,-0.0007848259993,450.9415588,0.0007140039233,450.9415588,-0.0009918005671,450.9415588,0.0009870136855,450.9415588,1.92337011E-5,450.9415588,-0.000941900129,450.9415588,-0.001019847696,450.9415588,0.0003522955521,450.9415588,-0.0008013111656,450.9415588,-0.0009735147469,450.9415588,0.0001133694532,
450.0212708,0.043446064,450.0212708,-0.004831356928,450.0212708,-0.001035497524,450.0212708,-0.00068641908,450.0212708,0.0008590724901,450.0212708,-0.0008560331189,450.0212708,0.0009961205069,450.0212708,4.796934809E-5,450.0212708,-0.0007755237748,450.0212708,-0.0009670577128,450.0212708,0.0002909521863,450.0212708,-0.0008083391003,450.0212708,-0.0009327045991,450.0212708,0.0001994454069,
448.9473877,0.04385328293,448.9473877,-0.004911425058,448.9473877,-0.001098814188,448.9473877,-0.0008295772714,448.9473877,0.0008146183682,448.9473877,-0.0006404123851,448.9473877,0.001062441966,448.9473877,0.0001068963174,448.9473877,-0.0008745305822,448.9473877,-0.0009744962445,448.9473877,0.0002908744791,448.9473877,-0.0007681335555,448.9473877,-0.0008667803486,448.9473877,0.0001640703704,
448.0267639,0.04382487759,448.0267639,-0.004810518119,448.0267639,-0.000847662508,448.0267639,-0.0005265636719,448.0267639,0.0009269295842,448.0267639,-0.0003276962379,448.0267639,0.001233923365,448.0267639,0.0003687468125,448.0267639,-0.0005444029812,448.0267639,-0.0007382095791,448.0267639,0.0005418983055,448.0267639,-0.0005671535037,448.0267639,-0.0006653806777,448.0267639,0.0002945786691,
446.9525146,0.04422456771,446.9525146,-0.004995112307,446.9525146,-0.001229859539,446.9525146,-0.0008114396478,446.9525146,0.0007349806256,446.9525146,-0.0004427866661,446.9525146,0.001078816364,446.9525146,0.0001368806843,446.9525146,-0.0007726814365,446.9525146,-0.0008945771842,446.9525146,0.000253186794,446.9525146,-0.0007122633979,446.9525146,-0.000879232306,446.9525146,0.0002097010729,
446.0315247,0.04450570792,446.0315247,-0.00506471144,446.0315247,-0.00109803956,446.0315247,-0.0008327293326,446.0315247,0.0006664276007,446.0315247,-0.0003032258828,446.0315247,0.001134976512,446.0315247,0.0002013100602,446.0315247,-0.0007865314255,446.0315247,-0.000948460889,446.0315247,0.000239588946,446.0315247,-0.0007109195576,446.0315247,-0.000822136295,446.0315247,0.0001280249853,
444.9568787,0.04442624375,444.9568787,-0.004778208677,444.9568787,-0.001021965407,444.9568787,-0.0006512683467,444.9568787,0.000797968707,444.9568787,-0.0002185778721,444.9568787,0.001220216858,444.9568787,0.0003917018475,444.9568787,-0.0006758224918,444.9568787,-0.0007629137835,444.9568787,0.0003386946046,444.9568787,-0.0005475570797,444.9568787,-0.0008167104679,444.9568787,0.0002579526044,
444.0355835,0.04471580684,444.0355835,-0.004812156782,444.0355835,-0.0009270735318,444.0355835,-0.0005623449688,444.0355835,0.0009325069841,444.0355835,-0.0001595318026,444.0355835,0.001266296254,444.0355835,0.0003165194939,444.0355835,-0.0006295561907,444.0355835,-0.0006844031741,444.0355835,0.0004552361788,444.0355835,-0.0003687184944,444.0355835,-0.0006535945577,444.0355835,0.00046363211,
442.9605408,0.04463329166,442.9605408,-0.004650022835,442.9605408,-0.0005967790494,442.9605408,-0.0001831822447,442.9605408,0.001097812434,442.9605408,9.125762881E-5,442.9605408,0.001589923748,442.9605408,0.0005793518503,442.9605408,-0.0003153836296,442.9605408,-0.0005535550299,442.9605408,0.000781215902,442.9605408,-0.0003305932623,442.9605408,-0.0004020817578,442.9605408,0.0006781461998,
442.0389099,0.04488389567,442.0389099,-0.00485618785,442.0389099,-0.0007959367358,442.0389099,-0.0003439917928,442.0389099,0.001004241407,442.0389099,-9.706153651E-5,442.0389099,0.001428612275,442.0389099,0.0003377879038,442.0389099,-0.0005193243269,442.0389099,-0.0005134292878,442.0389099,0.0006250521401,442.0389099,-0.0002920508268,442.0389099,-0.0005945042358,442.0389099,0.0004035425954,
440.9634705,0.04504527152,440.9634705,-0.004848508164,440.9634705,-0.0008591333171,440.9634705,-0.000409633416,440.9634705,0.001042824704,440.9634705,-0.0001775932033,440.9634705,0.001515390817,440.9634705,0.0004561431415,440.9634705,-0.0003704254923,440.9634705,-0.0005166870542,440.9634705,0.0006784054567,440.9634705,-0.0003700634115,440.9634705,-0.0005825611297,440.9634705,0.0006639646599,
440.0415039,0.04535556212,440.0415039,-0.005097562447,440.0415039,-0.0009194792365,440.0415039,-0.000535509258,440.0415039,0.0009772845078,440.0415039,-0.0005673603155,440.0415039,0.001519625075,440.0415039,0.0002536271058,440.0415039,-0.0004430452536,440.0415039,-0.0006912779063,440.0415039,0.0006604387891,440.0415039,-0.0004964678665,440.0415039,-0.0006396369427,440.0415039,0.000435283524,
438.9656982,0.04507108778,438.9656982,-0.004887416493,438.9656982,-0.000626506051,438.9656982,-0.0002677336743,438.9656982,0.001180839143,438.9656982,-0.0003801502171,438.9656982,0.001661480987,438.9656982,0.000571834913,438.9656982,-0.0002616800484,438.9656982,-0.0003804605803,438.9656982,0.0007992394385,438.9656982,-0.000171745327,438.9656982,-0.0003615799651,438.9656982,0.0007954012835,
438.043396,0.04524497315,438.043396,-0.004942956846,438.043396,-0.0006060334272,438.043396,-0.0002414489572,438.043396,0.00117009331,438.043396,-0.0005307003739,438.043396,0.001703267219,438.043396,0.0005620631855,438.043396,-0.0002039852843,438.043396,-0.0003835124371,438.043396,0.0008354961756,438.043396,-0.0001389854151,438.043396,-0.0003680460213,438.043396,0.0007411001134,
436.9671936,0.0453716293,436.9671936,-0.005033341702,436.9671936,-0.0005969858612,436.9671936,-0.0002387583081,436.9671936,0.00127047603,436.9671936,-0.0005376809859,436.9671936,0.001646643737,436.9671936,0.0005469523603,436.9671936,-0.0001311702799,436.9671936,-0.0002789611171,436.9671936,0.0008863852709,436.9671936,-0.000232549035,436.9671936,-0.0004072541196,436.9671936,0.0006986544468,
436.0445862,0.04528637603,436.0445862,-0.00501369033,436.0445862,-0.0005184452166,436.0445862,-0.0001230962225,436.0445862,0.001255522249,436.0445862,-0.0005221683532,436.0445862,0.001768371207,436.0445862,0.0006001406,436.0445862,-6.476186536E-5,436.0445862,-0.0003930816893,436.0445862,0.0007925485843,436.0445862,-0.0001442644279,436.0445862,-0.0003260925296,436.0445862,0.0007892550784,
434.9679871,0.04504874721,434.9679871,-0.004771859385,434.9679871,-0.0003506132925,434.9679871,0.0001599529642,434.9679871,0.001415522886,434.9679871,-0.0003010012442,434.9679871,0.001928717014,434.9679871,0.0007915631286,434.9679871,0.0001049543935,434.9679871,-0.0001634650107,434.9679871,0.001056577428,434.9679871,7.18395022E-5,434.9679871,-8.727871318E-5,434.9679871,0.00101116905,
434.0450439,0.04499884322,434.0450439,-0.004795976914,434.0450439,-0.0002993457019,434.0450439,4.690790956E-5,434.0450439,0.001581350109,434.0450439,-0.0002758050687,434.0450439,0.002047974849,434.0450439,0.0009713173495,434.0450439,7.277155237E-5,434.0450439,-7.040926448E-6,434.0450439,0.001148005482,434.0450439,0.0001242186408,434.0450439,-9.147138189E-5,434.0450439,0.0009628078551,
432.9680786,0.04532145709,432.9680786,-0.005073666107,432.9680786,-0.0005024665152,432.9680786,-0.0002023293637,432.9680786,0.001237116405,432.9680786,-0.0005376809859,432.9680786,0.001901650568,432.9680786,0.0007612742484,432.9680786,-0.0001065335746,432.9680786,-0.0002152661182,432.9680786,0.0008359630592,432.9680786,-0.0001803359773,432.9680786,-0.0003278514487,432.9680786,0.0008604212198,
432.0447998,0.04521400854,432.0447998,-0.004993679002,432.0447998,-0.0002965001913,432.0447998,2.091636634E-5,432.0447998,0.001376153436,432.0447998,-0.0003387669276,432.0447998,0.002067169407,432.0447998,0.0007699354319,432.0447998,5.635741036E-5,432.0447998,-0.0002330664865,432.0447998,0.001074378844,432.0447998,7.010486297E-5,432.0447998,-0.0001556503121,432.0447998,0.0009572300478,
430.9674683,0.04487143829,430.9674683,-0.004544137046,430.9674683,8.369739953E-5,430.9674683,0.0003964692005,430.9674683,0.001775025157,430.9674683,0.0001206453671,430.9674683,0.00244665728,430.9674683,0.001178892446,430.9674683,0.0003738766245,430.9674683,0.00022842607,430.9674683,0.001424301066,430.9674683,0.0004392999108,430.9674683,0.0002113585797,430.9674683,0.001489259303,
430.0438843,0.04492684081,430.0438843,-0.004790190607,430.0438843,6.741229299E-5,430.0438843,0.000397868338,430.0438843,0.001802863437,430.0438843,9.149064863E-5,430.0438843,0.002473106841,430.0438843,0.001081722789,430.0438843,0.0003835663956,430.0438843,0.0001529094443,430.0438843,0.001313678687,430.0438843,0.000498254085,430.0438843,0.0001796857832,430.0438843,0.001406926778,
428.966156,0.04492316395,428.966156,-0.004845794756,428.966156,0.0001744287874,428.966156,0.0005031521432,428.966156,0.002024723915,428.966156,0.0001069998907,428.966156,0.002528484212,428.966156,0.001203499734,428.966156,0.0005139333662,428.966156,0.0002793476451,428.966156,0.00145749317,428.966156,0.0005435570492,428.966156,0.0003218559432,428.966156,0.001403862261,
428.0422363,0.04483601823,428.0422363,-0.004709844012,428.0422363,0.0003408707271,428.0422363,0.0006178714102,428.0422363,0.001998535823,428.0422363,0.0002521248534,428.0422363,0.002625327092,428.0422363,0.001359040732,428.0422363,0.0006495243288,428.0422363,0.0003361299168,428.0422363,0.001458246494,428.0422363,0.0007117999485,428.0422363,0.0004227682657,428.0422363,0.001455934835,
426.9641418,0.04490361735,426.9641418,-0.004613859579,426.9641418,0.0004303343885,426.9641418,0.0008322801441,426.9641418,0.002109202789,426.9641418,0.0003426582844,426.9641418,0.002676191973,426.9641418,0.0015085591,426.9641418,0.0007295353571,426.9641418,0.0004966991255,426.9641418,0.001748540089,426.9641418,0.0009306910797,426.9641418,0.0006544500939,426.9641418,0.001692586462,
426.0398865,0.04492095485,426.0398865,-0.004714914132,426.0398865,0.0003931786923,426.0398865,0.0007056809263,426.0398865,0.002138987416,426.0398865,0.0003364407748,426.0398865,0.002803445095,426.0398865,0.001441052649,426.0398865,0.0007475048769,426.0398865,0.0005415095366,426.0398865,0.001789554954,426.0398865,0.0008299200563,426.0398865,0.0006051434902,426.0398865,0.001798054669,
