monitoring_location,monitoring_sublocation,monitoring_station,depth_m,depth_bin_m,profile_no,cond_us_cm1,cond_spec_us_cm1,qa_level,data_set_name,collection_method,comments
626,LA,CB,7.020,7.0,1,11.400,18.930,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.59 )"
626,LA,CB,7.990,8.0,1,11.580,19.140,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.31 )"
626,LA,CB,8.990,9.0,1,11.870,19.610,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 4.98 )"
626,LA,CB,9.010,9.0,2,11.750,19.430,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.69 )"
626,LA,CB,9.980,10.0,1,12.480,20.480,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 1.87 )"
626,LA,CB,10.050,10.0,2,12.250,20.200,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 3.05 )"
626,LA,CB,10.600,10.5,2,12.230,20.180,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 2.89 )"
626,LA,CB,10.990,11.0,1,18.200,29.930,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 0.63 )"
626,LA,CB,0.010,0.0,1,12.160,17.280,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.81 )"
626,LA,CB,0.400,0.5,1,12.410,17.650,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.85 )"
626,LA,CB,0.500,0.5,1,12.390,17.630,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.8 )"
626,LA,CB,0.970,1.0,1,12.370,17.620,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.8 )"
626,LA,CB,1.130,,1,12.360,17.780,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.8 )"
626,LA,CB,2.020,2.0,1,12.150,17.600,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.74 )"
626,LA,CB,3.000,3.0,1,12.150,17.670,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.79 )"
626,LA,CB,3.010,3.0,1,12.090,17.600,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.75 )"
626,LA,CB,3.020,3.0,1,12.140,17.670,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.75 )"
626,LA,CB,3.150,,1,12.140,17.680,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.76 )"
626,LA,CB,3.990,4.0,1,12.070,17.640,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.73 )"
626,LA,CB,4.920,5.0,1,12.070,17.710,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.71 )"
626,LA,CB,5.010,5.0,1,12.060,17.700,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.66 )"
626,LA,CB,5.030,5.0,1,12.020,17.630,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.66 )"
626,LA,CB,5.970,6.0,1,11.990,17.680,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.57 )"
626,LA,CB,5.990,6.0,1,12.020,17.720,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.54 )"
626,LA,CB,7.030,7.0,1,11.960,17.740,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.43 )"
626,LA,CB,7.040,7.0,1,11.980,17.780,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.39 )"
626,LA,CB,8.000,8.0,1,11.860,17.830,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.91 )"
626,LA,CB,9.010,9.0,1,11.730,18.000,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.3 )"
626,LA,CB,9.040,9.0,1,11.800,18.020,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.49 )"
626,LA,CB,9.070,9.0,1,11.780,17.990,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.32 )"
626,LA,CB,10.040,10.0,1,11.600,18.210,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.61 )"
626,LA,CB,11.000,11.0,1,11.450,18.330,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.14 )"
626,LA,CB,11.040,11.0,1,11.510,18.560,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.73 )"
626,LA,CB,11.040,11.0,1,11.550,18.600,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.15 )"
626,LA,CB,11.070,11.0,1,11.540,18.600,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.18 )"
626,LA,CB,11.090,11.0,1,11.630,18.760,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.04 )"
626,LA,CB,0.180,0.3,1,14.760,17.580,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.49 )"
626,LA,CB,0.530,0.5,1,14.740,17.580,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.5 )"
626,LA,CB,0.570,0.5,2,14.840,17.720,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.63 )"
626,LA,CB,1.040,1.0,2,14.680,17.680,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.51 )"
626,LA,CB,1.060,1.0,1,14.610,17.600,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.5 )"
626,LA,CB,1.950,2.0,1,14.510,17.540,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.49 )"
626,LA,CB,2.270,2.3,1,14.320,17.460,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.81 )"
626,LA,CB,2.520,2.5,1,14.300,17.520,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.71 )"
626,LA,CB,2.700,2.8,1,14.280,17.530,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.76 )"
626,LA,CB,3.000,3.0,1,14.120,17.560,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.58 )"
626,LA,CB,3.010,3.0,1,14.070,17.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.7 )"
626,LA,CB,3.030,3.0,1,14.090,17.490,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.79 )"
626,LA,CB,3.040,3.0,1,13.950,17.410,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.03 )"
626,LA,CB,3.060,3.0,2,14.150,17.570,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.81 )"
626,LA,CB,3.070,3.0,2,14.190,17.640,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.66 )"
626,LA,CB,3.230,3.3,1,13.790,17.480,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.21 )"
626,LA,CB,3.390,,1,13.730,17.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.34 )"
626,LA,CB,3.740,3.8,1,13.190,17.490,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.47 )"
626,LA,CB,3.750,3.8,1,13.140,17.340,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.6 )"
626,LA,CB,4.050,4.0,1,12.900,17.540,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.54 )"
626,LA,CB,4.240,4.3,1,12.720,17.440,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.63 )"
626,LA,CB,4.500,4.5,1,12.630,17.460,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.67 )"
626,LA,CB,4.660,4.8,1,12.560,17.520,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.67 )"
626,LA,CB,4.990,5.0,1,12.400,17.470,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.62 )"
626,LA,CB,5.070,5.0,2,12.390,17.530,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.39 )"
626,LA,CB,5.090,5.0,2,12.380,17.520,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.51 )"
626,LA,CB,5.270,5.3,1,12.300,17.470,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.6 )"
626,LA,CB,5.520,5.5,1,12.220,17.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.54 )"
626,LA,CB,5.720,5.8,1,12.190,17.490,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.52 )"
626,LA,CB,6.070,6.0,1,12.130,17.560,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.48 )"
626,LA,CB,6.260,6.3,1,12.080,17.560,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.32 )"
626,LA,CB,6.480,6.5,1,12.060,17.590,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.2 )"
626,LA,CB,6.780,6.8,1,12.030,17.630,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.06 )"
626,LA,CB,7.040,7.0,2,12.050,17.790,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.96 )"
626,LA,CB,7.040,7.0,2,12.020,17.750,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.81 )"
626,LA,CB,7.080,7.0,1,11.990,17.700,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.76 )"
626,LA,CB,8.020,8.0,1,11.930,17.900,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.02 )"
626,LA,CB,9.000,9.0,2,11.880,18.140,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.71 )"
626,LA,CB,9.060,9.0,2,11.930,18.100,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.15 )"
626,LA,CB,9.090,9.0,1,11.870,18.160,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.46 )"
626,LA,CB,10.080,10.0,1,11.920,18.460,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 7.52 )"
626,LA,CB,11.000,11.0,1,12.290,19.390,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.85 )"
626,LA,CB,11.070,11.0,2,12.300,19.400,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.72 )"
626,LA,CB,11.070,11.0,2,12.290,19.380,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.09 )"
626,LA,CB,11.080,11.0,2,12.290,19.380,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.31 )"
626,LA,CB,11.510,11.5,1,17.520,27.820,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 0.36 )"
626,LA,CB,0.010,0.0,1,15.860,17.660,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.28 )"
626,LA,CB,0.520,0.5,1,15.850,17.640,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.28 )"
626,LA,CB,0.990,1.0,1,15.850,17.640,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.28 )"
626,LA,CB,2.050,2.0,1,15.850,17.650,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.3 )"
626,LA,CB,3.050,3.0,1,15.400,17.400,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.18 )"
626,LA,CB,3.270,3.3,1,15.050,17.380,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.11 )"
626,LA,CB,3.520,3.5,1,14.530,17.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.66 )"
626,LA,CB,3.720,3.8,1,14.170,17.310,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.9 )"
626,LA,CB,4.100,4.0,1,13.620,17.430,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.07 )"
626,LA,CB,4.260,4.3,1,13.320,17.380,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.08 )"
626,LA,CB,4.500,4.5,1,13.160,17.370,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.11 )"
626,LA,CB,4.760,4.8,1,12.940,17.340,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.03 )"
626,LA,CB,4.960,5.0,1,12.830,17.370,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.07 )"
626,LA,CB,5.250,5.3,1,12.690,17.380,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.06 )"
626,LA,CB,5.510,5.5,1,12.580,17.400,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.98 )"
626,LA,CB,5.760,5.8,1,12.510,17.420,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.95 )"
626,LA,CB,5.980,6.0,1,12.440,17.420,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.92 )"
626,LA,CB,6.220,6.3,1,12.370,17.430,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.87 )"
626,LA,CB,6.250,6.3,1,12.360,17.420,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.87 )"
626,LA,CB,6.520,6.5,1,12.280,17.500,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.72 )"
626,LA,CB,6.750,6.8,1,12.220,17.520,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.58 )"
626,LA,CB,6.940,7.0,1,12.190,17.550,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.46 )"
626,LA,CB,7.250,7.3,1,12.120,17.650,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.07 )"
626,LA,CB,7.370,,1,12.110,17.700,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.99 )"
626,LA,CB,7.670,7.8,1,12.070,17.740,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.75 )"
626,LA,CB,8.050,8.0,1,12.050,17.870,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.17 )"
626,LA,CB,9.060,9.0,1,12.100,18.290,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 8.4 )"
626,LA,CB,10.030,10.0,1,12.390,19.040,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 5.87 )"
626,LA,CB,10.090,10.0,1,12.370,19.040,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 6.4 )"
626,LA,CB,11.040,11.0,1,13.280,20.690,preliminary,RBR PROBE,RBR-18033-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 3.51 )"
626,LA,CB,0.020,0.0,2,1.520,1.780,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9 )"
626,LA,CB,0.020,0.0,1,16.670,17.890,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.28 )"
626,LA,CB,0.370,,2,16.790,17.990,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.25 )"
626,LA,CB,0.380,,2,16.650,17.840,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.23 )"
626,LA,CB,0.420,0.5,2,16.710,17.900,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.27 )"
626,LA,CB,0.520,0.5,1,16.640,17.860,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.3 )"
626,LA,CB,0.600,0.5,2,16.670,17.850,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.27 )"
626,LA,CB,1.020,1.0,1,16.620,17.840,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.3 )"
626,LA,CB,1.030,1.0,2,16.670,17.860,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.31 )"
626,LA,CB,1.130,,2,16.670,17.860,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.3 )"
626,LA,CB,2.050,2.0,1,16.550,17.830,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.31 )"
626,LA,CB,3.000,3.0,1,16.520,17.820,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.32 )"
626,LA,CB,3.000,3.0,2,16.560,17.850,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.33 )"
626,LA,CB,3.100,3.0,2,16.610,17.920,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.37 )"
626,LA,CB,3.260,3.3,1,16.340,17.680,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.52 )"
626,LA,CB,3.520,3.5,1,16.170,17.690,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 9.89 )"
626,LA,CB,3.760,3.8,1,15.870,17.650,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 10.35 )"
626,LA,CB,3.990,4.0,1,15.320,17.500,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 11.49 )"
626,LA,CB,4.280,4.3,1,14.860,17.550,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.64 )"
626,LA,CB,4.510,4.5,1,14.550,17.680,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 13.03 )"
626,LA,CB,4.760,4.8,1,14.100,17.570,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 13.2 )"
626,LA,CB,5.000,5.0,2,13.540,17.420,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.99 )"
626,LA,CB,5.000,5.0,2,13.610,17.420,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.99 )"
626,LA,CB,5.000,5.0,2,13.660,17.460,preliminary,RBR PROBE,RBR-18018-138,"Values from Optode 138 have been corrected against optode 249 newly calibrated by Aanderaa, (Corrected Oxygen= 12.85 )"
