# Generated at 2023-05-12 02:04:19 (05:00) by AQUARIUS Time-Series 22.3.301.0,,,,
# UTC-06,,,,
# Period Selected: 2022-01-01 00:00 - 2022-12-31 23:59,,,,
#,,,,
# Comment: ,,,,
# Description: ,,,,
# ReportTitle: [Untitled Report],,,,
# 654a3b08-b079-42e9-8594-4206b32530c0 Lake#.Lake#@RBR Logger 1: None,,,,
# a1e7b902-02d6-45a3-ab9c-ce708c7261da Depth.Depth AVG@RBR Logger 1: None,,,,
# 13121fbb-b10f-4351-a7d5-73d2554e6a33 Cond.Conductivity AVG@RBR Logger 1: None,,,,
# 457e375b-03d8-43f3-8837-b1ded67e52ae Sp Cond.Specific Conductivity at 25C@RBR Logger 1: None,,,,
#,,,,
# CSV data starts at line 15,,,,
#,,,,
TimeStamp,Lake,Depth@RBR Logger 1,Cond@RBR Logger 1,Sp Cond@RBR Logger 1
09/07/2022 08:34,373,15.01,17.36,6.158702504
09/07/2022 08:35,373,16.02,17.88,6.052027296
09/07/2022 08:36,373,17.01,17.87,5.898240021
09/07/2022 08:37,373,18.02,22.77,5.249596044
09/07/2022 08:38,373,19.03,29.3,4.609427703
09/07/2022 08:39,373,20,39.94,3.837075234
09/19/2022 08:40,373,0.103,20.59,18.24695966
09/19/2022 08:41,373,0.505,20.3,18.48983224
09/19/2022 08:42,373,1.016,20.23,18.53903595
09/19/2022 08:43,373,1.264,20.19,18.53260935
09/19/2022 08:43,373,2.002,20.22,18.52092325
09/19/2022 08:44,373,3.019,20.21,18.52481698
09/19/2022 08:45,373,4.008,20.19,18.51058605
09/19/2022 08:46,373,5.027,20.2,18.46265633
09/19/2022 08:46,373,6.009,20.18,18.38231245
09/19/2022 08:48,373,6.259,20.08,18.16720896
09/19/2022 08:49,373,6.517,20.07,18.21519766
09/19/2022 08:50,373,6.75,20.08,18.15617177
09/19/2022 08:50,373,7.009,19.95,17.97364824
09/19/2022 08:55,373,7.25,19.53,16.81698851
09/19/2022 08:57,373,7.516,18.45,15.12181462
09/19/2022 08:59,373,7.762,17.93,13.30692758
09/19/2022 09:00,373,8.01,17.54,12.37297583
09/19/2022 09:01,373,8.26,17.28,11.55360167
09/19/2022 09:02,373,8.49,17.1,10.92909046
09/19/2022 09:04,373,8.75,16.96,10.45560444
09/19/2022 09:07,373,9.01,16.91,9.864207475
09/19/2022 09:08,373,9.25,16.82,9.467124616
09/19/2022 09:10,373,9.53,16.76,9.242644336
09/19/2022 09:12,373,9.75,16.73,8.708581391
09/19/2022 09:13,373,10.02,16.84,8.582658883
09/19/2022 09:14,373,11.01,16.44,8.042998001
09/19/2022 09:15,373,12.01,16.25,7.285607084
09/19/2022 09:17,373,13.03,16.36,6.850496302
09/19/2022 09:19,373,14.04,16.82,6.452056386
09/19/2022 09:21,373,15.01,17.65,6.116691775
09/19/2022 09:22,373,16.01,17.46,6.022294757
09/19/2022 09:23,373,17.02,18.97,5.761578252
09/19/2022 09:24,373,18.03,25.17,5.008736632
09/19/2022 09:25,373,18.99,34.14,4.242389156
09/19/2022 09:26,373,20.02,39.19,3.892908816
10/05/2022 08:35,373,0.237,18.01,16.4687227
10/05/2022 08:37,373,0.528,18,16.47235369
10/05/2022 08:37,373,1.011,17.99,16.48753217
10/05/2022 08:38,373,2.026,17.99,16.47598628
10/05/2022 08:39,373,3.031,17.97,16.34464444
10/05/2022 08:39,373,4.009,17.92,16.27018451
10/05/2022 08:40,373,4.01,17.92,16.27018451
10/05/2022 08:40,373,4.245,17.91,16.25064627
10/05/2022 08:41,373,4.517,17.91,16.23907997
10/05/2022 08:41,373,4.781,17.91,16.22751367
10/05/2022 08:42,373,5.037,17.9,16.20796168
10/05/2022 08:43,373,5.267,17.88,16.1919797
10/05/2022 08:43,373,5.474,17.88,16.16883177
10/05/2022 08:44,373,5.755,17.87,16.12610078
10/05/2022 08:44,373,5.976,17.87,16.12610078
10/05/2022 08:45,373,6.255,17.86,16.10650907
10/05/2022 08:46,373,6.548,17.86,16.07177181
10/05/2022 08:47,373,6.758,17.85,16.05216374
10/05/2022 08:48,373,7.018,17.84,16.02096279
10/05/2022 08:49,373,7.781,17.56,15.17666477
10/05/2022 08:50,373,8,17.52,15.09685789
10/05/2022 08:51,373,8.26,17.3,14.5850187
10/05/2022 08:53,373,8.52,17.07,13.21097371
10/05/2022 08:54,373,8.78,16.71,12.24958742
10/05/2022 08:55,373,9.06,16.39,11.27402462
10/05/2022 08:56,373,9.25,16.22,10.74129342
10/05/2022 08:59,373,9.51,16.01,9.924048432
10/05/2022 09:00,373,9.79,15.86,9.227962289
10/05/2022 09:01,373,10,15.77,8.861160583
10/05/2022 09:02,373,10.24,15.72,8.649021819
10/05/2022 09:03,373,10.47,15.7,8.473071732
10/05/2022 09:03,373,10.75,15.47,8.194606939
10/05/2022 09:04,373,10.99,15.42,8.023039771
10/05/2022 09:05,373,11.26,15.32,7.877445063
10/05/2022 09:05,373,11.51,15.25,7.746613007
10/05/2022 09:06,373,11.76,15.18,7.513188699
10/05/2022 09:07,373,11.99,15.26,7.343058555
10/05/2022 09:09,373,13.03,15.41,6.995327063
10/05/2022 09:11,373,14.03,16.11,6.489994592
10/05/2022 09:12,373,15,16.65,6.310416828
10/05/2022 09:13,373,16.01,16.74,6.212050333
10/05/2022 09:14,373,17.04,18.95,5.820599359
10/05/2022 09:14,373,18.02,26.28,4.940221466
10/05/2022 09:15,373,19.02,31.61,4.459041546
10/05/2022 09:16,373,20.02,35,4.207388749
11/01/2022 09:17,373,0.226,16.38,8.7938345
11/01/2022 09:19,373,0.396,16.43,8.734767964
11/01/2022 09:20,373,1.02,16.44,8.738750801
11/01/2022 09:21,373,2.018,16.44,8.705278158
11/01/2022 09:21,373,3.017,16.5,8.698143616
11/01/2022 09:22,373,4.052,16.47,8.700513812
11/01/2022 09:23,373,5.03,16.49,8.692962879
11/01/2022 09:24,373,6.06,16.48,8.717638797
11/01/2022 09:25,373,7.008,16.5,8.699337432
11/01/2022 09:25,373,8.02,16.5,8.69098072
11/01/2022 09:26,373,9.01,16.51,8.708096166
11/01/2022 09:27,373,10.02,16.51,8.697354271
11/01/2022 09:28,373,11.01,16.6,8.635475725
11/01/2022 09:29,373,12,16.65,8.591161371
11/01/2022 09:30,373,13,16.66,8.490482999
11/01/2022 09:30,373,14.01,16.68,8.461659184
11/01/2022 09:35,373,15,17.84,7.47529088
11/01/2022 09:36,373,16.03,19.43,6.346147605
11/01/2022 09:37,373,17.04,25.88,5.171084413
11/01/2022 09:38,373,18.01,32.13,4.523038982
11/01/2022 09:39,373,19.02,34.18,4.334923231
11/01/2022 09:40,373,20.03,34.94,4.268590936
05/31/2022 14:12,375,0.005,30.06,13.52305119
05/31/2022 14:13,375,0.461,29.97,13.40728651
05/31/2022 14:14,375,1.087,29.95,13.34801219
05/31/2022 14:16,375,1.272,29.66,12.97513512
05/31/2022 14:17,375,1.481,29.55,12.77940574
05/31/2022 14:18,375,1.723,29.06,12.14797327
05/31/2022 14:19,375,2.022,28.41,11.5290983
05/31/2022 14:20,375,2.305,27.91,10.87552732
05/31/2022 14:21,375,2.508,27.72,10.55181225
05/31/2022 14:21,375,2.751,27.54,10.30982896
05/31/2022 14:22,375,3.032,27.24,9.95412281
05/31/2022 14:23,375,3.234,27.18,9.840270804
05/31/2022 14:23,375,3.501,27.01,9.630283776
05/31/2022 14:24,375,3.761,26.66,9.159586161
05/31/2022 14:25,375,4.007,26.44,8.914807144
05/31/2022 14:26,375,4.275,26.16,8.423371775
05/31/2022 14:26,375,4.505,26.07,8.261166539
05/31/2022 14:29,375,4.951,25.78,7.710134417
05/31/2022 14:31,375,6.033,25.62,6.840000712
05/31/2022 14:32,375,7.029,25.65,6.353125941
05/31/2022 14:33,375,8.02,25.55,5.723870738
05/31/2022 14:34,375,9.01,25.75,5.252754295
05/31/2022 14:35,375,10.01,25.93,5.022780353
05/31/2022 14:36,375,11.04,26.23,4.680051549
05/31/2022 14:37,375,12.05,26.55,4.460934048
05/31/2022 14:38,375,13.02,26.75,4.355420084
05/31/2022 14:40,375,14.03,27,4.258331728
05/31/2022 14:40,375,15.06,27.18,4.211635904
05/31/2022 14:41,375,16.01,27.36,4.137498134
05/31/2022 14:42,375,16.98,27.91,4.012008553
05/31/2022 14:43,375,18.02,28.6,3.945694075
05/31/2022 14:44,375,19,29.06,3.894961329
05/31/2022 14:45,375,19.97,29.38,3.859151134
05/31/2022 14:47,375,21.08,29.97,3.817606105
05/31/2022 14:48,375,22,30.4,3.775586054
05/31/2022 14:49,375,23.03,31.34,3.716905094
05/31/2022 14:50,375,23.95,35.28,3.489787253
05/31/2022 14:51,375,24.96,267.3,0.772753037
06/28/2022 13:41,375,0,36.52,16.67989036
06/28/2022 13:42,375,0.523,36.41,16.74971735
06/28/2022 13:43,375,1.028,36.39,16.76318571
06/28/2022 13:44,375,2.023,36.27,16.60554105
06/28/2022 13:45,375,3.038,36.13,16.60092546
06/28/2022 13:46,375,3.249,35.92,16.27540602
06/28/2022 13:48,375,3.522,33.76,15.18868927
06/28/2022 13:49,375,3.737,31.89,12.82256347
06/28/2022 13:50,375,3.993,30.57,11.27092057
06/28/2022 13:51,375,4.252,29.85,10.70805896
06/28/2022 13:52,375,4.495,29.43,9.911369309
06/28/2022 13:53,375,4.751,28.86,9.182975918
06/28/2022 13:55,375,5.012,28.4,8.516911751
06/28/2022 13:56,375,5.185,28.31,8.333168739
06/28/2022 13:57,375,5.561,28.05,7.909246826
06/28/2022 13:57,375,5.745,27.97,7.693567023
06/28/2022 13:59,375,5.994,27.88,7.482407716
06/28/2022 14:00,375,6.245,27.78,7.228197186
06/28/2022 14:02,375,6.497,27.69,6.91948384
06/28/2022 14:03,375,6.749,27.63,6.585205378
06/28/2022 14:04,375,7.077,27.53,6.343464753
06/28/2022 14:05,375,7.278,27.54,6.143933224
06/28/2022 14:06,375,7.551,27.52,5.845637763
06/28/2022 14:07,375,7.747,27.52,5.747367698
06/28/2022 14:08,375,8.01,27.56,5.562038562
06/28/2022 14:09,375,9,27.59,5.039691501
06/28/2022 14:11,375,10.09,27.95,4.706795602
06/28/2022 14:13,375,11.06,28.19,4.509255568
06/28/2022 14:14,375,12.03,28.32,4.331341004
06/28/2022 15:11,375,13.06,28.39,4.278003548
06/28/2022 15:12,375,13.99,28.53,4.156740111
06/28/2022 15:13,375,15.01,28.8,4.037927241
06/28/2022 15:14,375,16,29.3,3.953314297
06/28/2022 15:15,375,17.06,29.84,3.900428763
06/28/2022 15:16,375,17.95,30.16,3.860522358
06/28/2022 15:17,375,18.97,30.5,3.854124248
06/28/2022 15:18,375,20.01,30.98,3.811641887
06/28/2022 15:20,375,21.06,31.89,3.742491819
06/28/2022 15:21,375,22,33.42,3.640523698
06/28/2022 15:22,375,23.08,43.8,3.111663773
06/28/2022 15:22,375,24.05,105.6,1.679097131
06/28/2022 15:23,375,24.94,317.1,0.658751716
08/09/2022 12:53,375,0.093,37.18,17.88035092
08/09/2022 12:55,375,0.499,37.13,17.8536198
08/09/2022 12:56,375,1.035,36.84,17.76300337
08/09/2022 12:57,375,1.253,36.83,17.62710316
08/09/2022 12:57,375,1.482,36.81,17.56732168
08/09/2022 12:58,375,1.774,36.78,17.55921234
08/09/2022 12:58,375,2.001,36.78,17.51839595
08/09/2022 12:59,375,2.271,36.68,17.52122497
08/09/2022 13:00,375,2.551,36.59,17.39032184
08/09/2022 13:00,375,2.747,36.56,17.37391014
08/09/2022 13:01,375,3.027,36.49,17.38475832
08/09/2022 13:02,375,3.311,36.55,17.31928019
08/09/2022 13:03,375,3.5,36.52,17.29462834
08/09/2022 13:03,375,3.751,36.41,17.25056674
08/09/2022 13:04,375,4.036,35.5,16.84228062
08/09/2022 13:07,375,4.267,34.82,15.77180812
08/09/2022 13:09,375,4.554,33.39,14.04008967
08/09/2022 13:10,375,4.737,31.97,12.79644735
08/09/2022 13:12,375,5.022,30.63,11.15993835
08/09/2022 13:14,375,5.27,29.97,9.754074929
08/09/2022 13:15,375,5.516,29.49,9.12725568
08/09/2022 13:16,375,5.754,29.19,8.583102861
08/09/2022 13:17,375,6.064,28.68,8.025877147
08/09/2022 13:18,375,6.255,28.43,7.526890803
08/09/2022 13:19,375,6.511,28.23,7.088678177
08/09/2022 13:20,375,6.751,28.22,6.820524125
08/09/2022 13:21,375,7.029,28.12,6.560072179
08/09/2022 13:22,375,7.292,27.97,6.299640304
08/09/2022 13:23,375,7.532,27.91,6.087642729
08/09/2022 13:24,375,7.741,27.9,5.930509101
08/09/2022 13:25,375,8.01,27.93,5.761565509
08/09/2022 13:26,375,9.01,28.04,5.146191535
08/09/2022 13:27,375,10.02,28.35,4.806458738
08/09/2022 13:28,375,11.07,28.52,4.525726365
08/09/2022 13:29,375,12.01,28.55,4.380013205
08/09/2022 13:31,375,12.97,28.67,4.282789317
08/09/2022 13:31,375,14.06,28.88,4.171833745
08/09/2022 13:33,375,15.02,29.18,4.120062454
08/09/2022 13:35,375,15.97,29.44,4.046813987
08/09/2022 13:36,375,16.98,29.6,3.994080121
08/09/2022 13:37,375,18.02,29.81,3.929951432
08/09/2022 13:39,375,19.03,30.16,3.909677795
08/09/2022 13:40,375,20.03,31.19,3.825692233
08/09/2022 13:40,375,20.99,33.02,3.712336821
08/09/2022 13:41,375,22.05,37.01,3.491972855
08/09/2022 13:43,375,23.08,50.26,2.890454149
08/09/2022 13:44,375,24.07,110.3,1.635079472
09/06/2022 13:11,375,0.023,37.13,17.26093483
09/06/2022 13:13,375,0.509,36.83,17.26004178
09/06/2022 13:13,375,1.005,36.41,16.93035156
09/06/2022 13:14,375,2.006,36.16,16.79915856
09/06/2022 13:15,375,2.999,36.3,16.71286282
09/06/2022 13:16,375,4.001,36.04,16.65752719
09/06/2022 13:17,375,4.284,35.7,16.36540266
09/06/2022 13:19,375,4.501,35.41,15.67360203
09/06/2022 13:21,375,4.762,34.12,14.83573385
09/06/2022 13:22,375,4.971,32.55,12.70751308
09/06/2022 13:24,375,5.259,31.52,11.65818314
09/06/2022 13:25,375,5.52,30.81,10.60333708
09/06/2022 13:27,375,5.792,30.17,9.492631152
09/06/2022 13:27,375,6.063,29.74,8.766347496
09/06/2022 13:29,375,6.294,29.42,8.400788623
09/06/2022 13:30,375,6.498,29.14,7.96052912
09/06/2022 13:31,375,6.776,28.84,7.546508855
09/06/2022 13:32,375,7.048,28.73,7.219650443
09/06/2022 13:33,375,7.242,28.51,7.018474454
09/06/2022 13:34,375,7.478,28.36,6.715054653
09/06/2022 13:35,375,7.746,28.33,6.524050797
09/06/2022 13:35,375,8.03,28.31,6.153001116
09/06/2022 13:36,375,8.55,28.25,5.763246475
09/06/2022 13:38,375,10,28.38,4.925048706
09/06/2022 13:39,375,10.98,28.7,4.639151186
09/06/2022 13:40,375,11.99,28.77,4.432806875
09/06/2022 13:41,375,13.03,28.93,4.317886487
09/06/2022 13:42,375,14.08,29.18,4.206186484
09/06/2022 13:43,375,14.96,29.41,4.119970744
09/06/2022 13:44,375,16.03,29.75,4.067936464
09/06/2022 13:46,375,17.03,29.99,4.013479301
09/06/2022 13:47,375,17.98,30.3,4.004613024
09/06/2022 13:47,375,18.99,30.36,3.991378622
09/06/2022 13:48,375,19.96,31.27,3.884771428
09/06/2022 13:49,375,20.97,33.64,3.705503063
09/06/2022 13:50,375,22.02,38.07,3.44900159
09/06/2022 13:51,375,22.98,53.61,2.789613121
09/06/2022 13:51,375,22.98,53.6,2.789957704
09/06/2022 13:52,375,24.05,149.6,1.281118153
09/06/2022 13:53,375,24.94,308.2,0.680436628
10/04/2022 13:21,375,0.14,32.25,12.66606645
10/04/2022 13:22,375,0.488,32.15,12.61696427
10/04/2022 13:23,375,1.115,32.03,12.56311311
10/04/2022 13:25,375,1.984,31.44,12.32408789
10/04/2022 13:26,375,3.006,31.21,12.22945242
10/04/2022 13:33,375,3.276,31.36,12.10012519
10/04/2022 13:34,375,3.501,31.41,12.07201155
10/04/2022 13:35,375,3.763,31.31,12.06581581
10/04/2022 13:36,375,4.01,31.32,12.02806787
10/04/2022 13:36,375,4.276,31.32,12.01022207
10/04/2022 13:37,375,4.497,31.15,12.02722233
10/04/2022 13:38,375,4.772,31.17,11.98732921
10/04/2022 13:40,375,5.011,31.04,11.98711811
10/04/2022 13:40,375,5.238,31.02,11.91050618
10/04/2022 13:41,375,5.506,31.23,11.7337642
10/04/2022 13:42,375,5.758,31.1,11.60759868
10/04/2022 13:42,375,5.757,31.1,11.61655516
10/04/2022 13:44,375,6.009,31,11.25964472
10/04/2022 13:45,375,6.266,31.02,10.34994287
10/04/2022 13:47,375,6.491,30.67,9.455949082
10/04/2022 13:49,375,6.753,30,8.571428571
10/04/2022 13:50,375,6.996,29.47,7.988007853
10/04/2022 13:52,375,7.236,29.28,7.645033779
10/04/2022 13:54,375,7.524,29.05,7.29935815
10/04/2022 13:55,375,7.776,28.9,6.882334875
10/04/2022 14:01,375,8.01,28.8,6.588785918
10/04/2022 14:03,375,8.24,28.81,6.207289347
10/04/2022 14:04,375,8.51,28.64,6.115804788
10/04/2022 14:05,375,8.75,28.51,5.829204314
10/04/2022 14:05,375,9,28.41,5.61151633
10/04/2022 14:06,375,10.09,28.47,5.065287913
10/04/2022 14:09,375,11.03,28.82,4.689821261
10/04/2022 14:09,375,12.03,28.98,4.497136665
10/04/2022 14:10,375,13,29.12,4.368253403
10/04/2022 14:11,375,14.06,29.62,4.251811637
10/04/2022 14:12,375,14.99,29.81,4.155252773
10/04/2022 14:13,375,16.07,30.2,4.091620274
10/04/2022 14:14,375,17.07,30.56,4.023699236
10/04/2022 14:14,375,18,31.27,3.963359908
10/04/2022 14:15,375,19.02,32.01,3.883971211
10/04/2022 14:16,375,20.05,33.38,3.798947984
10/04/2022 14:17,375,21.09,36.53,3.578034507
10/04/2022 14:18,375,22.01,43.16,3.236426166
10/04/2022 14:19,375,23.06,57.65,2.679822495
10/04/2022 14:20,375,24.05,141.4,1.351124955
10/04/2022 14:21,375,24.61,223.5,0.911434147
10/31/2022 13:58,375,0.05,26.6,6.816682192
10/31/2022 13:59,375,0.543,26.54,6.767928161
10/31/2022 14:00,375,1.03,26.54,6.77084244
10/31/2022 14:00,375,2.005,26.53,6.756553245
10/31/2022 14:01,375,3.015,26.49,6.722679271
10/31/2022 14:02,375,4.038,26.48,6.691835202
10/31/2022 14:03,375,5.014,26.44,6.644256373
10/31/2022 14:03,375,6.022,26.45,6.622587441
10/31/2022 14:05,375,7.055,26.47,6.613317874
10/31/2022 14:06,375,8,26.5,6.591163175
10/31/2022 14:08,375,9.01,26.5,6.588246731
10/31/2022 14:09,375,10.01,26.54,6.555185766
10/31/2022 14:11,375,11.05,27.46,5.961875326
10/31/2022 14:12,375,12.02,28.15,5.423684049
10/31/2022 14:14,375,13.05,28.38,4.675179746
10/31/2022 14:15,375,14.05,28.5,4.412991517
10/31/2022 14:17,375,15,29.3,4.343285927
10/31/2022 14:18,375,15.99,29.67,4.272872584
10/31/2022 14:19,375,16.95,29.82,4.236023229
10/31/2022 14:20,375,17.95,30.03,4.156657449
10/31/2022 14:21,375,19.01,30.83,4.044619486
10/31/2022 14:22,375,20,32.5,3.895036081
10/31/2022 14:23,375,21.01,36.55,3.624432146
10/31/2022 14:23,375,22.01,42.45,3.300094878
10/31/2022 14:24,375,22.99,52.06,2.889548445
10/31/2022 14:25,375,24.03,77.49,2.186702115
10/31/2022 14:26,375,24.93,250.8,0.82630939
10/31/2022 14:26,375,25.32,328.4,0.648276512
04/04/2022 12:42,378,0.507,12.93,2.23272594
04/04/2022 12:43,378,1.006,12.3,2.971891792
04/04/2022 12:44,378,2.011,11.92,3.7444746
04/04/2022 12:44,378,3.002,11.87,4.189707388
04/04/2022 12:46,378,4.01,11.99,4.328624142
04/04/2022 12:46,378,5.033,12.11,4.356587481
04/04/2022 12:47,378,6.001,12.28,4.516226184
04/04/2022 12:48,378,7.014,12.42,4.554297493
04/04/2022 12:49,378,8,12.53,4.583741893
04/04/2022 12:50,378,9.01,12.51,4.700298513
04/04/2022 12:52,378,11,12.4,4.772565649
04/04/2022 12:53,378,12,11.99,4.906128869
04/04/2022 12:54,378,13,13.75,4.739372711
04/04/2022 12:55,378,14,18.56,4.28736277
04/04/2022 12:55,378,14,18.61,4.283838164
04/04/2022 12:55,378,15,64.76,2.270071433
04/04/2022 12:56,378,15.43,128.9,1.376784643
05/31/2022 08:31,378,0.066,14.77,20.53176271
05/31/2022 08:32,378,0.513,14.78,20.52688998
05/31/2022 08:32,378,1.027,14.77,20.482049
05/31/2022 08:33,378,1.266,14.71,20.29967852
05/31/2022 08:35,378,1.528,14.21,18.70486742
05/31/2022 08:36,378,1.781,13.81,17.38586314
05/31/2022 08:37,378,2.016,13.73,16.87176566
05/31/2022 08:38,378,2.29,13.46,15.98284218
05/31/2022 08:38,378,2.442,13.28,15.29347496
05/31/2022 08:39,378,2.751,12.92,13.90925446
05/31/2022 08:40,378,3.005,12.73,13.43968403
05/31/2022 08:41,378,3.277,12.39,12.31642273
05/31/2022 08:42,378,3.528,12.23,11.46684336
05/31/2022 08:43,378,3.758,12.14,10.96273201
05/31/2022 08:44,378,3.983,11.99,10.00653352
05/31/2022 08:45,378,4.221,11.94,9.558272956
05/31/2022 08:47,378,4.524,11.91,9.028228715
05/31/2022 08:47,378,4.758,11.9,8.917163472
05/31/2022 08:48,378,5.008,11.87,8.600979423
05/31/2022 08:49,378,6.005,11.78,7.828783488
05/31/2022 08:51,378,7.012,11.77,7.299543561
05/31/2022 08:52,378,7.995,11.79,6.826367648
05/31/2022 08:53,378,9,11.83,6.48804935
05/31/2022 08:54,378,10.04,11.97,6.222649432
05/31/2022 08:56,378,11.06,12.36,5.911075489
05/31/2022 08:57,378,12,12.59,5.778740683
05/31/2022 08:58,378,13,12.79,5.704307182
05/31/2022 08:59,378,14.04,13.03,5.632813179
05/31/2022 09:00,378,15,13.27,5.587938507
05/31/2022 09:02,378,16.04,45.6,3.085843871
06/14/2022 12:39,378,0.057,16.79,22.29630605
06/14/2022 12:41,378,0.505,16.75,22.32839719
06/14/2022 12:41,378,1.017,16.71,22.32490278
06/14/2022 12:42,378,2.018,16.68,22.23310759
06/14/2022 12:44,378,2.258,16.68,22.14988206
06/14/2022 12:45,378,2.499,16.51,21.68669234
06/14/2022 12:46,378,2.744,16,20.92742422
06/14/2022 12:47,378,3,15.12,18.67391765
06/14/2022 12:49,378,3.256,14.6,16.35968853
06/14/2022 12:50,378,3.517,14.1,14.53631553
06/14/2022 12:51,378,3.741,13.85,13.20144593
06/14/2022 12:52,378,4.045,13.6,12.22100069
06/14/2022 12:53,378,4.24,13.26,10.71199305
06/14/2022 12:54,378,4.525,13.09,9.761572207
06/14/2022 12:55,378,4.758,13.05,9.190740585
06/14/2022 12:56,378,5.013,12.95,8.616020108
06/14/2022 12:58,378,5.935,12.9,7.635682607
06/14/2022 12:59,378,6.992,12.93,7.082861684
06/14/2022 13:01,378,8.02,13.01,6.57076412
06/14/2022 13:02,378,8.98,13.1,6.312846993
06/14/2022 13:03,378,10,13.27,6.059614128
06/14/2022 13:04,378,11.01,13.48,5.882292607
06/14/2022 13:06,378,12.02,13.76,5.66268865
06/14/2022 13:07,378,13.01,14.26,5.52294349
06/14/2022 13:08,378,13.99,14.58,5.458327195
06/14/2022 13:09,378,14.95,15.12,5.371678754
06/14/2022 13:10,378,16,62.55,2.526198095
06/14/2022 13:11,378,16.27,201.1,0.992091229
06/28/2022 07:46,378,0.127,16.95,23.25567655
06/28/2022 07:47,378,0.524,16.95,23.27931037
06/28/2022 07:47,378,0.978,16.95,23.27931037
06/28/2022 07:48,378,1.264,16.96,23.27405734
06/28/2022 07:49,378,1.515,16.96,23.27405734
06/28/2022 07:49,378,1.725,16.92,23.29508367
06/28/2022 07:50,378,1.979,16.91,23.30034619
06/28/2022 07:50,378,2.255,16.9,23.30561109
06/28/2022 07:51,378,2.531,16.88,23.31614803
06/28/2022 07:52,378,2.742,16.91,23.28851861
06/28/2022 07:52,378,3.06,16.88,23.18595634
06/28/2022 07:53,378,3.247,16.11,21.85013027
06/28/2022 07:55,378,3.542,15.39,19.29085589
06/28/2022 07:56,378,3.763,14.73,16.88140595
06/28/2022 07:57,378,4.014,14.24,14.68877913
06/28/2022 07:59,378,4.273,13.98,13.18525987
06/28/2022 08:00,378,4.476,13.67,11.98320055
06/28/2022 08:02,378,4.744,13.48,11.23123
06/28/2022 08:04,378,5.044,13.4,10.46965726
06/28/2022 08:05,378,5.26,13.23,9.460869745
06/28/2022 08:06,378,5.497,13.16,9.00167473
06/28/2022 08:07,378,5.75,13.1,8.643604975
06/28/2022 08:07,378,5.977,13.02,8.409169301
06/28/2022 08:08,378,7.018,12.93,7.57671259
06/28/2022 08:10,378,8.05,13.02,6.986677594
06/28/2022 08:11,378,9.02,13.2,6.545144716
06/28/2022 08:12,378,10.03,13.22,6.140629315
06/28/2022 08:13,378,10.98,13.38,5.889021127
06/28/2022 08:14,378,11.99,13.81,5.660898087
06/28/2022 08:16,378,13.01,14.29,5.541594013
06/28/2022 08:17,378,13.97,14.63,5.483001697
06/28/2022 08:18,378,14.99,17.04,5.170030803
06/28/2022 08:19,378,16.01,134.4,1.413802702
06/28/2022 08:19,378,16.31,134.1,1.420320967
07/26/2022 07:45,378,0.064,17.78,25.35674598
07/26/2022 07:46,378,0.522,17.69,25.41903045
07/26/2022 07:48,378,1.008,17.67,25.43032127
07/26/2022 07:49,378,2.022,17.71,25.39613203
07/26/2022 07:49,378,3.001,17.66,25.24988195
07/26/2022 07:50,378,3.246,17.46,24.88358454
07/26/2022 07:53,378,3.512,16.92,23.59070656
07/26/2022 07:54,378,3.762,16.13,21.88823995
07/26/2022 07:56,378,4.013,15.41,19.02474318
07/26/2022 07:57,378,4.269,14.94,16.82234661
07/26/2022 07:58,378,4.512,14.71,15.66970892
07/26/2022 08:00,378,4.751,14.35,14.13534023
07/26/2022 08:01,378,5.018,14.07,12.84065331
07/26/2022 08:02,378,5.257,13.86,11.87714837
07/26/2022 08:03,378,5.503,13.67,10.8601743
07/26/2022 08:04,378,5.745,13.58,10.27014445
07/26/2022 08:05,378,6.018,13.43,9.469675089
07/26/2022 08:06,378,6.284,13.36,9.182487308
07/26/2022 08:07,378,6.516,13.29,8.869836502
07/26/2022 08:08,378,6.757,13.26,8.501274869
07/26/2022 08:09,378,7.029,13.25,8.169422686
07/26/2022 08:11,378,7.994,13.26,7.241874483
07/26/2022 08:12,378,9.05,13.33,6.691519657
07/26/2022 08:13,378,10.01,13.25,6.223769461
07/26/2022 08:15,378,11.02,13.81,5.917806965
07/26/2022 08:16,378,12,14.3,5.681032641
07/26/2022 08:17,378,13.03,15.38,5.462733596
07/26/2022 08:18,378,14,20.64,4.837879231
07/26/2022 08:19,378,15,30.03,4.038964558
07/26/2022 08:20,378,16.01,63.5,2.544155358
08/09/2022 08:26,378,0.085,17.82,25.12568638
08/09/2022 08:28,378,0.532,17.73,25.1642294
08/09/2022 08:28,378,1.024,17.66,25.15683771
08/09/2022 08:29,378,2.01,17.62,25.05116164
08/09/2022 08:30,378,2.27,17.6,25.02736822
08/09/2022 08:30,378,2.511,17.62,24.99295727
08/09/2022 08:31,378,2.764,17.59,24.99799061
08/09/2022 08:32,378,3.022,17.6,24.95749191
08/09/2022 08:32,378,3.265,17.48,24.72068083
08/09/2022 08:33,378,3.462,17.45,24.6437523
08/09/2022 08:33,378,3.465,17.44,24.62587833
08/09/2022 08:35,378,3.75,16.74,22.66590995
08/09/2022 08:40,378,4.028,15.97,20.43437858
08/09/2022 08:47,378,4.251,15.62,18.83431891
08/09/2022 08:48,378,4.539,15.12,16.7510588
08/09/2022 08:51,378,4.709,14.81,15.49596397
08/09/2022 08:52,378,5.01,14.47,13.9445747
