Wavelength (nm),BLANK,ELA_FISH109,ELA_FISH930,ELA_FISH903,ELA_FISH1010,ELA_FISH105,ELA_FISH913,ELA_FISH909,ELA_CTL2-L222-224,ELA_FISH948,ELA_FISH944,ELA_CTL1-L239,ELA_CTL2-L239
521.0075684,-0.004330801,-0.002475757,-0.002359093,-0.001169299,-0.002367074,-0.001137698,-0.001687846,-0.002330926,-0.002242655,-0.001669951,-0.002307186,-0.002549878,-0.001747046
519.9489746,-0.00417823,-0.002419745,-0.002092646,-0.000977492,-0.002302088,-0.000908682,-0.001508548,-0.002103362,-0.00217219,-0.001498075,-0.002098365,-0.002333501,-0.001531042
519.0413818,-0.004334236,-0.002659802,-0.002283548,-0.001130056,-0.002365581,-0.001056105,-0.001585723,-0.002333089,-0.002348228,-0.001618993,-0.002386691,-0.002505201,-0.001737661
517.9822998,-0.004478707,-0.002825715,-0.00245882,-0.001111311,-0.002490119,-0.001022585,-0.001710382,-0.002353377,-0.002374385,-0.001580875,-0.002480853,-0.002635514,-0.001759627
517.0743408,-0.004429103,-0.00274948,-0.002348073,-0.001194236,-0.002388854,-0.00105595,-0.00162606,-0.002453054,-0.002405844,-0.001610895,-0.002448112,-0.002610195,-0.001697696
516.0147705,-0.004287332,-0.002743975,-0.002127525,-0.000997947,-0.002248372,-0.000941022,-0.00155632,-0.0023266,-0.002311203,-0.001526192,-0.002370472,-0.002410169,-0.001577522
514.9550171,-0.004350177,-0.002663043,-0.002090378,-0.001114255,-0.002226533,-0.000912711,-0.001479965,-0.002318155,-0.002367331,-0.001446478,-0.00238422,-0.002451047,-0.001652054
514.0464478,-0.004344128,-0.002591823,-0.002280921,-0.001040611,-0.002126958,-0.0009279,-0.001491574,-0.002188107,-0.00219707,-0.001440699,-0.002264905,-0.002301418,-0.001497817
512.9862061,-0.004174692,-0.0024095,-0.00208909,-0.000915295,-0.002034163,-0.000875667,-0.001450657,-0.002161372,-0.002119849,-0.001388166,-0.00213618,-0.002232714,-0.001464228
511.9257202,-0.004643927,-0.002849632,-0.002339371,-0.001245399,-0.002304766,-0.001088692,-0.001643596,-0.002450223,-0.002575354,-0.00158366,-0.002582508,-0.002565421,-0.001797988
511.016571,-0.004486906,-0.002673849,-0.002190837,-0.001049752,-0.002157663,-0.000931671,-0.001495082,-0.002289677,-0.002315683,-0.001497352,-0.002302294,-0.002297401,-0.001673045
509.9556274,-0.004509605,-0.00271038,-0.00236867,-0.001094321,-0.002190116,-0.000989838,-0.001624873,-0.002355643,-0.002403579,-0.001458139,-0.002446259,-0.002369803,-0.001722037
509.0460815,-0.004487982,-0.002753904,-0.002342615,-0.001092204,-0.002192795,-0.000969589,-0.00161791,-0.002354407,-0.002445075,-0.001402461,-0.002383139,-0.002442346,-0.001752202
507.9847107,-0.004491876,-0.002829264,-0.002457276,-0.001115804,-0.002279634,-0.000996243,-0.001599599,-0.002268613,-0.002396062,-0.001430172,-0.002359814,-0.002381336,-0.001723996
507.0747986,-0.004407425,-0.002602065,-0.002263771,-0.000835985,-0.002132162,-0.000686781,-0.001329124,-0.002092182,-0.002221383,-0.001260059,-0.002191301,-0.002291016,-0.001454063
506.01297,-0.004490441,-0.002655428,-0.00227778,-0.000861045,-0.002123146,-0.000565654,-0.001355343,-0.002191919,-0.002251359,-0.001256033,-0.002181617,-0.002352605,-0.00146237
504.9509277,-0.004671023,-0.002748502,-0.002269076,-0.001016697,-0.002178217,-0.000611824,-0.001461184,-0.002260578,-0.002313263,-0.001409428,-0.002351266,-0.002510091,-0.001675263
504.0404053,-0.004611811,-0.002806015,-0.002236165,-0.000874841,-0.002162042,-0.000600708,-0.001426715,-0.002410581,-0.002272939,-0.001406125,-0.002389523,-0.002344829,-0.00158495
502.9779053,-0.004574722,-0.002662323,-0.00232315,-0.001050992,-0.002261608,-0.000671739,-0.00148466,-0.002235341,-0.002414546,-0.001404938,-0.002382366,-0.002474315,-0.001546828
502.0670166,-0.004427822,-0.002555282,-0.00215962,-0.000939989,-0.002202891,-0.000506138,-0.00119816,-0.002161526,-0.002199697,-0.001300478,-0.002205415,-0.002310791,-0.001452515
501.0040894,-0.004379494,-0.002373768,-0.00182222,-0.000725857,-0.001971137,-0.000345337,-0.001047635,-0.001998451,-0.00200546,-0.001051767,-0.002028907,-0.002143032,-0.001289535
499.940918,-0.004642186,-0.002635102,-0.00212768,-0.00100554,-0.002121446,-0.000679596,-0.001352401,-0.002248166,-0.002189704,-0.001321072,-0.002216798,-0.002392715,-0.001480171
499.0294495,-0.004520006,-0.002469116,-0.002024784,-0.000675409,-0.001923308,-0.00051467,-0.001118592,-0.002064668,-0.002134274,-0.001050424,-0.001956294,-0.002195216,-0.001282256
497.9658203,-0.004732633,-0.002647401,-0.002227769,-0.000981883,-0.002195576,-0.000710248,-0.001411647,-0.002268819,-0.002248475,-0.001364014,-0.002244715,-0.002333913,-0.001550594
497.0539856,-0.00471855,-0.002648018,-0.002240131,-0.000858875,-0.002178784,-0.000687505,-0.001339756,-0.002296011,-0.002181823,-0.001327989,-0.002191043,-0.002237298,-0.001309356
495.9899292,-0.004661445,-0.002527797,-0.002182183,-0.00080343,-0.001986186,-0.00071247,-0.001264189,-0.002157302,-0.002125825,-0.00128365,-0.002293745,-0.002304817,-0.001317769
494.9256592,-0.004439609,-0.002375312,-0.001909752,-0.000710713,-0.001896041,-0.000503139,-0.001068551,-0.00204385,-0.002000925,-0.00113429,-0.001969024,-0.002014478,-0.001249735
494.0132446,-0.004152284,-0.002111193,-0.001676552,-0.000387444,-0.001603726,-0.000269907,-0.000860063,-0.001619251,-0.001735289,-0.000889721,-0.001747304,-0.001842738,-0.001025529
492.9485168,-0.0039898,-0.001812012,-0.001365717,-0.000151044,-0.001454269,-5.10E-05,-0.000750872,-0.001502873,-0.001455095,-0.000693656,-0.001451844,-0.001601714,-0.000829319
492.0357361,-0.004419777,-0.002394208,-0.001913875,-0.000615133,-0.001966396,-0.000493055,-0.001204201,-0.002052507,-0.002039419,-0.001034826,-0.002022723,-0.002152614,-0.001261608
490.9705811,-0.004717014,-0.002657383,-0.002273299,-0.000846009,-0.002192074,-0.000600605,-0.001329124,-0.002157251,-0.00219537,-0.00124101,-0.00231249,-0.002356518,-0.001428211
490.0574341,-0.004417983,-0.002254913,-0.001765454,-0.000584216,-0.00187037,-0.000263543,-0.001048564,-0.001855059,-0.001881762,-0.000904962,-0.001816858,-0.001890319,-0.001155254
488.9918518,-0.004284974,-0.001968148,-0.001572466,-0.000349579,-0.001643132,-9.96E-05,-0.00091235,-0.001636839,-0.001714869,-0.000715313,-0.001689239,-0.001736114,-0.00098927
487.9260559,-0.004575849,-0.002282518,-0.001863513,-0.000531424,-0.001849595,-0.000251901,-0.001001305,-0.001915318,-0.001923205,-0.000894939,-0.001945574,-0.00195784,-0.00117503
487.0123291,-0.004739189,-0.00257062,-0.002108772,-0.000714227,-0.002063585,-0.000490366,-0.001224852,-0.002101147,-0.002208196,-0.001092824,-0.002143444,-0.002222413,-0.001314827
485.9460754,-0.004503405,-0.00216369,-0.001749779,-0.000387651,-0.00172281,-0.000189703,-0.000970674,-0.001774426,-0.001809692,-0.000883469,-0.001713579,-0.001861142,-0.001020778
485.0319824,-0.004105052,-0.001757462,-0.001295316,-2.27E-05,-0.001429759,0.000174558,-0.00065711,-0.001377845,-0.001477901,-0.000458457,-0.001314517,-0.001475992,-0.000692984
483.965332,-0.004885215,-0.002468962,-0.00210192,-0.000626144,-0.002101508,-0.000401668,-0.001207505,-0.002045551,-0.002101044,-0.001088951,-0.002059206,-0.002169305,-0.001186337
483.0508728,-0.00486141,-0.002402137,-0.002061422,-0.000677063,-0.001994483,-0.000420909,-0.001158094,-0.002015612,-0.002136695,-0.001029351,-0.002014066,-0.002168326,-0.001119315
481.9837952,-0.004689819,-0.002302963,-0.001923205,-0.000531424,-0.001791595,-0.000360959,-0.00105063,-0.001870267,-0.001998194,-0.000967471,-0.001893051,-0.001969282,-0.001094115
481.0689697,-0.004564835,-0.00210666,-0.001665051,-0.000380357,-0.001783706,-0.000276478,-0.000973102,-0.00179804,-0.001887071,-0.000864559,-0.001687073,-0.00186939,-0.001022172
480.0014648,-0.004633581,-0.00204014,-0.001689909,-0.000336698,-0.001639986,-0.00024326,-0.000877992,-0.001744622,-0.00178051,-0.0008025,-0.001694086,-0.001914339,-0.001024496
478.9337463,-0.004378161,-0.001704349,-0.001456953,-0.000158549,-0.001473464,8.88E-05,-0.000779296,-0.001594957,-0.001589128,-0.000627643,-0.001418097,-0.001611514,-0.000755058
478.0183716,-0.004461797,-0.001929905,-0.001648186,-0.000259921,-0.001679388,-0.000137899,-0.000894112,-0.001673251,-0.00175937,-0.00079728,-0.001592326,-0.001680678,-0.000920357
476.9502258,-0.004714658,-0.001869081,-0.001712084,-0.000462284,-0.001625595,-0.000139555,-0.000978164,-0.00166959,-0.00180201,-0.00078188,-0.001726987,-0.001787676,-0.000868692
476.0344849,-0.004638395,-0.001958974,-0.001546673,-0.000401513,-0.001629515,-7.17E-05,-0.000852055,-0.001627401,-0.00176401,-0.000838413,-0.001626885,-0.001774477,-0.000856756
474.9659119,-0.004406144,-0.001853873,-0.001454218,-0.000201036,-0.001495031,9.02E-05,-0.000650803,-0.001557507,-0.001561375,-0.000676856,-0.001415156,-0.001561737,-0.000786325
474.0498352,-0.004539424,-0.001775972,-0.001335885,-0.000239845,-0.001584176,5.06E-05,-0.000770201,-0.00158237,-0.001553999,-0.000590523,-0.001465569,-0.001679595,-0.000929295
472.980835,-0.004552027,-0.001820467,-0.001411956,-0.000145144,-0.00147852,3.73E-05,-0.000720326,-0.001569939,-0.001606924,-0.000657833,-0.001440234,-0.001618478,-0.000830249
472.0643921,-0.004500843,-0.001649476,-0.001561272,-0.00024978,-0.00148982,2.78E-05,-0.00074374,-0.001509941,-0.00165649,-0.000543524,-0.001507361,-0.001601662,-0.000689934
470.9949951,-0.004651303,-0.001677016,-0.001224697,-7.27E-05,-0.001158817,0.000218895,-0.000542076,-0.001393688,-0.001439202,-0.000443924,-0.001372065,-0.001461493,-0.000404202
469.9253845,-0.004630712,-0.001631682,-0.001473206,-0.000156685,-0.001251025,0.000215632,-0.000575633,-0.001434403,-0.001536097,-0.000385892,-0.00138058,-0.0015817,-0.000550659
469.0083923,-0.004578052,-0.001558435,-0.001283805,0.000150294,-0.001132225,0.000380406,-0.000474283,-0.001290257,-0.001553431,-0.000265302,-0.001309872,-0.00151835,-0.000529666
467.9383545,-0.004462156,-0.00154234,-0.00122733,0.000124452,-0.001152414,0.000403957,-0.000511775,-0.001092514,-0.001334285,-0.00038734,-0.001200329,-0.001409531,-0.000481057
467.0210266,-0.004672098,-0.001707598,-0.001377174,0.000187714,-0.001216592,0.000406056,-0.000523926,-0.00141949,-0.001526089,-0.000396806,-0.001280295,-0.001445755,-0.000619785
465.9505615,-0.004633222,-0.001500087,-0.001128868,0.000282585,-0.001166304,0.000430049,-0.000380874,-0.001300684,-0.001364272,-0.000236689,-0.001168008,-0.001324066,-0.000336439
465.0328674,-0.004693456,-0.001727554,-0.001282824,0.000151123,-0.001357924,0.000387556,-0.000371046,-0.001186234,-0.001526502,-0.000351027,-0.001344298,-0.001487343,-0.00038015
463.9620361,-0.004880096,-0.002038182,-0.001328402,-3.12E-05,-0.001629722,0.000204081,-0.000736039,-0.00148012,-0.001649269,-0.000612703,-0.001548788,-0.001616879,-0.000701202
463.0439758,-0.004531431,-0.001440647,-0.00112262,0.00026334,-0.001165633,0.000602422,-0.000400375,-0.001096852,-0.001258304,-0.000131843,-0.000936631,-0.001225162,-0.000195964
461.9727173,-0.004575337,-0.001410563,-0.001011067,0.000285616,-0.001367368,0.000619764,-0.000400633,-0.001005075,-0.001195837,-8.37E-05,-0.001047686,-0.001285508,-0.000202485
461.0543518,-0.004534198,-0.00101835,-0.000773973,0.000613024,-0.000932911,0.000755025,-0.000129514,-0.000790717,-0.001075627,0.000101019,-0.000802603,-0.001057293,-4.27E-05
459.982666,-0.004788091,-0.001571847,-0.001051147,0.000359291,-0.001374181,0.000635266,-0.000302967,-0.001111156,-0.001306517,7.41E-05,-0.001128404,-0.001266202,-0.000198034
459.0639343,-0.004955651,-0.001573498,-0.001166923,0.000342632,-0.001454166,0.000554961,-0.000454216,-0.001119832,-0.001505143,-0.00013588,-0.001193875,-0.001440492,-0.000321126
457.9918823,-0.004872826,-0.001576645,-0.001282773,0.000347477,-0.001417581,0.000697177,-0.000331059,-0.001265015,-0.00135973,6.33E-05,-0.001066124,-0.001345589,-0.000295517
457.0727844,-0.004784097,-0.001463041,-0.001005334,0.000495066,-0.001291341,0.000823644,-0.000315642,-0.001105218,-0.001179935,7.47E-05,-0.001086937,-0.001018711,-0.000227064
456.0003357,-0.004653096,-0.001214062,-0.000816814,0.000676668,-0.001131192,0.001037609,-5.93E-05,-0.000963235,-0.001089984,0.00028875,-0.000941487,-0.001025064,3.78E-05
454.9276428,-0.004721418,-0.001126699,-0.000847766,0.000872768,-0.001045775,0.00096932,-8.01E-05,-0.000890237,-0.001037873,0.000414917,-0.000941952,-0.001031469,0.000137502
454.0080566,-0.004815382,-0.001223613,-0.000973825,0.000780827,-0.00108642,0.000856116,-5.64E-05,-0.000885019,-0.001040972,0.000343565,-0.000687866,-0.000908527,-2.24E-05
452.934967,-0.00484175,-0.001353743,-0.000960859,0.000637858,-0.001235538,0.000899407,-6.73E-05,-0.000987927,-0.001164393,0.000181835,-0.000923922,-0.001058377,-0.00012703
452.0150146,-0.004911016,-0.001178541,-0.000942417,0.000677705,-0.001120916,0.000919355,3.02E-05,-0.000938646,-0.001114306,0.000368203,-0.000793456,-0.001019435,-1.73E-05
450.9415588,-0.004841597,-0.001187111,-0.000784826,0.000714004,-0.000991801,0.000987014,1.92E-05,-0.0009419,-0.001019848,0.000352296,-0.000801311,-0.000973515,0.000113369
450.0212708,-0.004831357,-0.001035498,-0.000686419,0.000859072,-0.000856033,0.000996121,4.80E-05,-0.000775524,-0.000967058,0.000290952,-0.000808339,-0.000932705,0.000199445
448.9473877,-0.004911425,-0.001098814,-0.000829577,0.000814618,-0.000640412,0.001062442,0.000106896,-0.000874531,-0.000974496,0.000290874,-0.000768134,-0.00086678,0.00016407
448.0267639,-0.004810518,-0.000847663,-0.000526564,0.00092693,-0.000327696,0.001233923,0.000368747,-0.000544403,-0.00073821,0.000541898,-0.000567154,-0.000665381,0.000294579
446.9525146,-0.004995112,-0.00122986,-0.00081144,0.000734981,-0.000442787,0.001078816,0.000136881,-0.000772681,-0.000894577,0.000253187,-0.000712263,-0.000879232,0.000209701
446.0315247,-0.005064711,-0.00109804,-0.000832729,0.000666428,-0.000303226,0.001134977,0.00020131,-0.000786531,-0.000948461,0.000239589,-0.00071092,-0.000822136,0.000128025
444.9568787,-0.004778209,-0.001021965,-0.000651268,0.000797969,-0.000218578,0.001220217,0.000391702,-0.000675822,-0.000762914,0.000338695,-0.000547557,-0.00081671,0.000257953
444.0355835,-0.004812157,-0.000927074,-0.000562345,0.000932507,-0.000159532,0.001266296,0.000316519,-0.000629556,-0.000684403,0.000455236,-0.000368718,-0.000653595,0.000463632
442.9605408,-0.004650023,-0.000596779,-0.000183182,0.001097812,9.13E-05,0.001589924,0.000579352,-0.000315384,-0.000553555,0.000781216,-0.000330593,-0.000402082,0.000678146
442.0389099,-0.004856188,-0.000795937,-0.000343992,0.001004241,-9.71E-05,0.001428612,0.000337788,-0.000519324,-0.000513429,0.000625052,-0.000292051,-0.000594504,0.000403543
440.9634705,-0.004848508,-0.000859133,-0.000409633,0.001042825,-0.000177593,0.001515391,0.000456143,-0.000370425,-0.000516687,0.000678405,-0.000370063,-0.000582561,0.000663965
440.0415039,-0.005097562,-0.000919479,-0.000535509,0.000977285,-0.00056736,0.001519625,0.000253627,-0.000443045,-0.000691278,0.000660439,-0.000496468,-0.000639637,0.000435284
438.9656982,-0.004887416,-0.000626506,-0.000267734,0.001180839,-0.00038015,0.001661481,0.000571835,-0.00026168,-0.000380461,0.000799239,-0.000171745,-0.00036158,0.000795401
438.043396,-0.004942957,-0.000606033,-0.000241449,0.001170093,-0.0005307,0.001703267,0.000562063,-0.000203985,-0.000383512,0.000835496,-0.000138985,-0.000368046,0.0007411
436.9671936,-0.005033342,-0.000596986,-0.000238758,0.001270476,-0.000537681,0.001646644,0.000546952,-0.00013117,-0.000278961,0.000886385,-0.000232549,-0.000407254,0.000698654
436.0445862,-0.00501369,-0.000518445,-0.000123096,0.001255522,-0.000522168,0.001768371,0.000600141,-6.48E-05,-0.000393082,0.000792549,-0.000144264,-0.000326093,0.000789255
434.9679871,-0.004771859,-0.000350613,0.000159953,0.001415523,-0.000301001,0.001928717,0.000791563,0.000104954,-0.000163465,0.001056577,7.18E-05,-8.73E-05,0.001011169
434.0450439,-0.004795977,-0.000299346,4.69E-05,0.00158135,-0.000275805,0.002047975,0.000971317,7.28E-05,-7.04E-06,0.001148005,0.000124219,-9.15E-05,0.000962808
432.9680786,-0.005073666,-0.000502467,-0.000202329,0.001237116,-0.000537681,0.001901651,0.000761274,-0.000106534,-0.000215266,0.000835963,-0.000180336,-0.000327851,0.000860421
432.0447998,-0.004993679,-0.0002965,2.09E-05,0.001376153,-0.000338767,0.002067169,0.000769935,5.64E-05,-0.000233066,0.001074379,7.01E-05,-0.00015565,0.00095723
430.9674683,-0.004544137,8.37E-05,0.000396469,0.001775025,0.000120645,0.002446657,0.001178892,0.000373877,0.000228426,0.001424301,0.0004393,0.000211359,0.001489259
430.0438843,-0.004790191,6.74E-05,0.000397868,0.001802863,9.15E-05,0.002473107,0.001081723,0.000383566,0.000152909,0.001313679,0.000498254,0.000179686,0.001406927
428.966156,-0.004845795,0.000174429,0.000503152,0.002024724,0.000107,0.002528484,0.0012035,0.000513933,0.000279348,0.001457493,0.000543557,0.000321856,0.001403862
428.0422363,-0.004709844,0.000340871,0.000617871,0.001998536,0.000252125,0.002625327,0.001359041,0.000649524,0.00033613,0.001458246,0.0007118,0.000422768,0.001455935
426.9641418,-0.00461386,0.000430334,0.00083228,0.002109203,0.000342658,0.002676192,0.001508559,0.000729535,0.000496699,0.00174854,0.000930691,0.00065445,0.001692586
426.0398865,-0.004714914,0.000393179,0.000705681,0.002138987,0.000336441,0.002803445,0.001441053,0.000747505,0.00054151,0.001789555,0.00082992,0.000605143,0.001798055
424.9614258,-0.004806781,0.000426344,0.000695051,0.002132874,0.000393438,0.002840703,0.001513962,0.000707963,0.000505148,0.001818954,0.000915697,0.000582177,0.001787216
424.0368652,-0.004836067,0.000471847,0.00068442,0.002133863,0.000299345,0.002891489,0.001531549,0.000794027,0.000540862,0.001669666,0.000930172,0.000619893,0.001782797
422.9580078,-0.004845129,0.000423649,0.000797113,0.002154206,0.000339368,0.002869783,0.001560021,0.000761948,0.000606206,0.001659818,0.000915152,0.000640503,0.001849915
422.0331421,-0.004672098,0.0008266,0.001129241,0.002501719,0.000612816,0.003229161,0.001897413,0.001056448,0.000893908,0.002075466,0.001217024,0.00102243,0.002103142
420.9539185,-0.004936559,0.000693625,0.00096452,0.002463683,0.000633166,0.00323482,0.001783862,0.000943973,0.000746364,0.001915275,0.001113955,0.000922286,0.00197534
420.028717,-0.005000537,0.00063314,0.000973211,0.002575874,0.000638532,0.003249582,0.001829118,0.001033146,0.000858683,0.002027247,0.001126438,0.000905892,0.002028209
418.9491272,-0.005047261,0.000555583,0.000952482,0.002519423,0.000592883,0.003100454,0.001632093,0.000956867,0.000797735,0.001822853,0.001031434,0.000965921,0.00182969
418.0236206,-0.005006167,0.000898006,0.001180346,0.002850839,0.000938318,0.003428478,0.0019672,0.001236883,0.0009777,0.002172703,0.001371947,0.001264842,0.002083451
416.9436646,-0.004895351,0.000918291,0.001270372,0.003086818,0.000993189,0.003423416,0.002041707,0.001339099,0.00102422,0.00229947,0.001429807,0.001344681,0.00226676
416.0178528,-0.004944799,0.000998689,0.001324168,0.003055717,0.001036286,0.003610293,0.002059158,0.001342915,0.00120716,0.00235316,0.001553786,0.001562749,0.002313835
414.9375305,-0.004923762,0.001165914,0.00157605,0.003194842,0.001199684,0.003709831,0.002272094,0.00160068,0.001562437,0.002496824,0.001770217,0.001599303,0.002418231
414.0113831,-0.004744668,0.00139428,0.001750074,0.003317031,0.001487259,0.003912999,0.002382467,0.001743914,0.001711609,0.002666789,0.001943668,0.001813157,0.002641787
412.9307251,-0.004894737,0.001555163,0.001765226,0.003414598,0.001559995,0.004002497,0.002606993,0.001833693,0.001730165,0.002681323,0.002135189,0.001939794,0.002719352
412.0042725,-0.004752554,0.001700539,0.001929341,0.003338733,0.001696744,0.00406792,0.002657986,0.001880305,0.001693626,0.002805165,0.002125331,0.002095365,0.002838358
410.9232178,-0.004646335,0.001934203,0.002198511,0.00355984,0.001767747,0.004333399,0.002782446,0.00208405,0.002002775,0.002969751,0.002333224,0.002267306,0.003073679
409.99646,-0.004915008,0.001821969,0.001880695,0.003306388,0.001534562,0.004134451,0.002631109,0.001994089,0.001821657,0.002799485,0.002105249,0.002082697,0.002882629
409.0695801,-0.004952272,0.001845105,0.002112246,0.003415902,0.001673148,0.004161396,0.002730631,0.002102179,0.001931837,0.002857041,0.002197861,0.002256065,0.002983382
407.9880066,-0.004744617,0.002175408,0.002548351,0.00373406,0.002126891,0.004527207,0.003094379,0.002452957,0.002199422,0.003161674,0.002650642,0.002805425,0.003306102
407.060791,-0.004721675,0.002138415,0.002519944,0.003820622,0.002212066,0.004692448,0.003138128,0.002495653,0.00219643,0.003251772,0.002750064,0.002766998,0.003410162
405.9788818,-0.004561556,0.002562073,0.00272537,0.004094468,0.00239772,0.004877123,0.003319744,0.002764757,0.002515388,0.003510934,0.002932664,0.00311362,0.003696621
405.0513611,-0.004622926,0.002673978,0.00287872,0.004241115,0.002645381,0.0049498,0.003488622,0.00279886,0.0025665,0.003654825,0.002991958,0.003194164,0.003700798
403.9690857,-0.004954934,0.002389937,0.002648818,0.004096951,0.002328123,0.004823748,0.00343667,0.00279318,0.002490003,0.003431818,0.002871424,0.002949917,0.00357764
403.0412598,-0.004905641,0.002650876,0.002886199,0.004260276,0.002543169,0.005031785,0.003450212,0.002932925,0.002537519,0.003757742,0.003044065,0.003187176,0.003808557
401.9586487,-0.004898883,0.002783801,0.002943115,0.004323752,0.002717711,0.005203662,0.003434061,0.00299777,0.002646084,0.003893828,0.003204126,0.003240584,0.003801323
401.0305176,-0.004790139,0.003056265,0.003196277,0.004464644,0.00288289,0.00542158,0.003737898,0.003218469,0.002871946,0.003987474,0.003561563,0.003535073,0.004153503
399.9475403,-0.004683059,0.003194138,0.003440845,0.004733898,0.003075634,0.005603812,0.003887245,0.003288182,0.002944184,0.004046651,0.003633237,0.003702234,0.004181494
399.0191345,-0.004675171,0.00330858,0.003435105,0.004819612,0.002939414,0.005721696,0.003988546,0.003422868,0.002985702,0.004134085,0.003654277,0.003730927,0.004255493
397.935791,-0.004768992,0.003615931,0.003676466,0.005055879,0.003159118,0.005741893,0.004087126,0.003620838,0.003175076,0.004316013,0.003946487,0.004046521,0.004506439
397.0070801,-0.004699294,0.003695733,0.003870295,0.00520733,0.003366516,0.006253532,0.004186565,0.003735131,0.003418276,0.004500737,0.004127447,0.00415677,0.004666229
395.9234009,-0.004809034,0.003897145,0.004127657,0.005446612,0.003622665,0.006274436,0.004280955,0.004006964,0.003424068,0.004669002,0.004204678,0.004147283,0.004742849
394.9943848,-0.004573083,0.00419187,0.004216309,0.005607352,0.004341269,0.006702597,0.004685435,0.004339596,0.003716045,0.004918827,0.004440531,0.004517712,0.004890526
394.0652161,-0.005243775,0.003696699,0.00381284,0.0051837,0.004213852,0.006324496,0.0043625,0.003857941,0.003372438,0.004572148,0.00401117,0.004146786,0.004765382
392.9810181,-0.00473207,0.004430175,0.004493387,0.005909066,0.005199707,0.006958171,0.004857411,0.0044421,0.003983739,0.005168611,0.004757975,0.004788099,0.005195908
392.0515747,-0.004659191,0.004795532,0.004902543,0.006057298,0.005445642,0.007229345,0.005098647,0.004694358,0.004187427,0.005480611,0.005049332,0.005016073,0.005402551
390.967041,-0.005304998,0.004200417,0.004372541,0.005667746,0.004807441,0.006617956,0.004621698,0.004210611,0.003788058,0.004950244,0.004547872,0.004462839,0.005026626
390.0372925,-0.004907944,0.004802102,0.004799432,0.006209204,0.005512988,0.007179997,0.005158342,0.004705113,0.004258603,0.005367457,0.004974045,0.005010076,0.005660901
388.9524231,-0.004764588,0.005164525,0.005100429,0.006490238,0.005751939,0.007358388,0.005344578,0.005007903,0.00469271,0.005608925,0.005267957,0.005446665,0.005842184
388.0223999,-0.004633939,0.005507875,0.005473769,0.006673865,0.005687757,0.007604758,0.005591671,0.00525111,0.004791318,0.005953808,0.005620988,0.005747428,0.006195865
386.9371948,-0.004869396,0.005539782,0.005421685,0.006866985,0.005337188,0.007660188,0.005654423,0.005285015,0.004782786,0.006144324,0.005555067,0.005796508,0.006311153
386.0068665,-0.004763871,0.005741657,0.005625603,0.007070346,0.005255171,0.007870696,0.005816551,0.005509894,0.004905867,0.006354676,0.005882197,0.006000629,0.006336342
385.0763855,-0.004790959,0.006052626,0.005847064,0.007301654,0.005286377,0.008063003,0.006012414,0.005627596,0.005234079,0.006509708,0.006061682,0.006111376,0.006539271
383.9906921,-0.004893764,0.00611303,0.005976667,0.007297047,0.005214666,0.008351836,0.006133087,0.00578717,0.005286115,0.006634936,0.006275066,0.006306084,0.006680305
383.0599365,-0.004957084,0.006302853,0.006187358,0.007534401,0.005426088,0.008385246,0.0063531,0.005949846,0.005384702,0.006760567,0.006393711,0.006382573,0.006745528
381.973877,-0.004732531,0.006653283,0.006411785,0.007839831,0.005703651,0.008780176,0.006621662,0.006151098,0.005733368,0.007007415,0.006692397,0.00684784,0.007208236
381.0428467,-0.004814819,0.006913877,0.006690347,0.007980576,0.006061498,0.009052861,0.006851758,0.006434195,0.006100691,0.007200867,0.007003601,0.006956935,0.007299258
379.9564819,-0.004953194,0.006951174,0.006714585,0.008171376,0.005993385,0.009216765,0.006853783,0.006479648,0.006192163,0.007310446,0.007128576,0.007128971,0.007521574
379.0251465,-0.00464362,0.007615111,0.007118577,0.008736435,0.00659672,0.009717586,0.007526684,0.007016702,0.006615985,0.007858386,0.007573569,0.00762615,0.007974907
377.938446,-0.004661035,0.007758736,0.007453338,0.008935734,0.006716241,0.01014595,0.007485993,0.007472746,0.006690531,0.007908866,0.007868587,0.007974933,0.008203769
377.0068359,-0.005133225,0.007457261,0.006921268,0.008565003,0.006379026,0.009800397,0.007362863,0.00678757,0.006472291,0.007821117,0.007458236,0.007581893,0.008019124
376.0750732,-0.004881632,0.007693017,0.007401305,0.009046887,0.006902016,0.01007314,0.007564982,0.007121971,0.006693607,0.008123873,0.007775733,0.008018835,0.008268219
374.9878845,-0.004951146,0.008055567,0.007688591,0.009403163,0.007155075,0.010463378,0.007974354,0.007493999,0.007099763,0.008291068,0.008175913,0.008208279,0.008720324
374.0558777,-0.004939732,0.008387357,0.007860864,0.009452579,0.007411047,0.010597868,0.007969818,0.007753676,0.007127471,0.008476673,0.008261148,0.008400763,0.00878612
372.9683533,-0.004868014,0.008623724,0.008312493,0.009971683,0.007841069,0.011042077,0.008580211,0.007982026,0.007376528,0.008815256,0.008737914,0.008680948,0.009093699
372.0360413,-0.00477442,0.009023206,0.008628794,0.010307617,0.008306767,0.011202962,0.008879744,0.008248774,0.007891098,0.009254895,0.009289062,0.008835729,0.009662158
370.9482117,-0.005178246,0.00882939,0.008728697,0.010408279,0.008436631,0.0113363,0.008814754,0.008242839,0.007817559,0.009309743,0.009228268,0.009046306,0.009667637
370.015625,-0.005137011,0.009019876,0.008708176,0.010710721,0.008642631,0.011581455,0.008947888,0.008558324,0.007915325,0.009432896,0.00954955,0.009368828,0.009849356
